predict case 0 , predict result/given label= 0.820281/1
predict case 1 , predict result/given label= 0.461262/1
predict case 2 , predict result/given label= 0.729865/1
predict case 3 , predict result/given label= 0.924413/1
predict case 4 , predict result/given label= 0.283208/1
predict case 5 , predict result/given label= 0.395365/1
predict case 6 , predict result/given label= 0.750527/1
predict case 7 , predict result/given label= 0.823578/1
predict case 8 , predict result/given label= 0.454791/1
predict case 9 , predict result/given label= 0.811361/1
predict case 10 , predict result/given label= 0.882635/1
predict case 11 , predict result/given label= 0.916309/1
predict case 12 , predict result/given label= 0.311157/1
predict case 13 , predict result/given label= 0.321214/1
predict case 14 , predict result/given label= 0.411422/1
predict case 15 , predict result/given label= 0.417719/1
predict case 16 , predict result/given label= 0.282895/1
predict case 17 , predict result/given label= 0.377900/1
predict case 18 , predict result/given label= 0.727009/1
predict case 19 , predict result/given label= 0.926026/1
predict case 20 , predict result/given label= 0.524538/1
predict case 21 , predict result/given label= 0.308588/1
predict case 22 , predict result/given label= 0.854306/1
predict case 23 , predict result/given label= 0.429187/1
predict case 24 , predict result/given label= 0.854000/1
predict case 25 , predict result/given label= 0.525207/1
predict case 26 , predict result/given label= 0.376783/1
predict case 27 , predict result/given label= 0.670017/1
predict case 28 , predict result/given label= 0.531759/1
predict case 29 , predict result/given label= 0.354407/1
predict case 30 , predict result/given label= 0.321860/1
predict case 31 , predict result/given label= 0.545038/1
predict case 32 , predict result/given label= 0.328282/1
predict case 33 , predict result/given label= 0.514512/1
predict case 34 , predict result/given label= 0.311700/1
predict case 35 , predict result/given label= 0.888630/1
predict case 36 , predict result/given label= 0.448096/1
predict case 37 , predict result/given label= 0.841309/1
predict case 38 , predict result/given label= 0.439583/1
predict case 39 , predict result/given label= 0.729211/1
predict case 40 , predict result/given label= 0.841472/1
predict case 41 , predict result/given label= 0.804307/1
predict case 42 , predict result/given label= 0.856111/1
predict case 43 , predict result/given label= 0.779412/1
predict case 44 , predict result/given label= 0.363821/1
predict case 45 , predict result/given label= 0.815199/1
predict case 46 , predict result/given label= 0.925907/1
predict case 47 , predict result/given label= 0.823455/1
predict case 48 , predict result/given label= 0.928140/1
predict case 49 , predict result/given label= 0.576910/1
predict case 50 , predict result/given label= 0.657765/1
predict case 51 , predict result/given label= 0.299547/1
predict case 52 , predict result/given label= 0.878765/1
predict case 53 , predict result/given label= 0.325955/1
predict case 54 , predict result/given label= 0.799327/1
predict case 55 , predict result/given label= 0.504516/1
predict case 56 , predict result/given label= 0.888730/1
predict case 57 , predict result/given label= 0.763456/1
predict case 58 , predict result/given label= 0.285940/1
predict case 59 , predict result/given label= 0.902842/1
predict case 60 , predict result/given label= 0.436007/1
