predict case 0 , predict result/given label= 0.554016/1
predict case 1 , predict result/given label= 0.920008/1
predict case 2 , predict result/given label= 0.928481/1
predict case 3 , predict result/given label= 0.343700/1
predict case 4 , predict result/given label= 0.707412/1
predict case 5 , predict result/given label= 0.572339/1
predict case 6 , predict result/given label= 0.804388/1
predict case 7 , predict result/given label= 0.304032/1
predict case 8 , predict result/given label= 0.381967/1
predict case 9 , predict result/given label= 0.924420/1
predict case 10 , predict result/given label= 0.410604/1
predict case 11 , predict result/given label= 0.625104/1
predict case 12 , predict result/given label= 0.832965/1
predict case 13 , predict result/given label= 0.208553/1
predict case 14 , predict result/given label= 0.937387/1
predict case 15 , predict result/given label= 0.385347/1
predict case 16 , predict result/given label= 0.267286/1
predict case 17 , predict result/given label= 0.384327/1
predict case 18 , predict result/given label= 0.797407/1
predict case 19 , predict result/given label= 0.301519/1
predict case 20 , predict result/given label= 0.431977/1
predict case 21 , predict result/given label= 0.646877/1
predict case 22 , predict result/given label= 0.930054/1
predict case 23 , predict result/given label= 0.329700/1
predict case 24 , predict result/given label= 0.913312/1
predict case 25 , predict result/given label= 0.392108/1
predict case 26 , predict result/given label= 0.931283/1
predict case 27 , predict result/given label= 0.857525/1
predict case 28 , predict result/given label= 0.346611/1
predict case 29 , predict result/given label= 0.814815/1
predict case 30 , predict result/given label= 0.891191/1
predict case 31 , predict result/given label= 0.815029/1
predict case 32 , predict result/given label= 0.327843/1
predict case 33 , predict result/given label= 0.495558/1
predict case 34 , predict result/given label= 0.855351/1
predict case 35 , predict result/given label= 0.757087/1
predict case 36 , predict result/given label= 0.450789/1
predict case 37 , predict result/given label= 0.888451/1
predict case 38 , predict result/given label= 0.910866/1
predict case 39 , predict result/given label= 0.358211/1
predict case 40 , predict result/given label= 0.493862/1
predict case 41 , predict result/given label= 0.672845/1
predict case 42 , predict result/given label= 0.900335/1
predict case 43 , predict result/given label= 0.653469/1
predict case 44 , predict result/given label= 0.794180/1
predict case 45 , predict result/given label= 0.344208/1
predict case 46 , predict result/given label= 0.928187/1
predict case 47 , predict result/given label= 0.741303/1
predict case 48 , predict result/given label= 0.928149/1
predict case 49 , predict result/given label= 0.891427/1
predict case 50 , predict result/given label= 0.788512/1
predict case 51 , predict result/given label= 0.876174/1
predict case 52 , predict result/given label= 0.244868/1
predict case 53 , predict result/given label= 0.880976/1
predict case 54 , predict result/given label= 0.358103/1
predict case 55 , predict result/given label= 0.856319/1
predict case 56 , predict result/given label= 0.467102/1
predict case 57 , predict result/given label= 0.932539/1
predict case 58 , predict result/given label= 0.710850/1
predict case 59 , predict result/given label= 0.842218/1
predict case 60 , predict result/given label= 0.303920/1
predict case 61 , predict result/given label= 0.363741/1
predict case 62 , predict result/given label= 0.244868/1
predict case 63 , predict result/given label= 0.280754/1
predict case 64 , predict result/given label= 0.925770/1
predict case 65 , predict result/given label= 0.864415/1
predict case 66 , predict result/given label= 0.191829/1
predict case 67 , predict result/given label= 0.711238/1
predict case 68 , predict result/given label= 0.856770/1
predict case 69 , predict result/given label= 0.911139/1
predict case 70 , predict result/given label= 0.810915/1
predict case 71 , predict result/given label= 0.640659/1
predict case 72 , predict result/given label= 0.827935/1
predict case 73 , predict result/given label= 0.307420/1
predict case 74 , predict result/given label= 0.852592/1
predict case 75 , predict result/given label= 0.467169/1
predict case 76 , predict result/given label= 0.605840/1
predict case 77 , predict result/given label= 0.436548/1
predict case 78 , predict result/given label= 0.361084/1
predict case 79 , predict result/given label= 0.808722/1
predict case 80 , predict result/given label= 0.348309/1
predict case 81 , predict result/given label= 0.370709/1
predict case 82 , predict result/given label= 0.528576/1
predict case 83 , predict result/given label= 0.744941/1
predict case 84 , predict result/given label= 0.212847/1
predict case 85 , predict result/given label= 0.815215/1
predict case 86 , predict result/given label= 0.932263/1
predict case 87 , predict result/given label= 0.913158/1
predict case 88 , predict result/given label= 0.740296/1
predict case 89 , predict result/given label= 0.935686/1
predict case 90 , predict result/given label= 0.410455/1
predict case 91 , predict result/given label= 0.933930/1
predict case 92 , predict result/given label= 0.748891/1
predict case 93 , predict result/given label= 0.261791/1
predict case 94 , predict result/given label= 0.902880/1
predict case 95 , predict result/given label= 0.920065/1
predict case 96 , predict result/given label= 0.927802/1
predict case 97 , predict result/given label= 0.882322/1
predict case 98 , predict result/given label= 0.846977/1
predict case 99 , predict result/given label= 0.912375/1
predict case 100 , predict result/given label= 0.315663/1
predict case 101 , predict result/given label= 0.798141/1
predict case 102 , predict result/given label= 0.381294/1
predict case 103 , predict result/given label= 0.926464/1
predict case 104 , predict result/given label= 0.853358/1
predict case 105 , predict result/given label= 0.405564/1
predict case 106 , predict result/given label= 0.378606/1
predict case 107 , predict result/given label= 0.265060/1
predict case 108 , predict result/given label= 0.424894/1
predict case 109 , predict result/given label= 0.413902/1
predict case 110 , predict result/given label= 0.869099/1
predict case 111 , predict result/given label= 0.361961/1
predict case 112 , predict result/given label= 0.754524/1
predict case 113 , predict result/given label= 0.604528/1
predict case 114 , predict result/given label= 0.474381/1
predict case 115 , predict result/given label= 0.411180/1
predict case 116 , predict result/given label= 0.908176/1
predict case 117 , predict result/given label= 0.879724/1
predict case 118 , predict result/given label= 0.824463/1
predict case 119 , predict result/given label= 0.850415/1
predict case 120 , predict result/given label= 0.486032/1
predict case 121 , predict result/given label= 0.561842/1
predict case 122 , predict result/given label= 0.404363/1
predict case 123 , predict result/given label= 0.856794/1
predict case 124 , predict result/given label= 0.929853/1
