predict case 0 , predict result/given label= 0.931303/1
predict case 1 , predict result/given label= 0.230602/1
predict case 2 , predict result/given label= 0.931589/1
predict case 3 , predict result/given label= 0.742230/1
predict case 4 , predict result/given label= 0.116298/1
predict case 5 , predict result/given label= 0.649613/1
predict case 6 , predict result/given label= 0.386034/1
predict case 7 , predict result/given label= 0.750005/1
predict case 8 , predict result/given label= 0.652212/1
predict case 9 , predict result/given label= 0.921121/1
predict case 10 , predict result/given label= 0.752085/1
predict case 11 , predict result/given label= 0.907247/1
predict case 12 , predict result/given label= 0.100174/1
predict case 13 , predict result/given label= 0.855700/1
predict case 14 , predict result/given label= 0.816153/1
predict case 15 , predict result/given label= 0.121253/1
predict case 16 , predict result/given label= 0.440055/1
predict case 17 , predict result/given label= 0.745714/1
predict case 18 , predict result/given label= 0.502959/1
predict case 19 , predict result/given label= 0.568617/1
predict case 20 , predict result/given label= 0.899992/1
predict case 21 , predict result/given label= 0.629455/1
predict case 22 , predict result/given label= 0.899371/1
predict case 23 , predict result/given label= 0.432636/1
predict case 24 , predict result/given label= 0.489114/1
predict case 25 , predict result/given label= 0.862203/1
predict case 26 , predict result/given label= 0.869466/1
predict case 27 , predict result/given label= 0.931579/1
predict case 28 , predict result/given label= 0.862199/1
predict case 29 , predict result/given label= 0.651974/1
predict case 30 , predict result/given label= 0.246499/1
predict case 31 , predict result/given label= 0.566853/1
predict case 32 , predict result/given label= 0.870299/1
predict case 33 , predict result/given label= 0.528471/1
predict case 34 , predict result/given label= 0.659822/1
predict case 35 , predict result/given label= 0.741180/1
predict case 36 , predict result/given label= 0.229265/1
predict case 37 , predict result/given label= 0.472791/1
predict case 38 , predict result/given label= 0.891823/1
predict case 39 , predict result/given label= 0.254690/1
predict case 40 , predict result/given label= 0.411531/1
predict case 41 , predict result/given label= 0.107518/1
predict case 42 , predict result/given label= 0.875589/1
predict case 43 , predict result/given label= 0.927010/1
predict case 44 , predict result/given label= 0.899369/1
predict case 45 , predict result/given label= 0.245213/1
predict case 46 , predict result/given label= 0.412506/1
predict case 47 , predict result/given label= 0.752362/1
predict case 48 , predict result/given label= 0.245271/1
predict case 49 , predict result/given label= 0.272896/1
predict case 50 , predict result/given label= 0.073122/1
predict case 51 , predict result/given label= 0.613016/1
predict case 52 , predict result/given label= 0.750894/1
predict case 53 , predict result/given label= 0.925933/1
predict case 54 , predict result/given label= 0.918396/1
predict case 55 , predict result/given label= 0.122058/1
predict case 56 , predict result/given label= 0.863296/1
predict case 57 , predict result/given label= 0.247947/0
predict case 58 , predict result/given label= 0.123596/0
predict case 59 , predict result/given label= 0.528285/0
predict case 60 , predict result/given label= 0.076043/0
predict case 61 , predict result/given label= 0.317059/0
predict case 62 , predict result/given label= 0.411372/0
predict case 63 , predict result/given label= 0.230075/0
predict case 64 , predict result/given label= 0.324380/0
predict case 65 , predict result/given label= 0.246636/0
predict case 66 , predict result/given label= 0.410958/0
predict case 67 , predict result/given label= 0.227739/0
predict case 68 , predict result/given label= 0.391785/0
predict case 69 , predict result/given label= 0.097459/0
predict case 70 , predict result/given label= 0.141043/0
predict case 71 , predict result/given label= 0.123647/0
predict case 72 , predict result/given label= 0.213853/0
predict case 73 , predict result/given label= 0.072208/0
predict case 74 , predict result/given label= 0.773258/0
predict case 75 , predict result/given label= 0.321198/0
predict case 76 , predict result/given label= 0.253483/0
predict case 77 , predict result/given label= 0.072726/0
predict case 78 , predict result/given label= 0.226352/0
predict case 79 , predict result/given label= 0.100746/0
predict case 80 , predict result/given label= 0.408673/0
predict case 81 , predict result/given label= 0.589659/0
predict case 82 , predict result/given label= 0.430763/0
predict case 83 , predict result/given label= 0.066704/0
predict case 84 , predict result/given label= 0.214423/0
predict case 85 , predict result/given label= 0.732520/0
predict case 86 , predict result/given label= 0.735023/0
predict case 87 , predict result/given label= 0.402452/0
predict case 88 , predict result/given label= 0.179046/0
predict case 89 , predict result/given label= 0.860182/0
predict case 90 , predict result/given label= 0.565857/0
predict case 91 , predict result/given label= 0.253825/0
predict case 92 , predict result/given label= 0.741593/0
predict case 93 , predict result/given label= 0.192825/0
predict case 94 , predict result/given label= 0.243574/0
predict case 95 , predict result/given label= 0.659822/0
predict case 96 , predict result/given label= 0.121925/0
predict case 97 , predict result/given label= 0.861251/0
predict case 98 , predict result/given label= 0.410529/0
predict case 99 , predict result/given label= 0.113977/0
predict case 100 , predict result/given label= 0.070219/0
predict case 101 , predict result/given label= 0.417876/0
predict case 102 , predict result/given label= 0.718280/0
predict case 103 , predict result/given label= 0.808607/0
predict case 104 , predict result/given label= 0.255405/0
predict case 105 , predict result/given label= 0.766699/0
predict case 106 , predict result/given label= 0.067301/0
predict case 107 , predict result/given label= 0.073087/0
predict case 108 , predict result/given label= 0.862199/0
predict case 109 , predict result/given label= 0.161201/0
predict case 110 , predict result/given label= 0.503021/0
predict case 111 , predict result/given label= 0.100383/0
predict case 112 , predict result/given label= 0.301190/0
predict case 113 , predict result/given label= 0.898828/0
