predict case 0 , predict result/given label= 0.691400/1
predict case 1 , predict result/given label= 0.108531/1
predict case 2 , predict result/given label= 0.372406/1
predict case 3 , predict result/given label= 0.214187/1
predict case 4 , predict result/given label= 0.637621/1
predict case 5 , predict result/given label= 0.647687/1
predict case 6 , predict result/given label= 0.405546/1
predict case 7 , predict result/given label= 0.068095/1
predict case 8 , predict result/given label= 0.806602/1
predict case 9 , predict result/given label= 0.235543/1
predict case 10 , predict result/given label= 0.199526/1
predict case 11 , predict result/given label= 0.452276/1
predict case 12 , predict result/given label= 0.583845/1
predict case 13 , predict result/given label= 0.365651/1
predict case 14 , predict result/given label= 0.156792/1
predict case 15 , predict result/given label= 0.410363/1
predict case 16 , predict result/given label= 0.815115/1
predict case 17 , predict result/given label= 0.080235/1
predict case 18 , predict result/given label= 0.591094/1
predict case 19 , predict result/given label= 0.239790/1
predict case 20 , predict result/given label= 0.621507/1
predict case 21 , predict result/given label= 0.506325/1
predict case 22 , predict result/given label= 0.824236/1
predict case 23 , predict result/given label= 0.120645/1
predict case 24 , predict result/given label= 0.553018/1
predict case 25 , predict result/given label= 0.088241/1
predict case 26 , predict result/given label= 0.385302/1
predict case 27 , predict result/given label= 0.563292/1
predict case 28 , predict result/given label= 0.119186/1
predict case 29 , predict result/given label= 0.785008/1
predict case 30 , predict result/given label= 0.829157/1
predict case 31 , predict result/given label= 0.647605/1
predict case 32 , predict result/given label= 0.345524/1
predict case 33 , predict result/given label= 0.677501/1
predict case 34 , predict result/given label= 0.074569/1
predict case 35 , predict result/given label= 0.114828/1
predict case 36 , predict result/given label= 0.923170/1
predict case 37 , predict result/given label= 0.514543/1
predict case 38 , predict result/given label= 0.682740/1
predict case 39 , predict result/given label= 0.218317/1
predict case 40 , predict result/given label= 0.340555/1
predict case 41 , predict result/given label= 0.644487/1
predict case 42 , predict result/given label= 0.557347/1
predict case 43 , predict result/given label= 0.756803/1
predict case 44 , predict result/given label= 0.354589/1
predict case 45 , predict result/given label= 0.208768/1
predict case 46 , predict result/given label= 0.778873/1
predict case 47 , predict result/given label= 0.584996/1
predict case 48 , predict result/given label= 0.272527/1
predict case 49 , predict result/given label= 0.638929/1
predict case 50 , predict result/given label= 0.615549/1
predict case 51 , predict result/given label= 0.453517/1
predict case 52 , predict result/given label= 0.669081/1
predict case 53 , predict result/given label= 0.497888/1
predict case 54 , predict result/given label= 0.422038/1
predict case 55 , predict result/given label= 0.878802/1
predict case 56 , predict result/given label= 0.582178/1
predict case 57 , predict result/given label= 0.411497/1
predict case 58 , predict result/given label= 0.314227/1
predict case 59 , predict result/given label= 0.556723/1
predict case 60 , predict result/given label= 0.750193/1
predict case 61 , predict result/given label= 0.268004/1
predict case 62 , predict result/given label= 0.539791/1
predict case 63 , predict result/given label= 0.248572/1
predict case 64 , predict result/given label= 0.390601/1
predict case 65 , predict result/given label= 0.127208/1
predict case 66 , predict result/given label= 0.263811/1
predict case 67 , predict result/given label= 0.378262/1
predict case 68 , predict result/given label= 0.708708/1
predict case 69 , predict result/given label= 0.159078/1
predict case 70 , predict result/given label= 0.530381/1
predict case 71 , predict result/given label= 0.507068/1
predict case 72 , predict result/given label= 0.301499/1
predict case 73 , predict result/given label= 0.073587/1
predict case 74 , predict result/given label= 0.298510/1
predict case 75 , predict result/given label= 0.251060/1
