predict case 0 , predict result/given label= 0.723687/1
predict case 1 , predict result/given label= 0.747197/1
predict case 2 , predict result/given label= 0.532928/1
predict case 3 , predict result/given label= 0.714515/1
predict case 4 , predict result/given label= 0.422268/1
predict case 5 , predict result/given label= 0.296569/1
predict case 6 , predict result/given label= 0.502779/1
predict case 7 , predict result/given label= 0.429173/1
predict case 8 , predict result/given label= 0.522469/1
predict case 9 , predict result/given label= 0.902098/1
predict case 10 , predict result/given label= 0.791901/1
predict case 11 , predict result/given label= 0.298385/1
predict case 12 , predict result/given label= 0.330383/1
predict case 13 , predict result/given label= 0.402179/1
predict case 14 , predict result/given label= 0.873459/1
predict case 15 , predict result/given label= 0.698369/1
predict case 16 , predict result/given label= 0.208893/1
predict case 17 , predict result/given label= 0.321297/1
predict case 18 , predict result/given label= 0.693403/1
predict case 19 , predict result/given label= 0.603595/1
predict case 20 , predict result/given label= 0.897453/1
predict case 21 , predict result/given label= 0.393667/1
predict case 22 , predict result/given label= 0.432321/1
predict case 23 , predict result/given label= 0.922539/1
predict case 24 , predict result/given label= 0.400023/1
predict case 25 , predict result/given label= 0.432148/1
predict case 26 , predict result/given label= 0.753779/1
predict case 27 , predict result/given label= 0.644529/1
predict case 28 , predict result/given label= 0.323077/1
predict case 29 , predict result/given label= 0.850437/1
predict case 30 , predict result/given label= 0.454927/1
predict case 31 , predict result/given label= 0.630756/1
predict case 32 , predict result/given label= 0.664087/1
predict case 33 , predict result/given label= 0.787242/1
predict case 34 , predict result/given label= 0.380862/1
predict case 35 , predict result/given label= 0.904127/1
predict case 36 , predict result/given label= 0.926440/1
predict case 37 , predict result/given label= 0.731579/1
predict case 38 , predict result/given label= 0.382474/1
predict case 39 , predict result/given label= 0.744765/1
predict case 40 , predict result/given label= 0.546191/1
predict case 41 , predict result/given label= 0.391393/1
predict case 42 , predict result/given label= 0.927047/1
predict case 43 , predict result/given label= 0.142314/1
predict case 44 , predict result/given label= 0.536104/1
predict case 45 , predict result/given label= 0.300627/1
predict case 46 , predict result/given label= 0.437148/1
predict case 47 , predict result/given label= 0.623358/1
predict case 48 , predict result/given label= 0.495170/1
predict case 49 , predict result/given label= 0.906234/1
predict case 50 , predict result/given label= 0.699672/1
predict case 51 , predict result/given label= 0.418206/1
predict case 52 , predict result/given label= 0.508931/1
predict case 53 , predict result/given label= 0.467192/1
predict case 54 , predict result/given label= 0.831299/1
predict case 55 , predict result/given label= 0.533210/1
predict case 56 , predict result/given label= 0.439750/1
predict case 57 , predict result/given label= 0.930197/1
predict case 58 , predict result/given label= 0.398083/1
predict case 59 , predict result/given label= 0.453960/1
predict case 60 , predict result/given label= 0.737500/1
predict case 61 , predict result/given label= 0.528712/1
predict case 62 , predict result/given label= 0.863876/1
predict case 63 , predict result/given label= 0.926315/1
predict case 64 , predict result/given label= 0.737409/1
predict case 65 , predict result/given label= 0.654357/1
predict case 66 , predict result/given label= 0.688923/1
predict case 67 , predict result/given label= 0.695897/1
predict case 68 , predict result/given label= 0.468759/1
predict case 69 , predict result/given label= 0.926394/1
predict case 70 , predict result/given label= 0.170631/1
predict case 71 , predict result/given label= 0.622007/1
predict case 72 , predict result/given label= 0.249364/1
predict case 73 , predict result/given label= 0.722077/1
predict case 74 , predict result/given label= 0.511100/1
predict case 75 , predict result/given label= 0.624202/1
predict case 76 , predict result/given label= 0.723979/1
predict case 77 , predict result/given label= 0.928265/1
predict case 78 , predict result/given label= 0.430509/1
predict case 79 , predict result/given label= 0.518111/1
predict case 80 , predict result/given label= 0.377630/1
predict case 81 , predict result/given label= 0.377846/1
predict case 82 , predict result/given label= 0.873165/1
predict case 83 , predict result/given label= 0.675426/1
predict case 84 , predict result/given label= 0.412408/1
predict case 85 , predict result/given label= 0.628514/1
predict case 86 , predict result/given label= 0.593332/1
predict case 87 , predict result/given label= 0.775485/1
predict case 88 , predict result/given label= 0.926199/1
predict case 89 , predict result/given label= 0.584090/1
predict case 90 , predict result/given label= 0.907414/1
predict case 91 , predict result/given label= 0.672397/1
predict case 92 , predict result/given label= 0.616183/1
predict case 93 , predict result/given label= 0.226147/1
predict case 94 , predict result/given label= 0.731358/1
predict case 95 , predict result/given label= 0.761008/1
predict case 96 , predict result/given label= 0.928370/1
predict case 97 , predict result/given label= 0.763861/1
predict case 98 , predict result/given label= 0.399521/1
predict case 99 , predict result/given label= 0.758863/1
predict case 100 , predict result/given label= 0.672351/1
predict case 101 , predict result/given label= 0.465787/1
predict case 102 , predict result/given label= 0.357297/1
predict case 103 , predict result/given label= 0.760048/1
predict case 104 , predict result/given label= 0.157715/1
predict case 105 , predict result/given label= 0.502645/1
predict case 106 , predict result/given label= 0.459965/1
predict case 107 , predict result/given label= 0.712287/1
predict case 108 , predict result/given label= 0.737732/1
predict case 109 , predict result/given label= 0.528140/1
predict case 110 , predict result/given label= 0.551077/1
predict case 111 , predict result/given label= 0.380020/1
predict case 112 , predict result/given label= 0.931177/1
predict case 113 , predict result/given label= 0.782604/1
predict case 114 , predict result/given label= 0.555506/1
predict case 115 , predict result/given label= 0.489640/1
predict case 116 , predict result/given label= 0.233534/1
predict case 117 , predict result/given label= 0.759318/1
predict case 118 , predict result/given label= 0.852404/1
predict case 119 , predict result/given label= 0.238990/1
predict case 120 , predict result/given label= 0.236958/1
predict case 121 , predict result/given label= 0.515719/1
predict case 122 , predict result/given label= 0.281603/1
predict case 123 , predict result/given label= 0.586797/1
predict case 124 , predict result/given label= 0.679595/1
predict case 125 , predict result/given label= 0.895731/1
