predict case 0 , predict result/given label= 0.364798/1
predict case 1 , predict result/given label= 0.717312/1
predict case 2 , predict result/given label= 0.787580/1
predict case 3 , predict result/given label= 0.281882/1
predict case 4 , predict result/given label= 0.720609/1
predict case 5 , predict result/given label= 0.524628/1
predict case 6 , predict result/given label= 0.174905/1
predict case 7 , predict result/given label= 0.641397/1
predict case 8 , predict result/given label= 0.324678/1
predict case 9 , predict result/given label= 0.313854/1
predict case 10 , predict result/given label= 0.262990/1
predict case 11 , predict result/given label= 0.075642/1
predict case 12 , predict result/given label= 0.229311/1
predict case 13 , predict result/given label= 0.716075/1
predict case 14 , predict result/given label= 0.632827/1
predict case 15 , predict result/given label= 0.664755/1
predict case 16 , predict result/given label= 0.099636/1
predict case 17 , predict result/given label= 0.619872/1
predict case 18 , predict result/given label= 0.628880/1
predict case 19 , predict result/given label= 0.288957/1
predict case 20 , predict result/given label= 0.629006/1
predict case 21 , predict result/given label= 0.300453/1
predict case 22 , predict result/given label= 0.073816/1
predict case 23 , predict result/given label= 0.455259/1
predict case 24 , predict result/given label= 0.351482/1
predict case 25 , predict result/given label= 0.141840/1
predict case 26 , predict result/given label= 0.092708/1
predict case 27 , predict result/given label= 0.172245/1
predict case 28 , predict result/given label= 0.291711/1
predict case 29 , predict result/given label= 0.318799/1
predict case 30 , predict result/given label= 0.696979/1
predict case 31 , predict result/given label= 0.206122/1
predict case 32 , predict result/given label= 0.259976/1
predict case 33 , predict result/given label= 0.112346/1
predict case 34 , predict result/given label= 0.756353/1
predict case 35 , predict result/given label= 0.345504/1
predict case 36 , predict result/given label= 0.433235/1
predict case 37 , predict result/given label= 0.372079/1
predict case 38 , predict result/given label= 0.725727/1
predict case 39 , predict result/given label= 0.656507/1
predict case 40 , predict result/given label= 0.543137/1
predict case 41 , predict result/given label= 0.593007/1
predict case 42 , predict result/given label= 0.108760/1
predict case 43 , predict result/given label= 0.461667/1
predict case 44 , predict result/given label= 0.591732/1
predict case 45 , predict result/given label= 0.714987/1
predict case 46 , predict result/given label= 0.383329/1
predict case 47 , predict result/given label= 0.615048/1
predict case 48 , predict result/given label= 0.268612/1
predict case 49 , predict result/given label= 0.435081/1
predict case 50 , predict result/given label= 0.636718/1
predict case 51 , predict result/given label= 0.716980/1
predict case 52 , predict result/given label= 0.352423/1
predict case 53 , predict result/given label= 0.079601/1
predict case 54 , predict result/given label= 0.080259/1
predict case 55 , predict result/given label= 0.498512/1
predict case 56 , predict result/given label= 0.372872/1
predict case 57 , predict result/given label= 0.593419/1
predict case 58 , predict result/given label= 0.717236/1
predict case 59 , predict result/given label= 0.699887/1
predict case 60 , predict result/given label= 0.073937/1
predict case 61 , predict result/given label= 0.075172/1
predict case 62 , predict result/given label= 0.641660/1
predict case 63 , predict result/given label= 0.354057/1
predict case 64 , predict result/given label= 0.597900/1
predict case 65 , predict result/given label= 0.835372/1
predict case 66 , predict result/given label= 0.564651/1
predict case 67 , predict result/given label= 0.212873/1
predict case 68 , predict result/given label= 0.644528/1
predict case 69 , predict result/given label= 0.103860/1
predict case 70 , predict result/given label= 0.529115/1
predict case 71 , predict result/given label= 0.554564/1
predict case 72 , predict result/given label= 0.569254/1
predict case 73 , predict result/given label= 0.269270/1
predict case 74 , predict result/given label= 0.358496/1
predict case 75 , predict result/given label= 0.075056/1
predict case 76 , predict result/given label= 0.579254/1
predict case 77 , predict result/given label= 0.353213/1
predict case 78 , predict result/given label= 0.635490/1
predict case 79 , predict result/given label= 0.781421/1
predict case 80 , predict result/given label= 0.429600/1
predict case 81 , predict result/given label= 0.613751/1
predict case 82 , predict result/given label= 0.106898/1
predict case 83 , predict result/given label= 0.403198/1
predict case 84 , predict result/given label= 0.639865/1
predict case 85 , predict result/given label= 0.594928/1
predict case 86 , predict result/given label= 0.440308/1
predict case 87 , predict result/given label= 0.207135/1
predict case 88 , predict result/given label= 0.157791/0
predict case 89 , predict result/given label= 0.742685/0
predict case 90 , predict result/given label= 0.377139/0
predict case 91 , predict result/given label= 0.679605/0
predict case 92 , predict result/given label= 0.075837/0
predict case 93 , predict result/given label= 0.331668/0
predict case 94 , predict result/given label= 0.114786/0
predict case 95 , predict result/given label= 0.390488/0
predict case 96 , predict result/given label= 0.676010/0
predict case 97 , predict result/given label= 0.542052/0
predict case 98 , predict result/given label= 0.544997/0
predict case 99 , predict result/given label= 0.347151/0
predict case 100 , predict result/given label= 0.707231/0
predict case 101 , predict result/given label= 0.576144/0
predict case 102 , predict result/given label= 0.360925/0
predict case 103 , predict result/given label= 0.482858/0
predict case 104 , predict result/given label= 0.342866/0
predict case 105 , predict result/given label= 0.221450/0
predict case 106 , predict result/given label= 0.444584/0
predict case 107 , predict result/given label= 0.591451/0
predict case 108 , predict result/given label= 0.075313/0
predict case 109 , predict result/given label= 0.498489/0
predict case 110 , predict result/given label= 0.163697/0
predict case 111 , predict result/given label= 0.616831/0
predict case 112 , predict result/given label= 0.660618/0
predict case 113 , predict result/given label= 0.679297/0
predict case 114 , predict result/given label= 0.075108/0
predict case 115 , predict result/given label= 0.211003/0
predict case 116 , predict result/given label= 0.358974/0
predict case 117 , predict result/given label= 0.381231/0
predict case 118 , predict result/given label= 0.271495/0
predict case 119 , predict result/given label= 0.258811/0
predict case 120 , predict result/given label= 0.106365/0
predict case 121 , predict result/given label= 0.543530/0
predict case 122 , predict result/given label= 0.155947/0
predict case 123 , predict result/given label= 0.735407/0
predict case 124 , predict result/given label= 0.758858/0
predict case 125 , predict result/given label= 0.479681/0
predict case 126 , predict result/given label= 0.236405/0
predict case 127 , predict result/given label= 0.250755/0
predict case 128 , predict result/given label= 0.278023/0
predict case 129 , predict result/given label= 0.236766/0
predict case 130 , predict result/given label= 0.110819/0
predict case 131 , predict result/given label= 0.332650/0
predict case 132 , predict result/given label= 0.216741/0
predict case 133 , predict result/given label= 0.218750/0
predict case 134 , predict result/given label= 0.252505/0
predict case 135 , predict result/given label= 0.647481/0
predict case 136 , predict result/given label= 0.490435/0
predict case 137 , predict result/given label= 0.595719/0
predict case 138 , predict result/given label= 0.430709/0
predict case 139 , predict result/given label= 0.666578/0
predict case 140 , predict result/given label= 0.298443/0
predict case 141 , predict result/given label= 0.353482/0
predict case 142 , predict result/given label= 0.346917/0
predict case 143 , predict result/given label= 0.118993/0
predict case 144 , predict result/given label= 0.444536/0
predict case 145 , predict result/given label= 0.360847/0
predict case 146 , predict result/given label= 0.430289/0
predict case 147 , predict result/given label= 0.262551/0
predict case 148 , predict result/given label= 0.604971/0
predict case 149 , predict result/given label= 0.611612/0
predict case 150 , predict result/given label= 0.627123/0
predict case 151 , predict result/given label= 0.706977/0
predict case 152 , predict result/given label= 0.300832/0
predict case 153 , predict result/given label= 0.492083/0
predict case 154 , predict result/given label= 0.362018/0
predict case 155 , predict result/given label= 0.259607/0
predict case 156 , predict result/given label= 0.768513/0
predict case 157 , predict result/given label= 0.325095/0
predict case 158 , predict result/given label= 0.572454/0
predict case 159 , predict result/given label= 0.338524/0
predict case 160 , predict result/given label= 0.695712/0
predict case 161 , predict result/given label= 0.330964/0
predict case 162 , predict result/given label= 0.597102/0
predict case 163 , predict result/given label= 0.499980/0
predict case 164 , predict result/given label= 0.270189/0
predict case 165 , predict result/given label= 0.410372/0
predict case 166 , predict result/given label= 0.549349/0
predict case 167 , predict result/given label= 0.464333/0
predict case 168 , predict result/given label= 0.362833/0
predict case 169 , predict result/given label= 0.586851/0
predict case 170 , predict result/given label= 0.722536/0
predict case 171 , predict result/given label= 0.512914/0
predict case 172 , predict result/given label= 0.328427/0
predict case 173 , predict result/given label= 0.855304/0
predict case 174 , predict result/given label= 0.735254/0
predict case 175 , predict result/given label= 0.431276/0
