predict case 0 , predict result/given label= 0.662733/1
predict case 1 , predict result/given label= 0.817557/1
predict case 2 , predict result/given label= 0.105895/1
predict case 3 , predict result/given label= 0.073048/1
predict case 4 , predict result/given label= 0.619985/1
predict case 5 , predict result/given label= 0.107015/1
predict case 6 , predict result/given label= 0.777108/1
predict case 7 , predict result/given label= 0.198221/1
predict case 8 , predict result/given label= 0.882390/1
predict case 9 , predict result/given label= 0.472846/1
predict case 10 , predict result/given label= 0.282292/1
predict case 11 , predict result/given label= 0.859764/1
predict case 12 , predict result/given label= 0.628907/1
predict case 13 , predict result/given label= 0.434765/1
predict case 14 , predict result/given label= 0.595839/1
predict case 15 , predict result/given label= 0.644328/1
predict case 16 , predict result/given label= 0.774309/1
predict case 17 , predict result/given label= 0.140411/1
predict case 18 , predict result/given label= 0.231600/1
predict case 19 , predict result/given label= 0.071933/1
predict case 20 , predict result/given label= 0.148772/1
predict case 21 , predict result/given label= 0.101323/1
predict case 22 , predict result/given label= 0.073961/1
predict case 23 , predict result/given label= 0.379683/1
predict case 24 , predict result/given label= 0.928658/1
predict case 25 , predict result/given label= 0.171138/1
predict case 26 , predict result/given label= 0.101326/1
predict case 27 , predict result/given label= 0.594816/1
predict case 28 , predict result/given label= 0.922883/1
predict case 29 , predict result/given label= 0.930170/1
predict case 30 , predict result/given label= 0.320697/1
predict case 31 , predict result/given label= 0.115355/1
predict case 32 , predict result/given label= 0.892834/1
predict case 33 , predict result/given label= 0.444603/1
predict case 34 , predict result/given label= 0.074293/1
predict case 35 , predict result/given label= 0.629105/1
predict case 36 , predict result/given label= 0.450456/1
predict case 37 , predict result/given label= 0.069242/1
predict case 38 , predict result/given label= 0.184661/1
predict case 39 , predict result/given label= 0.101320/1
predict case 40 , predict result/given label= 0.205456/1
predict case 41 , predict result/given label= 0.070814/1
predict case 42 , predict result/given label= 0.100100/1
predict case 43 , predict result/given label= 0.591139/1
predict case 44 , predict result/given label= 0.209867/1
predict case 45 , predict result/given label= 0.802554/1
predict case 46 , predict result/given label= 0.075844/1
predict case 47 , predict result/given label= 0.075843/1
predict case 48 , predict result/given label= 0.176451/1
predict case 49 , predict result/given label= 0.925855/1
predict case 50 , predict result/given label= 0.860704/1
predict case 51 , predict result/given label= 0.787676/1
predict case 52 , predict result/given label= 0.077017/1
predict case 53 , predict result/given label= 0.787505/1
predict case 54 , predict result/given label= 0.918867/1
predict case 55 , predict result/given label= 0.777159/1
predict case 56 , predict result/given label= 0.623882/1
predict case 57 , predict result/given label= 0.267172/1
predict case 58 , predict result/given label= 0.846211/1
predict case 59 , predict result/given label= 0.070398/1
predict case 60 , predict result/given label= 0.366700/1
predict case 61 , predict result/given label= 0.107481/1
predict case 62 , predict result/given label= 0.073083/1
predict case 63 , predict result/given label= 0.934626/1
predict case 64 , predict result/given label= 0.073200/1
predict case 65 , predict result/given label= 0.215235/1
predict case 66 , predict result/given label= 0.711881/1
predict case 67 , predict result/given label= 0.461209/1
predict case 68 , predict result/given label= 0.347346/1
predict case 69 , predict result/given label= 0.452981/1
predict case 70 , predict result/given label= 0.108546/1
predict case 71 , predict result/given label= 0.780029/1
predict case 72 , predict result/given label= 0.802599/1
predict case 73 , predict result/given label= 0.618423/1
predict case 74 , predict result/given label= 0.933902/1
predict case 75 , predict result/given label= 0.934626/1
predict case 76 , predict result/given label= 0.499641/1
predict case 77 , predict result/given label= 0.926445/1
predict case 78 , predict result/given label= 0.861025/1
predict case 79 , predict result/given label= 0.705036/1
predict case 80 , predict result/given label= 0.096284/1
predict case 81 , predict result/given label= 0.072612/1
predict case 82 , predict result/given label= 0.108409/1
predict case 83 , predict result/given label= 0.928651/1
predict case 84 , predict result/given label= 0.138304/1
predict case 85 , predict result/given label= 0.266940/1
predict case 86 , predict result/given label= 0.788103/1
predict case 87 , predict result/given label= 0.077423/1
predict case 88 , predict result/given label= 0.433095/0
predict case 89 , predict result/given label= 0.120253/0
predict case 90 , predict result/given label= 0.124580/0
predict case 91 , predict result/given label= 0.070945/0
predict case 92 , predict result/given label= 0.068463/0
predict case 93 , predict result/given label= 0.072812/0
predict case 94 , predict result/given label= 0.797076/0
predict case 95 , predict result/given label= 0.327717/0
predict case 96 , predict result/given label= 0.112993/0
predict case 97 , predict result/given label= 0.787332/0
predict case 98 , predict result/given label= 0.316448/0
predict case 99 , predict result/given label= 0.689911/0
predict case 100 , predict result/given label= 0.441689/0
predict case 101 , predict result/given label= 0.070861/0
predict case 102 , predict result/given label= 0.324677/0
predict case 103 , predict result/given label= 0.075097/0
predict case 104 , predict result/given label= 0.447717/0
predict case 105 , predict result/given label= 0.447623/0
predict case 106 , predict result/given label= 0.122401/0
predict case 107 , predict result/given label= 0.446487/0
predict case 108 , predict result/given label= 0.069473/0
predict case 109 , predict result/given label= 0.073744/0
predict case 110 , predict result/given label= 0.076536/0
predict case 111 , predict result/given label= 0.074344/0
predict case 112 , predict result/given label= 0.102896/0
predict case 113 , predict result/given label= 0.378187/0
predict case 114 , predict result/given label= 0.070942/0
predict case 115 , predict result/given label= 0.078146/0
predict case 116 , predict result/given label= 0.200701/0
predict case 117 , predict result/given label= 0.322980/0
predict case 118 , predict result/given label= 0.518792/0
predict case 119 , predict result/given label= 0.193812/0
predict case 120 , predict result/given label= 0.086356/0
predict case 121 , predict result/given label= 0.070503/0
predict case 122 , predict result/given label= 0.472049/0
predict case 123 , predict result/given label= 0.101334/0
predict case 124 , predict result/given label= 0.783757/0
predict case 125 , predict result/given label= 0.097052/0
predict case 126 , predict result/given label= 0.152252/0
predict case 127 , predict result/given label= 0.118259/0
predict case 128 , predict result/given label= 0.182256/0
predict case 129 , predict result/given label= 0.300813/0
predict case 130 , predict result/given label= 0.098415/0
predict case 131 , predict result/given label= 0.615236/0
predict case 132 , predict result/given label= 0.774329/0
predict case 133 , predict result/given label= 0.068250/0
predict case 134 , predict result/given label= 0.269633/0
predict case 135 , predict result/given label= 0.141769/0
predict case 136 , predict result/given label= 0.149373/0
