predict case 0 , predict result/given label= 0.393295/1
predict case 1 , predict result/given label= 0.683477/1
predict case 2 , predict result/given label= 0.612455/1
predict case 3 , predict result/given label= 0.734639/1
predict case 4 , predict result/given label= 0.157575/1
predict case 5 , predict result/given label= 0.464495/1
predict case 6 , predict result/given label= 0.476727/1
predict case 7 , predict result/given label= 0.293411/1
predict case 8 , predict result/given label= 0.378230/1
predict case 9 , predict result/given label= 0.832197/1
predict case 10 , predict result/given label= 0.457609/1
predict case 11 , predict result/given label= 0.602786/1
predict case 12 , predict result/given label= 0.074371/1
predict case 13 , predict result/given label= 0.073943/1
predict case 14 , predict result/given label= 0.553903/1
predict case 15 , predict result/given label= 0.345567/1
predict case 16 , predict result/given label= 0.538002/1
predict case 17 , predict result/given label= 0.617555/1
predict case 18 , predict result/given label= 0.140807/1
predict case 19 , predict result/given label= 0.135397/1
predict case 20 , predict result/given label= 0.735301/1
predict case 21 , predict result/given label= 0.259489/1
predict case 22 , predict result/given label= 0.066424/1
predict case 23 , predict result/given label= 0.809549/1
predict case 24 , predict result/given label= 0.870324/1
predict case 25 , predict result/given label= 0.510200/1
predict case 26 , predict result/given label= 0.361972/1
predict case 27 , predict result/given label= 0.393085/1
predict case 28 , predict result/given label= 0.112885/1
predict case 29 , predict result/given label= 0.891812/1
predict case 30 , predict result/given label= 0.602488/1
predict case 31 , predict result/given label= 0.660463/1
predict case 32 , predict result/given label= 0.679072/1
predict case 33 , predict result/given label= 0.479035/1
predict case 34 , predict result/given label= 0.871175/1
predict case 35 , predict result/given label= 0.661888/1
predict case 36 , predict result/given label= 0.064327/0
predict case 37 , predict result/given label= 0.109391/0
predict case 38 , predict result/given label= 0.681116/0
predict case 39 , predict result/given label= 0.259453/0
predict case 40 , predict result/given label= 0.475433/0
predict case 41 , predict result/given label= 0.358280/0
predict case 42 , predict result/given label= 0.674840/0
predict case 43 , predict result/given label= 0.682671/0
predict case 44 , predict result/given label= 0.606281/0
predict case 45 , predict result/given label= 0.540784/0
predict case 46 , predict result/given label= 0.260986/0
predict case 47 , predict result/given label= 0.071490/0
predict case 48 , predict result/given label= 0.074214/0
predict case 49 , predict result/given label= 0.737564/0
predict case 50 , predict result/given label= 0.463516/0
predict case 51 , predict result/given label= 0.581604/0
predict case 52 , predict result/given label= 0.681791/0
predict case 53 , predict result/given label= 0.339445/0
predict case 54 , predict result/given label= 0.598307/0
predict case 55 , predict result/given label= 0.599707/0
predict case 56 , predict result/given label= 0.070011/0
predict case 57 , predict result/given label= 0.386196/0
predict case 58 , predict result/given label= 0.151564/0
predict case 59 , predict result/given label= 0.314482/0
predict case 60 , predict result/given label= 0.543179/0
predict case 61 , predict result/given label= 0.739327/0
predict case 62 , predict result/given label= 0.267197/0
predict case 63 , predict result/given label= 0.075726/0
predict case 64 , predict result/given label= 0.701521/0
predict case 65 , predict result/given label= 0.451197/0
predict case 66 , predict result/given label= 0.327663/0
predict case 67 , predict result/given label= 0.488708/0
predict case 68 , predict result/given label= 0.358668/0
predict case 69 , predict result/given label= 0.100925/0
predict case 70 , predict result/given label= 0.084371/0
predict case 71 , predict result/given label= 0.096619/0
