predict case 0 , predict result/given label= 0.084033/1
predict case 1 , predict result/given label= 0.071168/1
predict case 2 , predict result/given label= 0.605939/1
predict case 3 , predict result/given label= 0.246328/1
predict case 4 , predict result/given label= 0.201223/1
predict case 5 , predict result/given label= 0.111074/1
predict case 6 , predict result/given label= 0.070113/1
predict case 7 , predict result/given label= 0.074475/1
predict case 8 , predict result/given label= 0.379263/1
predict case 9 , predict result/given label= 0.195818/1
predict case 10 , predict result/given label= 0.241263/1
predict case 11 , predict result/given label= 0.133646/1
predict case 12 , predict result/given label= 0.067044/1
predict case 13 , predict result/given label= 0.285320/1
predict case 14 , predict result/given label= 0.068610/1
predict case 15 , predict result/given label= 0.216757/1
predict case 16 , predict result/given label= 0.224952/1
predict case 17 , predict result/given label= 0.074316/1
predict case 18 , predict result/given label= 0.353873/1
predict case 19 , predict result/given label= 0.072783/1
predict case 20 , predict result/given label= 0.069894/1
predict case 21 , predict result/given label= 0.134035/1
predict case 22 , predict result/given label= 0.072526/1
predict case 23 , predict result/given label= 0.171431/1
predict case 24 , predict result/given label= 0.063863/1
predict case 25 , predict result/given label= 0.066491/1
predict case 26 , predict result/given label= 0.203016/1
predict case 27 , predict result/given label= 0.075646/1
predict case 28 , predict result/given label= 0.378941/1
predict case 29 , predict result/given label= 0.097582/1
predict case 30 , predict result/given label= 0.129956/1
predict case 31 , predict result/given label= 0.086444/1
predict case 32 , predict result/given label= 0.053851/1
predict case 33 , predict result/given label= 0.075701/1
predict case 34 , predict result/given label= 0.067974/1
predict case 35 , predict result/given label= 0.377885/1
predict case 36 , predict result/given label= 0.165498/0
predict case 37 , predict result/given label= 0.199513/0
predict case 38 , predict result/given label= 0.172557/0
predict case 39 , predict result/given label= 0.347644/0
predict case 40 , predict result/given label= 0.188714/0
predict case 41 , predict result/given label= 0.186315/0
predict case 42 , predict result/given label= 0.201349/0
predict case 43 , predict result/given label= 0.096066/0
predict case 44 , predict result/given label= 0.228593/0
predict case 45 , predict result/given label= 0.134035/0
predict case 46 , predict result/given label= 0.068491/0
predict case 47 , predict result/given label= 0.149811/0
predict case 48 , predict result/given label= 0.067044/0
predict case 49 , predict result/given label= 0.218701/0
predict case 50 , predict result/given label= 0.136600/0
predict case 51 , predict result/given label= 0.076745/0
predict case 52 , predict result/given label= 0.129965/0
predict case 53 , predict result/given label= 0.059014/0
predict case 54 , predict result/given label= 0.104358/0
predict case 55 , predict result/given label= 0.068248/0
predict case 56 , predict result/given label= 0.057448/0
predict case 57 , predict result/given label= 0.215925/0
predict case 58 , predict result/given label= 0.196240/0
predict case 59 , predict result/given label= 0.136834/0
predict case 60 , predict result/given label= 0.063812/0
predict case 61 , predict result/given label= 0.069430/0
predict case 62 , predict result/given label= 0.225461/0
predict case 63 , predict result/given label= 0.064715/0
predict case 64 , predict result/given label= 0.225357/0
predict case 65 , predict result/given label= 0.105947/0
predict case 66 , predict result/given label= 0.410194/0
predict case 67 , predict result/given label= 0.150377/0
predict case 68 , predict result/given label= 0.131696/0
predict case 69 , predict result/given label= 0.074851/0
predict case 70 , predict result/given label= 0.070606/0
predict case 71 , predict result/given label= 0.067307/0
