predict case 0 , predict result/given label= 0.645067/1
predict case 1 , predict result/given label= 0.414293/1
predict case 2 , predict result/given label= 0.866430/1
predict case 3 , predict result/given label= 0.540182/1
predict case 4 , predict result/given label= 0.391201/1
predict case 5 , predict result/given label= 0.412434/1
predict case 6 , predict result/given label= 0.596568/1
predict case 7 , predict result/given label= 0.531284/1
predict case 8 , predict result/given label= 0.418879/1
predict case 9 , predict result/given label= 0.515362/1
predict case 10 , predict result/given label= 0.445322/1
predict case 11 , predict result/given label= 0.858176/1
predict case 12 , predict result/given label= 0.804295/1
predict case 13 , predict result/given label= 0.615311/1
predict case 14 , predict result/given label= 0.592188/1
predict case 15 , predict result/given label= 0.433901/1
predict case 16 , predict result/given label= 0.487761/1
predict case 17 , predict result/given label= 0.771935/1
predict case 18 , predict result/given label= 0.441880/1
predict case 19 , predict result/given label= 0.924408/1
predict case 20 , predict result/given label= 0.786839/1
predict case 21 , predict result/given label= 0.168978/1
predict case 22 , predict result/given label= 0.220148/1
predict case 23 , predict result/given label= 0.674682/1
predict case 24 , predict result/given label= 0.432058/1
predict case 25 , predict result/given label= 0.692343/1
predict case 26 , predict result/given label= 0.215187/1
predict case 27 , predict result/given label= 0.612572/1
predict case 28 , predict result/given label= 0.242887/1
predict case 29 , predict result/given label= 0.613325/1
predict case 30 , predict result/given label= 0.584238/1
predict case 31 , predict result/given label= 0.155880/1
predict case 32 , predict result/given label= 0.586261/1
predict case 33 , predict result/given label= 0.467808/1
predict case 34 , predict result/given label= 0.445257/1
predict case 35 , predict result/given label= 0.113537/1
predict case 36 , predict result/given label= 0.767538/1
predict case 37 , predict result/given label= 0.862241/1
predict case 38 , predict result/given label= 0.753092/1
predict case 39 , predict result/given label= 0.207832/1
predict case 40 , predict result/given label= 0.647518/1
predict case 41 , predict result/given label= 0.881514/1
predict case 42 , predict result/given label= 0.465683/1
predict case 43 , predict result/given label= 0.751597/1
predict case 44 , predict result/given label= 0.321723/1
predict case 45 , predict result/given label= 0.615118/1
predict case 46 , predict result/given label= 0.335542/1
predict case 47 , predict result/given label= 0.299408/1
predict case 48 , predict result/given label= 0.685220/1
predict case 49 , predict result/given label= 0.474688/1
predict case 50 , predict result/given label= 0.382976/1
predict case 51 , predict result/given label= 0.422953/1
predict case 52 , predict result/given label= 0.600256/1
predict case 53 , predict result/given label= 0.284123/1
predict case 54 , predict result/given label= 0.248117/1
predict case 55 , predict result/given label= 0.524010/1
predict case 56 , predict result/given label= 0.402698/1
predict case 57 , predict result/given label= 0.584239/1
predict case 58 , predict result/given label= 0.456538/1
predict case 59 , predict result/given label= 0.462450/1
predict case 60 , predict result/given label= 0.351541/1
predict case 61 , predict result/given label= 0.587006/1
predict case 62 , predict result/given label= 0.381732/1
predict case 63 , predict result/given label= 0.588724/1
predict case 64 , predict result/given label= 0.687231/1
predict case 65 , predict result/given label= 0.320377/1
predict case 66 , predict result/given label= 0.320235/1
predict case 67 , predict result/given label= 0.333089/1
predict case 68 , predict result/given label= 0.658402/1
predict case 69 , predict result/given label= 0.478281/1
predict case 70 , predict result/given label= 0.468959/1
predict case 71 , predict result/given label= 0.447528/1
predict case 72 , predict result/given label= 0.614966/1
predict case 73 , predict result/given label= 0.313260/1
predict case 74 , predict result/given label= 0.282944/1
predict case 75 , predict result/given label= 0.577911/1
predict case 76 , predict result/given label= 0.655717/1
predict case 77 , predict result/given label= 0.799539/1
predict case 78 , predict result/given label= 0.532762/1
predict case 79 , predict result/given label= 0.291972/1
predict case 80 , predict result/given label= 0.597710/1
predict case 81 , predict result/given label= 0.382775/1
predict case 82 , predict result/given label= 0.278163/1
predict case 83 , predict result/given label= 0.606067/1
predict case 84 , predict result/given label= 0.769799/1
predict case 85 , predict result/given label= 0.451288/1
predict case 86 , predict result/given label= 0.729677/1
predict case 87 , predict result/given label= 0.397906/1
predict case 88 , predict result/given label= 0.201395/0
predict case 89 , predict result/given label= 0.420171/0
predict case 90 , predict result/given label= 0.576902/0
predict case 91 , predict result/given label= 0.492816/0
predict case 92 , predict result/given label= 0.641494/0
predict case 93 , predict result/given label= 0.314250/0
predict case 94 , predict result/given label= 0.566298/0
predict case 95 , predict result/given label= 0.753310/0
predict case 96 , predict result/given label= 0.373530/0
predict case 97 , predict result/given label= 0.484596/0
predict case 98 , predict result/given label= 0.717968/0
predict case 99 , predict result/given label= 0.607445/0
predict case 100 , predict result/given label= 0.272463/0
predict case 101 , predict result/given label= 0.271485/0
predict case 102 , predict result/given label= 0.573107/0
predict case 103 , predict result/given label= 0.138533/0
predict case 104 , predict result/given label= 0.564732/0
predict case 105 , predict result/given label= 0.627721/0
predict case 106 , predict result/given label= 0.763211/0
predict case 107 , predict result/given label= 0.691823/0
predict case 108 , predict result/given label= 0.623448/0
predict case 109 , predict result/given label= 0.799127/0
predict case 110 , predict result/given label= 0.253041/0
predict case 111 , predict result/given label= 0.690900/0
predict case 112 , predict result/given label= 0.306296/0
predict case 113 , predict result/given label= 0.506441/0
predict case 114 , predict result/given label= 0.323259/0
predict case 115 , predict result/given label= 0.384665/0
predict case 116 , predict result/given label= 0.287669/0
predict case 117 , predict result/given label= 0.473956/0
predict case 118 , predict result/given label= 0.160567/0
predict case 119 , predict result/given label= 0.565190/0
predict case 120 , predict result/given label= 0.164393/0
predict case 121 , predict result/given label= 0.309766/0
predict case 122 , predict result/given label= 0.662314/0
predict case 123 , predict result/given label= 0.471579/0
predict case 124 , predict result/given label= 0.483035/0
predict case 125 , predict result/given label= 0.323569/0
predict case 126 , predict result/given label= 0.776348/0
predict case 127 , predict result/given label= 0.166356/0
predict case 128 , predict result/given label= 0.412957/0
predict case 129 , predict result/given label= 0.256606/0
predict case 130 , predict result/given label= 0.395443/0
predict case 131 , predict result/given label= 0.291811/0
predict case 132 , predict result/given label= 0.589273/0
predict case 133 , predict result/given label= 0.121443/0
predict case 134 , predict result/given label= 0.389700/0
predict case 135 , predict result/given label= 0.368724/0
predict case 136 , predict result/given label= 0.370300/0
predict case 137 , predict result/given label= 0.658543/0
predict case 138 , predict result/given label= 0.630946/0
predict case 139 , predict result/given label= 0.626014/0
predict case 140 , predict result/given label= 0.478402/0
predict case 141 , predict result/given label= 0.401710/0
predict case 142 , predict result/given label= 0.327004/0
predict case 143 , predict result/given label= 0.669153/0
