predict case 0 , predict result/given label= 0.465919/1
predict case 1 , predict result/given label= 0.264210/1
predict case 2 , predict result/given label= 0.408427/1
predict case 3 , predict result/given label= 0.462397/1
predict case 4 , predict result/given label= 0.271242/1
predict case 5 , predict result/given label= 0.453084/1
predict case 6 , predict result/given label= 0.787398/1
predict case 7 , predict result/given label= 0.795836/1
predict case 8 , predict result/given label= 0.351057/1
predict case 9 , predict result/given label= 0.715486/1
predict case 10 , predict result/given label= 0.579938/1
predict case 11 , predict result/given label= 0.365617/1
predict case 12 , predict result/given label= 0.601042/1
predict case 13 , predict result/given label= 0.779452/1
predict case 14 , predict result/given label= 0.628840/1
predict case 15 , predict result/given label= 0.399629/1
predict case 16 , predict result/given label= 0.569306/1
predict case 17 , predict result/given label= 0.677273/1
predict case 18 , predict result/given label= 0.576342/1
predict case 19 , predict result/given label= 0.461370/1
predict case 20 , predict result/given label= 0.692033/1
predict case 21 , predict result/given label= 0.189558/1
predict case 22 , predict result/given label= 0.628596/1
predict case 23 , predict result/given label= 0.223787/1
predict case 24 , predict result/given label= 0.514685/1
predict case 25 , predict result/given label= 0.694904/1
predict case 26 , predict result/given label= 0.627197/1
predict case 27 , predict result/given label= 0.359201/1
predict case 28 , predict result/given label= 0.780747/1
predict case 29 , predict result/given label= 0.687940/1
predict case 30 , predict result/given label= 0.577416/1
predict case 31 , predict result/given label= 0.547425/1
predict case 32 , predict result/given label= 0.919976/1
predict case 33 , predict result/given label= 0.327728/1
predict case 34 , predict result/given label= 0.583854/1
predict case 35 , predict result/given label= 0.417224/1
predict case 36 , predict result/given label= 0.254001/1
predict case 37 , predict result/given label= 0.265640/1
predict case 38 , predict result/given label= 0.546578/1
predict case 39 , predict result/given label= 0.258483/1
predict case 40 , predict result/given label= 0.462304/1
predict case 41 , predict result/given label= 0.924510/1
predict case 42 , predict result/given label= 0.528317/1
predict case 43 , predict result/given label= 0.491587/1
predict case 44 , predict result/given label= 0.618822/1
predict case 45 , predict result/given label= 0.912956/1
predict case 46 , predict result/given label= 0.263180/1
predict case 47 , predict result/given label= 0.651644/1
predict case 48 , predict result/given label= 0.323616/1
predict case 49 , predict result/given label= 0.467912/1
predict case 50 , predict result/given label= 0.723313/1
predict case 51 , predict result/given label= 0.552215/1
predict case 52 , predict result/given label= 0.666360/1
predict case 53 , predict result/given label= 0.358418/1
predict case 54 , predict result/given label= 0.596313/1
predict case 55 , predict result/given label= 0.266205/1
predict case 56 , predict result/given label= 0.414271/1
predict case 57 , predict result/given label= 0.738426/1
predict case 58 , predict result/given label= 0.403779/1
predict case 59 , predict result/given label= 0.769023/1
predict case 60 , predict result/given label= 0.385883/1
predict case 61 , predict result/given label= 0.483005/1
predict case 62 , predict result/given label= 0.792347/1
predict case 63 , predict result/given label= 0.572664/1
predict case 64 , predict result/given label= 0.760255/1
predict case 65 , predict result/given label= 0.607522/1
predict case 66 , predict result/given label= 0.745698/1
predict case 67 , predict result/given label= 0.596414/1
predict case 68 , predict result/given label= 0.861136/1
predict case 69 , predict result/given label= 0.590726/1
predict case 70 , predict result/given label= 0.407721/1
predict case 71 , predict result/given label= 0.635006/1
predict case 72 , predict result/given label= 0.333620/1
predict case 73 , predict result/given label= 0.580040/1
predict case 74 , predict result/given label= 0.274817/1
predict case 75 , predict result/given label= 0.666166/1
