predict case 0 , predict result/given label= 0.072924/1
predict case 1 , predict result/given label= 0.731279/1
predict case 2 , predict result/given label= 0.633219/1
predict case 3 , predict result/given label= 0.378741/1
predict case 4 , predict result/given label= 0.137079/1
predict case 5 , predict result/given label= 0.582002/1
predict case 6 , predict result/given label= 0.172560/1
predict case 7 , predict result/given label= 0.319037/1
predict case 8 , predict result/given label= 0.260219/1
predict case 9 , predict result/given label= 0.155293/1
predict case 10 , predict result/given label= 0.130560/1
predict case 11 , predict result/given label= 0.259734/1
predict case 12 , predict result/given label= 0.608331/1
predict case 13 , predict result/given label= 0.157212/1
predict case 14 , predict result/given label= 0.828363/1
predict case 15 , predict result/given label= 0.572309/1
predict case 16 , predict result/given label= 0.359635/1
predict case 17 , predict result/given label= 0.926002/1
predict case 18 , predict result/given label= 0.609508/1
predict case 19 , predict result/given label= 0.667238/1
predict case 20 , predict result/given label= 0.793140/1
predict case 21 , predict result/given label= 0.795188/1
predict case 22 , predict result/given label= 0.240795/1
predict case 23 , predict result/given label= 0.409190/1
predict case 24 , predict result/given label= 0.883782/1
predict case 25 , predict result/given label= 0.888555/1
predict case 26 , predict result/given label= 0.313944/1
predict case 27 , predict result/given label= 0.514071/1
predict case 28 , predict result/given label= 0.592085/1
predict case 29 , predict result/given label= 0.924610/1
predict case 30 , predict result/given label= 0.438661/1
predict case 31 , predict result/given label= 0.163340/1
predict case 32 , predict result/given label= 0.653728/1
predict case 33 , predict result/given label= 0.307743/1
predict case 34 , predict result/given label= 0.314054/1
predict case 35 , predict result/given label= 0.258232/1
predict case 36 , predict result/given label= 0.722813/1
predict case 37 , predict result/given label= 0.519558/1
predict case 38 , predict result/given label= 0.927566/1
predict case 39 , predict result/given label= 0.812736/1
predict case 40 , predict result/given label= 0.501420/1
predict case 41 , predict result/given label= 0.379735/1
predict case 42 , predict result/given label= 0.505957/1
predict case 43 , predict result/given label= 0.696546/1
predict case 44 , predict result/given label= 0.774136/1
predict case 45 , predict result/given label= 0.754266/1
predict case 46 , predict result/given label= 0.110319/1
predict case 47 , predict result/given label= 0.496421/1
predict case 48 , predict result/given label= 0.591196/1
predict case 49 , predict result/given label= 0.240967/1
predict case 50 , predict result/given label= 0.165188/1
predict case 51 , predict result/given label= 0.098026/1
predict case 52 , predict result/given label= 0.528455/1
predict case 53 , predict result/given label= 0.514479/1
predict case 54 , predict result/given label= 0.284565/1
predict case 55 , predict result/given label= 0.746356/1
predict case 56 , predict result/given label= 0.428550/1
predict case 57 , predict result/given label= 0.922909/1
predict case 58 , predict result/given label= 0.668331/1
predict case 59 , predict result/given label= 0.774121/1
predict case 60 , predict result/given label= 0.610155/1
predict case 61 , predict result/given label= 0.073600/1
predict case 62 , predict result/given label= 0.807286/1
predict case 63 , predict result/given label= 0.502546/1
predict case 64 , predict result/given label= 0.726690/1
predict case 65 , predict result/given label= 0.638424/1
predict case 66 , predict result/given label= 0.220691/1
predict case 67 , predict result/given label= 0.330707/1
predict case 68 , predict result/given label= 0.924200/1
predict case 69 , predict result/given label= 0.251713/1
predict case 70 , predict result/given label= 0.300762/1
predict case 71 , predict result/given label= 0.832993/1
predict case 72 , predict result/given label= 0.391975/1
predict case 73 , predict result/given label= 0.208015/1
predict case 74 , predict result/given label= 0.820191/1
predict case 75 , predict result/given label= 0.813119/1
predict case 76 , predict result/given label= 0.186522/1
predict case 77 , predict result/given label= 0.121849/1
predict case 78 , predict result/given label= 0.705389/1
predict case 79 , predict result/given label= 0.263136/1
predict case 80 , predict result/given label= 0.236809/1
predict case 81 , predict result/given label= 0.798426/1
predict case 82 , predict result/given label= 0.271989/1
predict case 83 , predict result/given label= 0.182550/1
predict case 84 , predict result/given label= 0.334650/1
predict case 85 , predict result/given label= 0.210501/1
predict case 86 , predict result/given label= 0.167675/1
predict case 87 , predict result/given label= 0.669549/1
predict case 88 , predict result/given label= 0.777029/1
predict case 89 , predict result/given label= 0.709443/1
predict case 90 , predict result/given label= 0.866786/1
predict case 91 , predict result/given label= 0.698734/1
predict case 92 , predict result/given label= 0.512392/1
predict case 93 , predict result/given label= 0.631441/1
predict case 94 , predict result/given label= 0.813094/1
predict case 95 , predict result/given label= 0.825992/1
predict case 96 , predict result/given label= 0.776051/1
predict case 97 , predict result/given label= 0.496993/1
predict case 98 , predict result/given label= 0.574863/1
predict case 99 , predict result/given label= 0.194397/1
predict case 100 , predict result/given label= 0.911271/1
predict case 101 , predict result/given label= 0.558587/1
predict case 102 , predict result/given label= 0.493939/1
predict case 103 , predict result/given label= 0.610540/1
predict case 104 , predict result/given label= 0.518202/1
predict case 105 , predict result/given label= 0.922738/1
predict case 106 , predict result/given label= 0.268659/1
predict case 107 , predict result/given label= 0.436689/0
predict case 108 , predict result/given label= 0.229363/0
predict case 109 , predict result/given label= 0.926029/0
predict case 110 , predict result/given label= 0.580557/0
predict case 111 , predict result/given label= 0.448645/0
predict case 112 , predict result/given label= 0.306483/0
predict case 113 , predict result/given label= 0.443878/0
predict case 114 , predict result/given label= 0.177738/0
predict case 115 , predict result/given label= 0.924954/0
predict case 116 , predict result/given label= 0.314261/0
predict case 117 , predict result/given label= 0.516282/0
predict case 118 , predict result/given label= 0.378964/0
predict case 119 , predict result/given label= 0.402201/0
predict case 120 , predict result/given label= 0.169477/0
predict case 121 , predict result/given label= 0.072588/0
predict case 122 , predict result/given label= 0.237710/0
predict case 123 , predict result/given label= 0.438993/0
predict case 124 , predict result/given label= 0.730233/0
predict case 125 , predict result/given label= 0.486807/0
predict case 126 , predict result/given label= 0.677807/0
predict case 127 , predict result/given label= 0.142406/0
predict case 128 , predict result/given label= 0.527477/0
predict case 129 , predict result/given label= 0.674369/0
predict case 130 , predict result/given label= 0.524650/0
predict case 131 , predict result/given label= 0.520309/0
predict case 132 , predict result/given label= 0.404442/0
predict case 133 , predict result/given label= 0.159606/0
predict case 134 , predict result/given label= 0.516418/0
predict case 135 , predict result/given label= 0.278603/0
predict case 136 , predict result/given label= 0.278143/0
predict case 137 , predict result/given label= 0.828874/0
predict case 138 , predict result/given label= 0.619918/0
predict case 139 , predict result/given label= 0.866844/0
predict case 140 , predict result/given label= 0.743255/0
predict case 141 , predict result/given label= 0.786938/0
predict case 142 , predict result/given label= 0.425053/0
predict case 143 , predict result/given label= 0.177625/0
predict case 144 , predict result/given label= 0.445256/0
predict case 145 , predict result/given label= 0.178962/0
predict case 146 , predict result/given label= 0.636450/0
predict case 147 , predict result/given label= 0.327083/0
predict case 148 , predict result/given label= 0.527921/0
predict case 149 , predict result/given label= 0.760177/0
predict case 150 , predict result/given label= 0.280348/0
predict case 151 , predict result/given label= 0.733407/0
predict case 152 , predict result/given label= 0.296733/0
predict case 153 , predict result/given label= 0.614185/0
predict case 154 , predict result/given label= 0.188991/0
predict case 155 , predict result/given label= 0.483752/0
predict case 156 , predict result/given label= 0.232503/0
predict case 157 , predict result/given label= 0.265746/0
predict case 158 , predict result/given label= 0.778255/0
predict case 159 , predict result/given label= 0.526737/0
predict case 160 , predict result/given label= 0.624247/0
predict case 161 , predict result/given label= 0.171855/0
predict case 162 , predict result/given label= 0.193277/0
predict case 163 , predict result/given label= 0.694873/0
predict case 164 , predict result/given label= 0.075285/0
predict case 165 , predict result/given label= 0.194002/0
predict case 166 , predict result/given label= 0.410096/0
predict case 167 , predict result/given label= 0.369320/0
predict case 168 , predict result/given label= 0.321879/0
predict case 169 , predict result/given label= 0.484057/0
predict case 170 , predict result/given label= 0.222433/0
predict case 171 , predict result/given label= 0.638885/0
predict case 172 , predict result/given label= 0.368412/0
predict case 173 , predict result/given label= 0.300990/0
predict case 174 , predict result/given label= 0.293823/0
predict case 175 , predict result/given label= 0.395107/0
predict case 176 , predict result/given label= 0.301129/0
predict case 177 , predict result/given label= 0.517703/0
predict case 178 , predict result/given label= 0.461384/0
predict case 179 , predict result/given label= 0.165551/0
predict case 180 , predict result/given label= 0.217002/0
predict case 181 , predict result/given label= 0.866479/0
predict case 182 , predict result/given label= 0.274580/0
predict case 183 , predict result/given label= 0.284471/0
predict case 184 , predict result/given label= 0.900571/0
predict case 185 , predict result/given label= 0.565356/0
predict case 186 , predict result/given label= 0.190553/0
predict case 187 , predict result/given label= 0.820676/0
predict case 188 , predict result/given label= 0.694890/0
predict case 189 , predict result/given label= 0.451792/0
predict case 190 , predict result/given label= 0.072827/0
predict case 191 , predict result/given label= 0.670450/0
predict case 192 , predict result/given label= 0.500775/0
predict case 193 , predict result/given label= 0.586355/0
predict case 194 , predict result/given label= 0.761399/0
predict case 195 , predict result/given label= 0.519952/0
predict case 196 , predict result/given label= 0.144301/0
predict case 197 , predict result/given label= 0.612317/0
predict case 198 , predict result/given label= 0.087622/0
predict case 199 , predict result/given label= 0.110399/0
predict case 200 , predict result/given label= 0.607727/0
predict case 201 , predict result/given label= 0.338073/0
predict case 202 , predict result/given label= 0.317247/0
predict case 203 , predict result/given label= 0.166815/0
predict case 204 , predict result/given label= 0.621114/0
predict case 205 , predict result/given label= 0.095561/0
predict case 206 , predict result/given label= 0.385105/0
predict case 207 , predict result/given label= 0.506055/0
predict case 208 , predict result/given label= 0.103413/0
predict case 209 , predict result/given label= 0.783742/0
predict case 210 , predict result/given label= 0.513436/0
predict case 211 , predict result/given label= 0.268644/0
predict case 212 , predict result/given label= 0.564625/0
predict case 213 , predict result/given label= 0.385339/0
