predict case 0 , predict result/given label= 0.350078/1
predict case 1 , predict result/given label= 0.462795/1
predict case 2 , predict result/given label= 0.442449/1
predict case 3 , predict result/given label= 0.930958/1
predict case 4 , predict result/given label= 0.329069/1
predict case 5 , predict result/given label= 0.624441/1
predict case 6 , predict result/given label= 0.807455/1
predict case 7 , predict result/given label= 0.838362/1
predict case 8 , predict result/given label= 0.776051/1
predict case 9 , predict result/given label= 0.869980/1
predict case 10 , predict result/given label= 0.437959/1
predict case 11 , predict result/given label= 0.553226/1
predict case 12 , predict result/given label= 0.531237/1
predict case 13 , predict result/given label= 0.430821/1
predict case 14 , predict result/given label= 0.882582/1
predict case 15 , predict result/given label= 0.752620/1
predict case 16 , predict result/given label= 0.899515/1
predict case 17 , predict result/given label= 0.652850/1
predict case 18 , predict result/given label= 0.260740/1
predict case 19 , predict result/given label= 0.826346/1
predict case 20 , predict result/given label= 0.290801/1
predict case 21 , predict result/given label= 0.477436/1
predict case 22 , predict result/given label= 0.393204/1
predict case 23 , predict result/given label= 0.345023/1
predict case 24 , predict result/given label= 0.502023/1
predict case 25 , predict result/given label= 0.745840/1
predict case 26 , predict result/given label= 0.742894/1
predict case 27 , predict result/given label= 0.851888/1
predict case 28 , predict result/given label= 0.476957/1
predict case 29 , predict result/given label= 0.738481/1
predict case 30 , predict result/given label= 0.348295/1
predict case 31 , predict result/given label= 0.476215/1
predict case 32 , predict result/given label= 0.928195/1
predict case 33 , predict result/given label= 0.692530/1
predict case 34 , predict result/given label= 0.231493/1
predict case 35 , predict result/given label= 0.584608/1
predict case 36 , predict result/given label= 0.668186/1
predict case 37 , predict result/given label= 0.774068/1
predict case 38 , predict result/given label= 0.756839/1
predict case 39 , predict result/given label= 0.669995/1
predict case 40 , predict result/given label= 0.463680/1
predict case 41 , predict result/given label= 0.447330/1
predict case 42 , predict result/given label= 0.497783/1
predict case 43 , predict result/given label= 0.445415/1
predict case 44 , predict result/given label= 0.357544/1
predict case 45 , predict result/given label= 0.823484/1
predict case 46 , predict result/given label= 0.592916/1
predict case 47 , predict result/given label= 0.932475/1
predict case 48 , predict result/given label= 0.711811/1
predict case 49 , predict result/given label= 0.690432/1
predict case 50 , predict result/given label= 0.286189/1
predict case 51 , predict result/given label= 0.770323/1
predict case 52 , predict result/given label= 0.930801/1
predict case 53 , predict result/given label= 0.891799/1
predict case 54 , predict result/given label= 0.876040/1
predict case 55 , predict result/given label= 0.508594/1
predict case 56 , predict result/given label= 0.546638/1
predict case 57 , predict result/given label= 0.515620/1
predict case 58 , predict result/given label= 0.224007/1
predict case 59 , predict result/given label= 0.741315/1
predict case 60 , predict result/given label= 0.583934/1
predict case 61 , predict result/given label= 0.762123/1
predict case 62 , predict result/given label= 0.275747/1
predict case 63 , predict result/given label= 0.301593/1
predict case 64 , predict result/given label= 0.689392/1
predict case 65 , predict result/given label= 0.406243/1
predict case 66 , predict result/given label= 0.925421/1
predict case 67 , predict result/given label= 0.235518/1
predict case 68 , predict result/given label= 0.559435/1
predict case 69 , predict result/given label= 0.714293/1
predict case 70 , predict result/given label= 0.634653/1
predict case 71 , predict result/given label= 0.682951/1
predict case 72 , predict result/given label= 0.874025/1
predict case 73 , predict result/given label= 0.479147/1
predict case 74 , predict result/given label= 0.378748/1
predict case 75 , predict result/given label= 0.328868/1
predict case 76 , predict result/given label= 0.932606/1
predict case 77 , predict result/given label= 0.352798/1
predict case 78 , predict result/given label= 0.615091/1
predict case 79 , predict result/given label= 0.817139/1
predict case 80 , predict result/given label= 0.237464/1
predict case 81 , predict result/given label= 0.891831/1
predict case 82 , predict result/given label= 0.369909/1
predict case 83 , predict result/given label= 0.451002/1
predict case 84 , predict result/given label= 0.706935/1
predict case 85 , predict result/given label= 0.926260/1
predict case 86 , predict result/given label= 0.617103/1
predict case 87 , predict result/given label= 0.355269/1
predict case 88 , predict result/given label= 0.737060/1
predict case 89 , predict result/given label= 0.414777/1
predict case 90 , predict result/given label= 0.411737/1
predict case 91 , predict result/given label= 0.250235/1
predict case 92 , predict result/given label= 0.566355/1
predict case 93 , predict result/given label= 0.686300/1
predict case 94 , predict result/given label= 0.488709/1
predict case 95 , predict result/given label= 0.401274/1
predict case 96 , predict result/given label= 0.519862/1
predict case 97 , predict result/given label= 0.765344/1
predict case 98 , predict result/given label= 0.369024/1
predict case 99 , predict result/given label= 0.775979/1
predict case 100 , predict result/given label= 0.741262/1
predict case 101 , predict result/given label= 0.435737/1
predict case 102 , predict result/given label= 0.831202/1
predict case 103 , predict result/given label= 0.788443/1
predict case 104 , predict result/given label= 0.555988/1
predict case 105 , predict result/given label= 0.433675/1
predict case 106 , predict result/given label= 0.707412/1
predict case 107 , predict result/given label= 0.488256/1
predict case 108 , predict result/given label= 0.831072/1
predict case 109 , predict result/given label= 0.303602/1
predict case 110 , predict result/given label= 0.330761/1
predict case 111 , predict result/given label= 0.930683/1
predict case 112 , predict result/given label= 0.920415/1
predict case 113 , predict result/given label= 0.402919/1
predict case 114 , predict result/given label= 0.342346/1
predict case 115 , predict result/given label= 0.367873/1
predict case 116 , predict result/given label= 0.408223/1
predict case 117 , predict result/given label= 0.651548/1
predict case 118 , predict result/given label= 0.853445/1
predict case 119 , predict result/given label= 0.485305/1
predict case 120 , predict result/given label= 0.394406/1
predict case 121 , predict result/given label= 0.796788/1
predict case 122 , predict result/given label= 0.514819/1
predict case 123 , predict result/given label= 0.209503/1
predict case 124 , predict result/given label= 0.495288/1
predict case 125 , predict result/given label= 0.605959/1
predict case 126 , predict result/given label= 0.839384/1
predict case 127 , predict result/given label= 0.440365/1
predict case 128 , predict result/given label= 0.660817/1
predict case 129 , predict result/given label= 0.810625/1
predict case 130 , predict result/given label= 0.354718/1
predict case 131 , predict result/given label= 0.680922/1
predict case 132 , predict result/given label= 0.803219/1
predict case 133 , predict result/given label= 0.583565/1
predict case 134 , predict result/given label= 0.894597/1
predict case 135 , predict result/given label= 0.574683/1
predict case 136 , predict result/given label= 0.585712/1
predict case 137 , predict result/given label= 0.407084/1
predict case 138 , predict result/given label= 0.732610/1
predict case 139 , predict result/given label= 0.528366/1
predict case 140 , predict result/given label= 0.461395/1
predict case 141 , predict result/given label= 0.699038/1
predict case 142 , predict result/given label= 0.831784/1
predict case 143 , predict result/given label= 0.672821/1
predict case 144 , predict result/given label= 0.803818/1
predict case 145 , predict result/given label= 0.336600/1
predict case 146 , predict result/given label= 0.764004/1
predict case 147 , predict result/given label= 0.280530/1
predict case 148 , predict result/given label= 0.575736/1
predict case 149 , predict result/given label= 0.527226/1
predict case 150 , predict result/given label= 0.636264/1
predict case 151 , predict result/given label= 0.214318/1
predict case 152 , predict result/given label= 0.922508/1
predict case 153 , predict result/given label= 0.373715/1
predict case 154 , predict result/given label= 0.826595/1
predict case 155 , predict result/given label= 0.846557/1
predict case 156 , predict result/given label= 0.459334/1
predict case 157 , predict result/given label= 0.794684/1
predict case 158 , predict result/given label= 0.341872/1
predict case 159 , predict result/given label= 0.543288/1
predict case 160 , predict result/given label= 0.285773/1
predict case 161 , predict result/given label= 0.782815/1
predict case 162 , predict result/given label= 0.831596/1
predict case 163 , predict result/given label= 0.329589/1
predict case 164 , predict result/given label= 0.806184/1
predict case 165 , predict result/given label= 0.649677/1
predict case 166 , predict result/given label= 0.498122/1
predict case 167 , predict result/given label= 0.930029/1
predict case 168 , predict result/given label= 0.557390/1
predict case 169 , predict result/given label= 0.414578/1
predict case 170 , predict result/given label= 0.694147/1
predict case 171 , predict result/given label= 0.922828/1
predict case 172 , predict result/given label= 0.379536/1
predict case 173 , predict result/given label= 0.281184/1
predict case 174 , predict result/given label= 0.779728/1
predict case 175 , predict result/given label= 0.925049/1
predict case 176 , predict result/given label= 0.304288/1
predict case 177 , predict result/given label= 0.758139/1
predict case 178 , predict result/given label= 0.631507/1
predict case 179 , predict result/given label= 0.315263/1
predict case 180 , predict result/given label= 0.570794/1
predict case 181 , predict result/given label= 0.277653/1
predict case 182 , predict result/given label= 0.676833/1
predict case 183 , predict result/given label= 0.775288/1
predict case 184 , predict result/given label= 0.446974/1
predict case 185 , predict result/given label= 0.414162/1
predict case 186 , predict result/given label= 0.925311/1
predict case 187 , predict result/given label= 0.363363/1
predict case 188 , predict result/given label= 0.327056/1
predict case 189 , predict result/given label= 0.736334/1
predict case 190 , predict result/given label= 0.525038/1
predict case 191 , predict result/given label= 0.265291/1
predict case 192 , predict result/given label= 0.727987/1
predict case 193 , predict result/given label= 0.826313/1
predict case 194 , predict result/given label= 0.822514/1
predict case 195 , predict result/given label= 0.318647/1
predict case 196 , predict result/given label= 0.827724/1
predict case 197 , predict result/given label= 0.741905/1
predict case 198 , predict result/given label= 0.736186/1
predict case 199 , predict result/given label= 0.914895/1
predict case 200 , predict result/given label= 0.353847/1
predict case 201 , predict result/given label= 0.353726/1
predict case 202 , predict result/given label= 0.474875/1
predict case 203 , predict result/given label= 0.921084/1
predict case 204 , predict result/given label= 0.558029/1
predict case 205 , predict result/given label= 0.551884/1
predict case 206 , predict result/given label= 0.837357/1
predict case 207 , predict result/given label= 0.328476/1
predict case 208 , predict result/given label= 0.793124/1
predict case 209 , predict result/given label= 0.406068/1
predict case 210 , predict result/given label= 0.807663/1
predict case 211 , predict result/given label= 0.426387/1
predict case 212 , predict result/given label= 0.926286/1
predict case 213 , predict result/given label= 0.422199/1
predict case 214 , predict result/given label= 0.695744/1
predict case 215 , predict result/given label= 0.820496/1
predict case 216 , predict result/given label= 0.238247/1
predict case 217 , predict result/given label= 0.921088/1
predict case 218 , predict result/given label= 0.305358/1
predict case 219 , predict result/given label= 0.852084/1
predict case 220 , predict result/given label= 0.458600/1
predict case 221 , predict result/given label= 0.720882/1
predict case 222 , predict result/given label= 0.632714/1
predict case 223 , predict result/given label= 0.262084/1
predict case 224 , predict result/given label= 0.723941/1
predict case 225 , predict result/given label= 0.355220/1
predict case 226 , predict result/given label= 0.422029/1
predict case 227 , predict result/given label= 0.915642/1
predict case 228 , predict result/given label= 0.581604/1
predict case 229 , predict result/given label= 0.572553/1
predict case 230 , predict result/given label= 0.851628/1
predict case 231 , predict result/given label= 0.749003/1
predict case 232 , predict result/given label= 0.432761/0
predict case 233 , predict result/given label= 0.842835/0
predict case 234 , predict result/given label= 0.838056/0
predict case 235 , predict result/given label= 0.411879/0
predict case 236 , predict result/given label= 0.357103/0
predict case 237 , predict result/given label= 0.470965/0
predict case 238 , predict result/given label= 0.873607/0
predict case 239 , predict result/given label= 0.563837/0
predict case 240 , predict result/given label= 0.479967/0
predict case 241 , predict result/given label= 0.796668/0
predict case 242 , predict result/given label= 0.321353/0
predict case 243 , predict result/given label= 0.500863/0
predict case 244 , predict result/given label= 0.527103/0
predict case 245 , predict result/given label= 0.629466/0
predict case 246 , predict result/given label= 0.519202/0
predict case 247 , predict result/given label= 0.416211/0
predict case 248 , predict result/given label= 0.414178/0
predict case 249 , predict result/given label= 0.381491/0
predict case 250 , predict result/given label= 0.400537/0
predict case 251 , predict result/given label= 0.519639/0
predict case 252 , predict result/given label= 0.419038/0
predict case 253 , predict result/given label= 0.320235/0
predict case 254 , predict result/given label= 0.236813/0
predict case 255 , predict result/given label= 0.567614/0
predict case 256 , predict result/given label= 0.698652/0
