predict case 0 , predict result/given label= 0.923358/1
predict case 1 , predict result/given label= 0.703036/1
predict case 2 , predict result/given label= 0.430601/1
predict case 3 , predict result/given label= 0.603034/1
predict case 4 , predict result/given label= 0.572044/1
predict case 5 , predict result/given label= 0.846369/1
predict case 6 , predict result/given label= 0.705265/1
predict case 7 , predict result/given label= 0.675101/1
predict case 8 , predict result/given label= 0.390788/1
predict case 9 , predict result/given label= 0.237023/1
predict case 10 , predict result/given label= 0.404156/1
predict case 11 , predict result/given label= 0.562248/1
predict case 12 , predict result/given label= 0.230357/1
predict case 13 , predict result/given label= 0.736672/1
predict case 14 , predict result/given label= 0.509270/1
predict case 15 , predict result/given label= 0.341388/1
predict case 16 , predict result/given label= 0.817387/1
predict case 17 , predict result/given label= 0.648434/1
predict case 18 , predict result/given label= 0.694745/1
predict case 19 , predict result/given label= 0.566039/1
predict case 20 , predict result/given label= 0.535212/1
predict case 21 , predict result/given label= 0.821591/1
predict case 22 , predict result/given label= 0.714004/1
predict case 23 , predict result/given label= 0.256377/1
predict case 24 , predict result/given label= 0.605326/1
predict case 25 , predict result/given label= 0.385056/1
predict case 26 , predict result/given label= 0.385984/1
predict case 27 , predict result/given label= 0.860946/1
predict case 28 , predict result/given label= 0.561176/1
predict case 29 , predict result/given label= 0.451716/1
predict case 30 , predict result/given label= 0.301526/1
predict case 31 , predict result/given label= 0.786080/1
predict case 32 , predict result/given label= 0.659872/1
predict case 33 , predict result/given label= 0.870234/1
predict case 34 , predict result/given label= 0.529187/1
predict case 35 , predict result/given label= 0.435580/1
predict case 36 , predict result/given label= 0.784442/1
predict case 37 , predict result/given label= 0.377056/1
predict case 38 , predict result/given label= 0.495921/1
predict case 39 , predict result/given label= 0.774368/1
predict case 40 , predict result/given label= 0.475117/1
predict case 41 , predict result/given label= 0.707442/1
predict case 42 , predict result/given label= 0.822211/1
predict case 43 , predict result/given label= 0.371971/1
predict case 44 , predict result/given label= 0.838552/1
predict case 45 , predict result/given label= 0.497370/1
predict case 46 , predict result/given label= 0.826592/1
predict case 47 , predict result/given label= 0.448894/1
predict case 48 , predict result/given label= 0.606943/1
predict case 49 , predict result/given label= 0.735054/1
predict case 50 , predict result/given label= 0.338966/1
predict case 51 , predict result/given label= 0.819181/1
predict case 52 , predict result/given label= 0.670031/1
predict case 53 , predict result/given label= 0.550114/1
predict case 54 , predict result/given label= 0.668535/1
predict case 55 , predict result/given label= 0.832919/1
predict case 56 , predict result/given label= 0.390077/1
predict case 57 , predict result/given label= 0.192284/1
predict case 58 , predict result/given label= 0.664300/1
predict case 59 , predict result/given label= 0.439061/1
predict case 60 , predict result/given label= 0.221874/1
predict case 61 , predict result/given label= 0.527455/1
predict case 62 , predict result/given label= 0.711180/1
predict case 63 , predict result/given label= 0.603611/1
predict case 64 , predict result/given label= 0.589493/1
predict case 65 , predict result/given label= 0.864258/1
predict case 66 , predict result/given label= 0.860539/1
predict case 67 , predict result/given label= 0.369012/1
predict case 68 , predict result/given label= 0.352084/1
predict case 69 , predict result/given label= 0.183312/1
predict case 70 , predict result/given label= 0.351687/1
predict case 71 , predict result/given label= 0.928282/1
