predict case 0 , predict result/given label= 0.329788/1
predict case 1 , predict result/given label= 0.306274/1
predict case 2 , predict result/given label= 0.549139/1
predict case 3 , predict result/given label= 0.881883/1
predict case 4 , predict result/given label= 0.554639/1
predict case 5 , predict result/given label= 0.816089/1
predict case 6 , predict result/given label= 0.397411/1
predict case 7 , predict result/given label= 0.577558/1
predict case 8 , predict result/given label= 0.478170/1
predict case 9 , predict result/given label= 0.837309/1
predict case 10 , predict result/given label= 0.558381/1
predict case 11 , predict result/given label= 0.806041/1
predict case 12 , predict result/given label= 0.924581/1
predict case 13 , predict result/given label= 0.359783/1
predict case 14 , predict result/given label= 0.297402/1
predict case 15 , predict result/given label= 0.690426/1
predict case 16 , predict result/given label= 0.873061/1
predict case 17 , predict result/given label= 0.846529/1
predict case 18 , predict result/given label= 0.864350/1
predict case 19 , predict result/given label= 0.323052/1
predict case 20 , predict result/given label= 0.278145/1
predict case 21 , predict result/given label= 0.926647/1
predict case 22 , predict result/given label= 0.298446/1
predict case 23 , predict result/given label= 0.673820/1
predict case 24 , predict result/given label= 0.486203/1
predict case 25 , predict result/given label= 0.260925/1
predict case 26 , predict result/given label= 0.590281/1
predict case 27 , predict result/given label= 0.824633/1
predict case 28 , predict result/given label= 0.914460/1
predict case 29 , predict result/given label= 0.462009/1
predict case 30 , predict result/given label= 0.203367/1
predict case 31 , predict result/given label= 0.840198/1
predict case 32 , predict result/given label= 0.447434/1
predict case 33 , predict result/given label= 0.743180/1
predict case 34 , predict result/given label= 0.889311/1
predict case 35 , predict result/given label= 0.527407/1
predict case 36 , predict result/given label= 0.330534/1
predict case 37 , predict result/given label= 0.937775/1
predict case 38 , predict result/given label= 0.283078/1
predict case 39 , predict result/given label= 0.265968/1
predict case 40 , predict result/given label= 0.465354/1
predict case 41 , predict result/given label= 0.656976/1
predict case 42 , predict result/given label= 0.926189/1
predict case 43 , predict result/given label= 0.910464/1
predict case 44 , predict result/given label= 0.877971/1
predict case 45 , predict result/given label= 0.388782/1
predict case 46 , predict result/given label= 0.743180/1
predict case 47 , predict result/given label= 0.858502/1
predict case 48 , predict result/given label= 0.260925/1
predict case 49 , predict result/given label= 0.724556/1
predict case 50 , predict result/given label= 0.838888/1
predict case 51 , predict result/given label= 0.470451/1
predict case 52 , predict result/given label= 0.415926/1
predict case 53 , predict result/given label= 0.468060/1
predict case 54 , predict result/given label= 0.866077/1
predict case 55 , predict result/given label= 0.859819/1
predict case 56 , predict result/given label= 0.663763/1
predict case 57 , predict result/given label= 0.842905/1
predict case 58 , predict result/given label= 0.833399/1
predict case 59 , predict result/given label= 0.925497/1
predict case 60 , predict result/given label= 0.935010/1
predict case 61 , predict result/given label= 0.335636/1
predict case 62 , predict result/given label= 0.855465/1
predict case 63 , predict result/given label= 0.527006/1
predict case 64 , predict result/given label= 0.250678/1
predict case 65 , predict result/given label= 0.624943/1
predict case 66 , predict result/given label= 0.258291/1
predict case 67 , predict result/given label= 0.471855/1
