predict case 0 , predict result/given label= 0.777910/1
predict case 1 , predict result/given label= 0.689027/1
predict case 2 , predict result/given label= 0.889440/1
predict case 3 , predict result/given label= 0.932241/1
predict case 4 , predict result/given label= 0.180924/1
predict case 5 , predict result/given label= 0.926922/1
predict case 6 , predict result/given label= 0.334886/1
predict case 7 , predict result/given label= 0.927179/1
predict case 8 , predict result/given label= 0.364345/1
predict case 9 , predict result/given label= 0.934577/1
predict case 10 , predict result/given label= 0.924237/1
predict case 11 , predict result/given label= 0.294674/1
predict case 12 , predict result/given label= 0.927515/1
predict case 13 , predict result/given label= 0.867232/1
predict case 14 , predict result/given label= 0.935895/1
predict case 15 , predict result/given label= 0.372298/1
predict case 16 , predict result/given label= 0.868212/1
predict case 17 , predict result/given label= 0.436862/1
predict case 18 , predict result/given label= 0.800026/1
predict case 19 , predict result/given label= 0.665023/1
predict case 20 , predict result/given label= 0.923359/1
predict case 21 , predict result/given label= 0.870654/1
predict case 22 , predict result/given label= 0.926663/1
predict case 23 , predict result/given label= 0.691727/1
predict case 24 , predict result/given label= 0.549459/1
predict case 25 , predict result/given label= 0.931112/1
predict case 26 , predict result/given label= 0.368898/1
predict case 27 , predict result/given label= 0.222388/1
predict case 28 , predict result/given label= 0.926758/1
predict case 29 , predict result/given label= 0.449537/1
predict case 30 , predict result/given label= 0.269946/1
predict case 31 , predict result/given label= 0.867037/1
predict case 32 , predict result/given label= 0.573498/1
predict case 33 , predict result/given label= 0.691727/1
predict case 34 , predict result/given label= 0.398176/1
predict case 35 , predict result/given label= 0.245360/1
predict case 36 , predict result/given label= 0.911589/1
predict case 37 , predict result/given label= 0.438052/1
predict case 38 , predict result/given label= 0.251800/1
predict case 39 , predict result/given label= 0.911342/1
predict case 40 , predict result/given label= 0.913277/1
predict case 41 , predict result/given label= 0.608023/1
predict case 42 , predict result/given label= 0.869710/1
predict case 43 , predict result/given label= 0.852663/1
predict case 44 , predict result/given label= 0.479838/1
predict case 45 , predict result/given label= 0.448700/1
predict case 46 , predict result/given label= 0.691727/1
predict case 47 , predict result/given label= 0.309431/1
predict case 48 , predict result/given label= 0.583286/1
predict case 49 , predict result/given label= 0.334899/1
predict case 50 , predict result/given label= 0.790845/1
predict case 51 , predict result/given label= 0.930275/1
predict case 52 , predict result/given label= 0.905431/1
predict case 53 , predict result/given label= 0.430098/1
predict case 54 , predict result/given label= 0.635736/1
predict case 55 , predict result/given label= 0.563790/1
predict case 56 , predict result/given label= 0.300179/1
predict case 57 , predict result/given label= 0.904742/1
predict case 58 , predict result/given label= 0.402345/1
predict case 59 , predict result/given label= 0.521258/1
predict case 60 , predict result/given label= 0.879348/1
predict case 61 , predict result/given label= 0.550951/1
predict case 62 , predict result/given label= 0.691727/1
predict case 63 , predict result/given label= 0.540897/1
predict case 64 , predict result/given label= 0.920307/1
predict case 65 , predict result/given label= 0.388210/1
predict case 66 , predict result/given label= 0.411831/1
predict case 67 , predict result/given label= 0.898135/1
predict case 68 , predict result/given label= 0.924873/1
predict case 69 , predict result/given label= 0.228354/1
predict case 70 , predict result/given label= 0.793036/1
predict case 71 , predict result/given label= 0.650213/1
predict case 72 , predict result/given label= 0.877349/1
predict case 73 , predict result/given label= 0.825909/1
predict case 74 , predict result/given label= 0.786306/1
predict case 75 , predict result/given label= 0.269540/1
predict case 76 , predict result/given label= 0.363571/1
predict case 77 , predict result/given label= 0.256216/1
predict case 78 , predict result/given label= 0.927208/1
predict case 79 , predict result/given label= 0.806678/1
predict case 80 , predict result/given label= 0.354800/1
predict case 81 , predict result/given label= 0.816564/1
predict case 82 , predict result/given label= 0.506238/1
predict case 83 , predict result/given label= 0.429036/1
predict case 84 , predict result/given label= 0.445848/1
predict case 85 , predict result/given label= 0.315800/1
predict case 86 , predict result/given label= 0.809882/1
predict case 87 , predict result/given label= 0.521692/1
predict case 88 , predict result/given label= 0.479801/1
predict case 89 , predict result/given label= 0.456022/1
predict case 90 , predict result/given label= 0.362181/1
predict case 91 , predict result/given label= 0.259351/1
predict case 92 , predict result/given label= 0.733236/1
predict case 93 , predict result/given label= 0.925776/1
predict case 94 , predict result/given label= 0.885222/1
predict case 95 , predict result/given label= 0.272921/1
predict case 96 , predict result/given label= 0.237649/1
predict case 97 , predict result/given label= 0.924669/1
predict case 98 , predict result/given label= 0.273200/1
predict case 99 , predict result/given label= 0.260289/1
predict case 100 , predict result/given label= 0.861990/1
predict case 101 , predict result/given label= 0.592071/1
predict case 102 , predict result/given label= 0.927605/1
predict case 103 , predict result/given label= 0.372492/1
predict case 104 , predict result/given label= 0.251022/1
predict case 105 , predict result/given label= 0.262858/1
predict case 106 , predict result/given label= 0.323658/1
predict case 107 , predict result/given label= 0.612713/1
predict case 108 , predict result/given label= 0.931572/1
predict case 109 , predict result/given label= 0.315800/1
predict case 110 , predict result/given label= 0.551437/1
predict case 111 , predict result/given label= 0.409122/1
predict case 112 , predict result/given label= 0.250737/1
predict case 113 , predict result/given label= 0.331550/1
predict case 114 , predict result/given label= 0.858922/1
predict case 115 , predict result/given label= 0.918803/1
predict case 116 , predict result/given label= 0.576395/1
predict case 117 , predict result/given label= 0.598905/1
predict case 118 , predict result/given label= 0.932637/1
predict case 119 , predict result/given label= 0.924158/1
predict case 120 , predict result/given label= 0.575627/1
predict case 121 , predict result/given label= 0.506482/1
predict case 122 , predict result/given label= 0.343813/1
predict case 123 , predict result/given label= 0.900421/1
predict case 124 , predict result/given label= 0.922145/1
predict case 125 , predict result/given label= 0.838222/1
predict case 126 , predict result/given label= 0.882657/1
predict case 127 , predict result/given label= 0.604861/1
predict case 128 , predict result/given label= 0.276922/1
predict case 129 , predict result/given label= 0.734679/1
predict case 130 , predict result/given label= 0.836876/1
predict case 131 , predict result/given label= 0.722516/1
predict case 132 , predict result/given label= 0.329749/1
predict case 133 , predict result/given label= 0.359510/1
predict case 134 , predict result/given label= 0.389038/1
predict case 135 , predict result/given label= 0.568491/1
predict case 136 , predict result/given label= 0.351433/1
predict case 137 , predict result/given label= 0.764047/1
predict case 138 , predict result/given label= 0.887491/1
predict case 139 , predict result/given label= 0.926249/1
predict case 140 , predict result/given label= 0.775434/1
predict case 141 , predict result/given label= 0.788459/1
predict case 142 , predict result/given label= 0.926739/1
predict case 143 , predict result/given label= 0.927643/1
predict case 144 , predict result/given label= 0.827075/1
predict case 145 , predict result/given label= 0.924852/1
predict case 146 , predict result/given label= 0.910984/1
predict case 147 , predict result/given label= 0.933569/1
predict case 148 , predict result/given label= 0.439653/1
predict case 149 , predict result/given label= 0.924887/1
predict case 150 , predict result/given label= 0.523428/1
predict case 151 , predict result/given label= 0.871630/1
predict case 152 , predict result/given label= 0.263092/1
predict case 153 , predict result/given label= 0.263711/1
predict case 154 , predict result/given label= 0.475776/1
predict case 155 , predict result/given label= 0.287115/1
predict case 156 , predict result/given label= 0.927163/1
predict case 157 , predict result/given label= 0.405094/1
predict case 158 , predict result/given label= 0.620713/1
predict case 159 , predict result/given label= 0.172637/1
predict case 160 , predict result/given label= 0.315800/1
predict case 161 , predict result/given label= 0.691727/1
predict case 162 , predict result/given label= 0.709281/1
