predict case 0 , predict result/given label= 0.665802/1
predict case 1 , predict result/given label= 0.924820/1
predict case 2 , predict result/given label= 0.185324/1
predict case 3 , predict result/given label= 0.908763/1
predict case 4 , predict result/given label= 0.927054/1
predict case 5 , predict result/given label= 0.933660/1
predict case 6 , predict result/given label= 0.925497/1
predict case 7 , predict result/given label= 0.319362/1
predict case 8 , predict result/given label= 0.895852/1
predict case 9 , predict result/given label= 0.644432/1
predict case 10 , predict result/given label= 0.801281/1
predict case 11 , predict result/given label= 0.841603/1
predict case 12 , predict result/given label= 0.793227/1
predict case 13 , predict result/given label= 0.185324/1
predict case 14 , predict result/given label= 0.633477/1
predict case 15 , predict result/given label= 0.662718/1
predict case 16 , predict result/given label= 0.384323/1
predict case 17 , predict result/given label= 0.676856/1
predict case 18 , predict result/given label= 0.369785/1
predict case 19 , predict result/given label= 0.698710/1
predict case 20 , predict result/given label= 0.924729/1
predict case 21 , predict result/given label= 0.913361/1
predict case 22 , predict result/given label= 0.923636/1
predict case 23 , predict result/given label= 0.805197/1
predict case 24 , predict result/given label= 0.232006/1
predict case 25 , predict result/given label= 0.540921/1
predict case 26 , predict result/given label= 0.534132/1
predict case 27 , predict result/given label= 0.590613/1
predict case 28 , predict result/given label= 0.584374/1
predict case 29 , predict result/given label= 0.915605/1
predict case 30 , predict result/given label= 0.924551/1
predict case 31 , predict result/given label= 0.848104/1
predict case 32 , predict result/given label= 0.332899/1
predict case 33 , predict result/given label= 0.512811/1
predict case 34 , predict result/given label= 0.927531/1
predict case 35 , predict result/given label= 0.421337/1
predict case 36 , predict result/given label= 0.317543/1
predict case 37 , predict result/given label= 0.671166/1
predict case 38 , predict result/given label= 0.743573/1
predict case 39 , predict result/given label= 0.822508/1
predict case 40 , predict result/given label= 0.846878/1
predict case 41 , predict result/given label= 0.789346/1
predict case 42 , predict result/given label= 0.760083/1
predict case 43 , predict result/given label= 0.927287/1
predict case 44 , predict result/given label= 0.455081/1
predict case 45 , predict result/given label= 0.926413/1
predict case 46 , predict result/given label= 0.866620/1
predict case 47 , predict result/given label= 0.924607/1
predict case 48 , predict result/given label= 0.882843/1
predict case 49 , predict result/given label= 0.318476/1
predict case 50 , predict result/given label= 0.931424/1
predict case 51 , predict result/given label= 0.928181/1
predict case 52 , predict result/given label= 0.749584/1
predict case 53 , predict result/given label= 0.505727/1
predict case 54 , predict result/given label= 0.335421/1
predict case 55 , predict result/given label= 0.208646/1
predict case 56 , predict result/given label= 0.926010/1
predict case 57 , predict result/given label= 0.557734/1
predict case 58 , predict result/given label= 0.871973/1
predict case 59 , predict result/given label= 0.932041/1
predict case 60 , predict result/given label= 0.926661/1
predict case 61 , predict result/given label= 0.346844/1
predict case 62 , predict result/given label= 0.924203/1
predict case 63 , predict result/given label= 0.924755/1
predict case 64 , predict result/given label= 0.592245/1
predict case 65 , predict result/given label= 0.928209/1
predict case 66 , predict result/given label= 0.925237/1
predict case 67 , predict result/given label= 0.354819/1
predict case 68 , predict result/given label= 0.894635/1
predict case 69 , predict result/given label= 0.887319/1
predict case 70 , predict result/given label= 0.278084/1
predict case 71 , predict result/given label= 0.308758/1
predict case 72 , predict result/given label= 0.680331/1
predict case 73 , predict result/given label= 0.366089/1
predict case 74 , predict result/given label= 0.846866/1
predict case 75 , predict result/given label= 0.916950/1
predict case 76 , predict result/given label= 0.328492/1
predict case 77 , predict result/given label= 0.507784/1
predict case 78 , predict result/given label= 0.527857/1
predict case 79 , predict result/given label= 0.910093/1
predict case 80 , predict result/given label= 0.807536/1
