predict case 0 , predict result/given label= 0.778151/1
predict case 1 , predict result/given label= 0.242668/1
predict case 2 , predict result/given label= 0.301436/1
predict case 3 , predict result/given label= 0.932537/1
predict case 4 , predict result/given label= 0.916716/1
predict case 5 , predict result/given label= 0.537057/1
predict case 6 , predict result/given label= 0.908542/1
predict case 7 , predict result/given label= 0.463983/1
predict case 8 , predict result/given label= 0.431909/1
predict case 9 , predict result/given label= 0.931295/1
predict case 10 , predict result/given label= 0.930844/1
predict case 11 , predict result/given label= 0.487141/1
predict case 12 , predict result/given label= 0.616506/1
predict case 13 , predict result/given label= 0.761580/1
predict case 14 , predict result/given label= 0.776807/1
predict case 15 , predict result/given label= 0.362899/1
predict case 16 , predict result/given label= 0.861064/1
predict case 17 , predict result/given label= 0.927657/1
predict case 18 , predict result/given label= 0.731303/1
predict case 19 , predict result/given label= 0.435669/1
predict case 20 , predict result/given label= 0.879615/1
predict case 21 , predict result/given label= 0.873417/1
predict case 22 , predict result/given label= 0.324864/1
predict case 23 , predict result/given label= 0.362914/1
predict case 24 , predict result/given label= 0.828467/1
predict case 25 , predict result/given label= 0.253809/1
predict case 26 , predict result/given label= 0.240333/1
predict case 27 , predict result/given label= 0.247771/1
predict case 28 , predict result/given label= 0.860290/1
predict case 29 , predict result/given label= 0.788356/1
predict case 30 , predict result/given label= 0.763327/1
predict case 31 , predict result/given label= 0.927720/1
predict case 32 , predict result/given label= 0.812501/1
predict case 33 , predict result/given label= 0.457828/1
predict case 34 , predict result/given label= 0.263631/1
predict case 35 , predict result/given label= 0.673611/1
predict case 36 , predict result/given label= 0.365004/1
predict case 37 , predict result/given label= 0.178995/1
predict case 38 , predict result/given label= 0.770196/1
predict case 39 , predict result/given label= 0.666489/1
predict case 40 , predict result/given label= 0.884599/1
predict case 41 , predict result/given label= 0.303215/1
predict case 42 , predict result/given label= 0.793811/1
predict case 43 , predict result/given label= 0.929399/1
predict case 44 , predict result/given label= 0.412293/1
predict case 45 , predict result/given label= 0.233225/1
predict case 46 , predict result/given label= 0.323287/1
predict case 47 , predict result/given label= 0.916191/1
predict case 48 , predict result/given label= 0.934030/1
predict case 49 , predict result/given label= 0.772255/1
predict case 50 , predict result/given label= 0.680446/1
predict case 51 , predict result/given label= 0.929177/1
predict case 52 , predict result/given label= 0.814198/1
predict case 53 , predict result/given label= 0.773984/1
predict case 54 , predict result/given label= 0.915354/1
predict case 55 , predict result/given label= 0.404405/1
predict case 56 , predict result/given label= 0.247572/1
predict case 57 , predict result/given label= 0.289046/1
predict case 58 , predict result/given label= 0.368252/1
predict case 59 , predict result/given label= 0.927786/1
predict case 60 , predict result/given label= 0.534930/1
predict case 61 , predict result/given label= 0.920343/1
predict case 62 , predict result/given label= 0.323287/1
predict case 63 , predict result/given label= 0.615846/1
predict case 64 , predict result/given label= 0.467996/1
predict case 65 , predict result/given label= 0.332024/1
predict case 66 , predict result/given label= 0.538316/1
predict case 67 , predict result/given label= 0.928017/1
predict case 68 , predict result/given label= 0.932635/1
predict case 69 , predict result/given label= 0.852062/1
predict case 70 , predict result/given label= 0.869653/1
predict case 71 , predict result/given label= 0.886351/1
predict case 72 , predict result/given label= 0.926999/1
predict case 73 , predict result/given label= 0.931022/1
predict case 74 , predict result/given label= 0.885933/1
predict case 75 , predict result/given label= 0.241123/1
predict case 76 , predict result/given label= 0.477527/1
predict case 77 , predict result/given label= 0.373888/1
predict case 78 , predict result/given label= 0.290169/1
predict case 79 , predict result/given label= 0.872356/1
predict case 80 , predict result/given label= 0.260159/1
predict case 81 , predict result/given label= 0.295725/1
predict case 82 , predict result/given label= 0.702818/1
predict case 83 , predict result/given label= 0.351252/1
predict case 84 , predict result/given label= 0.462393/1
predict case 85 , predict result/given label= 0.584198/1
predict case 86 , predict result/given label= 0.842010/1
