predict case 0 , predict result/given label= 0.396739/1
predict case 1 , predict result/given label= 0.889771/1
predict case 2 , predict result/given label= 0.369159/1
predict case 3 , predict result/given label= 0.362964/1
predict case 4 , predict result/given label= 0.716216/1
predict case 5 , predict result/given label= 0.868063/1
predict case 6 , predict result/given label= 0.928336/1
predict case 7 , predict result/given label= 0.399947/1
predict case 8 , predict result/given label= 0.909012/1
predict case 9 , predict result/given label= 0.925440/1
predict case 10 , predict result/given label= 0.360292/1
predict case 11 , predict result/given label= 0.416340/1
predict case 12 , predict result/given label= 0.384696/1
predict case 13 , predict result/given label= 0.902643/1
predict case 14 , predict result/given label= 0.211628/1
predict case 15 , predict result/given label= 0.899089/1
predict case 16 , predict result/given label= 0.264965/1
predict case 17 , predict result/given label= 0.856488/1
predict case 18 , predict result/given label= 0.520761/1
predict case 19 , predict result/given label= 0.814499/1
predict case 20 , predict result/given label= 0.528466/1
predict case 21 , predict result/given label= 0.603451/1
predict case 22 , predict result/given label= 0.684597/1
predict case 23 , predict result/given label= 0.487921/1
predict case 24 , predict result/given label= 0.924943/1
predict case 25 , predict result/given label= 0.672128/1
predict case 26 , predict result/given label= 0.608674/1
predict case 27 , predict result/given label= 0.924350/1
predict case 28 , predict result/given label= 0.820549/1
predict case 29 , predict result/given label= 0.895985/1
predict case 30 , predict result/given label= 0.424516/1
predict case 31 , predict result/given label= 0.765845/1
predict case 32 , predict result/given label= 0.421090/1
predict case 33 , predict result/given label= 0.355747/1
predict case 34 , predict result/given label= 0.306066/1
predict case 35 , predict result/given label= 0.582331/1
predict case 36 , predict result/given label= 0.928894/1
predict case 37 , predict result/given label= 0.396705/1
predict case 38 , predict result/given label= 0.712012/1
predict case 39 , predict result/given label= 0.213824/1
predict case 40 , predict result/given label= 0.508805/1
predict case 41 , predict result/given label= 0.554682/1
predict case 42 , predict result/given label= 0.381096/1
predict case 43 , predict result/given label= 0.478398/1
predict case 44 , predict result/given label= 0.925773/1
predict case 45 , predict result/given label= 0.909358/1
predict case 46 , predict result/given label= 0.843002/1
predict case 47 , predict result/given label= 0.373672/1
predict case 48 , predict result/given label= 0.543134/1
predict case 49 , predict result/given label= 0.926044/1
predict case 50 , predict result/given label= 0.450782/1
predict case 51 , predict result/given label= 0.462797/1
predict case 52 , predict result/given label= 0.320724/1
predict case 53 , predict result/given label= 0.295437/1
predict case 54 , predict result/given label= 0.826719/1
predict case 55 , predict result/given label= 0.352627/1
predict case 56 , predict result/given label= 0.369385/1
predict case 57 , predict result/given label= 0.596308/1
predict case 58 , predict result/given label= 0.890250/1
predict case 59 , predict result/given label= 0.464931/1
predict case 60 , predict result/given label= 0.914772/1
predict case 61 , predict result/given label= 0.420162/1
predict case 62 , predict result/given label= 0.931316/1
predict case 63 , predict result/given label= 0.895314/1
predict case 64 , predict result/given label= 0.928237/1
predict case 65 , predict result/given label= 0.354453/1
predict case 66 , predict result/given label= 0.397038/1
predict case 67 , predict result/given label= 0.844774/1
predict case 68 , predict result/given label= 0.869951/1
predict case 69 , predict result/given label= 0.766231/1
predict case 70 , predict result/given label= 0.596161/1
predict case 71 , predict result/given label= 0.417276/1
predict case 72 , predict result/given label= 0.713976/1
predict case 73 , predict result/given label= 0.338627/1
predict case 74 , predict result/given label= 0.419007/1
predict case 75 , predict result/given label= 0.842919/1
predict case 76 , predict result/given label= 0.878303/1
predict case 77 , predict result/given label= 0.436945/1
predict case 78 , predict result/given label= 0.347982/1
predict case 79 , predict result/given label= 0.838699/1
predict case 80 , predict result/given label= 0.274520/1
predict case 81 , predict result/given label= 0.485529/1
predict case 82 , predict result/given label= 0.407512/1
predict case 83 , predict result/given label= 0.681543/1
predict case 84 , predict result/given label= 0.851050/1
predict case 85 , predict result/given label= 0.423553/1
predict case 86 , predict result/given label= 0.505812/1
predict case 87 , predict result/given label= 0.367531/1
predict case 88 , predict result/given label= 0.851789/1
predict case 89 , predict result/given label= 0.386505/1
predict case 90 , predict result/given label= 0.890805/1
predict case 91 , predict result/given label= 0.338213/1
predict case 92 , predict result/given label= 0.878649/1
predict case 93 , predict result/given label= 0.323281/1
predict case 94 , predict result/given label= 0.415162/1
predict case 95 , predict result/given label= 0.778923/1
predict case 96 , predict result/given label= 0.669126/1
predict case 97 , predict result/given label= 0.886003/1
predict case 98 , predict result/given label= 0.760419/1
predict case 99 , predict result/given label= 0.357682/1
predict case 100 , predict result/given label= 0.267216/1
predict case 101 , predict result/given label= 0.705309/1
predict case 102 , predict result/given label= 0.850003/1
predict case 103 , predict result/given label= 0.256306/1
predict case 104 , predict result/given label= 0.392908/1
predict case 105 , predict result/given label= 0.849761/1
predict case 106 , predict result/given label= 0.622077/1
predict case 107 , predict result/given label= 0.914731/1
predict case 108 , predict result/given label= 0.371379/1
predict case 109 , predict result/given label= 0.465241/1
predict case 110 , predict result/given label= 0.441682/1
predict case 111 , predict result/given label= 0.296731/1
predict case 112 , predict result/given label= 0.395095/1
predict case 113 , predict result/given label= 0.293557/1
predict case 114 , predict result/given label= 0.432709/1
predict case 115 , predict result/given label= 0.548527/1
predict case 116 , predict result/given label= 0.914744/1
predict case 117 , predict result/given label= 0.866944/1
predict case 118 , predict result/given label= 0.871108/1
predict case 119 , predict result/given label= 0.414702/1
predict case 120 , predict result/given label= 0.845394/1
predict case 121 , predict result/given label= 0.337234/1
predict case 122 , predict result/given label= 0.313158/1
predict case 123 , predict result/given label= 0.540116/1
predict case 124 , predict result/given label= 0.791948/1
predict case 125 , predict result/given label= 0.504600/1
predict case 126 , predict result/given label= 0.320100/1
predict case 127 , predict result/given label= 0.805355/1
predict case 128 , predict result/given label= 0.831449/1
predict case 129 , predict result/given label= 0.824023/1
predict case 130 , predict result/given label= 0.695321/1
predict case 131 , predict result/given label= 0.407297/1
predict case 132 , predict result/given label= 0.852569/1
predict case 133 , predict result/given label= 0.370013/1
predict case 134 , predict result/given label= 0.409457/1
predict case 135 , predict result/given label= 0.713133/1
predict case 136 , predict result/given label= 0.937574/1
predict case 137 , predict result/given label= 0.736229/1
predict case 138 , predict result/given label= 0.364868/1
predict case 139 , predict result/given label= 0.907241/1
predict case 140 , predict result/given label= 0.236457/1
predict case 141 , predict result/given label= 0.791524/1
predict case 142 , predict result/given label= 0.292531/1
predict case 143 , predict result/given label= 0.680720/1
predict case 144 , predict result/given label= 0.344498/1
predict case 145 , predict result/given label= 0.844528/1
predict case 146 , predict result/given label= 0.924360/1
predict case 147 , predict result/given label= 0.591917/1
