predict case 0 , predict result/given label= 0.106785/1
predict case 1 , predict result/given label= 0.063060/1
predict case 2 , predict result/given label= 0.181060/1
predict case 3 , predict result/given label= 0.078369/1
predict case 4 , predict result/given label= 0.068764/1
predict case 5 , predict result/given label= 0.070464/1
predict case 6 , predict result/given label= 0.073059/1
predict case 7 , predict result/given label= 0.063429/1
predict case 8 , predict result/given label= 0.167782/1
predict case 9 , predict result/given label= 0.113890/1
predict case 10 , predict result/given label= 0.056172/1
predict case 11 , predict result/given label= 0.070538/1
predict case 12 , predict result/given label= 0.063983/1
predict case 13 , predict result/given label= 0.071060/1
predict case 14 , predict result/given label= 0.073033/1
predict case 15 , predict result/given label= 0.301365/1
predict case 16 , predict result/given label= 0.067557/1
predict case 17 , predict result/given label= 0.095404/1
predict case 18 , predict result/given label= 0.111418/1
predict case 19 , predict result/given label= 0.105721/1
predict case 20 , predict result/given label= 0.063896/1
predict case 21 , predict result/given label= 0.158420/1
predict case 22 , predict result/given label= 0.107571/1
predict case 23 , predict result/given label= 0.067296/1
predict case 24 , predict result/given label= 0.061309/1
predict case 25 , predict result/given label= 0.056467/1
predict case 26 , predict result/given label= 0.286339/1
predict case 27 , predict result/given label= 0.056172/1
predict case 28 , predict result/given label= 0.075405/1
predict case 29 , predict result/given label= 0.106785/1
predict case 30 , predict result/given label= 0.070809/1
predict case 31 , predict result/given label= 0.070146/1
predict case 32 , predict result/given label= 0.720102/1
predict case 33 , predict result/given label= 0.104177/1
predict case 34 , predict result/given label= 0.113890/1
predict case 35 , predict result/given label= 0.069510/1
predict case 36 , predict result/given label= 0.111418/1
predict case 37 , predict result/given label= 0.100549/1
predict case 38 , predict result/given label= 0.609635/1
predict case 39 , predict result/given label= 0.073033/1
predict case 40 , predict result/given label= 0.065319/1
predict case 41 , predict result/given label= 0.060933/1
predict case 42 , predict result/given label= 0.223038/1
predict case 43 , predict result/given label= 0.167782/1
predict case 44 , predict result/given label= 0.054061/1
predict case 45 , predict result/given label= 0.064646/1
predict case 46 , predict result/given label= 0.073125/1
predict case 47 , predict result/given label= 0.167782/1
predict case 48 , predict result/given label= 0.720102/1
predict case 49 , predict result/given label= 0.151417/1
predict case 50 , predict result/given label= 0.063649/1
predict case 51 , predict result/given label= 0.167782/1
predict case 52 , predict result/given label= 0.075426/1
predict case 53 , predict result/given label= 0.151417/1
predict case 54 , predict result/given label= 0.096565/1
predict case 55 , predict result/given label= 0.069775/1
predict case 56 , predict result/given label= 0.074248/1
predict case 57 , predict result/given label= 0.073972/1
predict case 58 , predict result/given label= 0.069801/1
predict case 59 , predict result/given label= 0.150856/1
predict case 60 , predict result/given label= 0.056467/1
predict case 61 , predict result/given label= 0.071584/1
predict case 62 , predict result/given label= 0.061877/1
predict case 63 , predict result/given label= 0.068250/1
predict case 64 , predict result/given label= 0.074058/1
predict case 65 , predict result/given label= 0.100549/1
predict case 66 , predict result/given label= 0.462288/1
predict case 67 , predict result/given label= 0.074163/1
predict case 68 , predict result/given label= 0.072332/1
predict case 69 , predict result/given label= 0.054061/1
predict case 70 , predict result/given label= 0.063626/1
predict case 71 , predict result/given label= 0.063983/1
predict case 72 , predict result/given label= 0.133307/1
predict case 73 , predict result/given label= 0.056467/1
predict case 74 , predict result/given label= 0.103093/1
predict case 75 , predict result/given label= 0.074075/1
predict case 76 , predict result/given label= 0.065455/1
predict case 77 , predict result/given label= 0.075363/1
predict case 78 , predict result/given label= 0.133307/1
predict case 79 , predict result/given label= 0.068764/1
predict case 80 , predict result/given label= 0.067296/1
predict case 81 , predict result/given label= 0.107571/1
predict case 82 , predict result/given label= 0.070702/1
predict case 83 , predict result/given label= 0.073059/1
predict case 84 , predict result/given label= 0.069912/1
predict case 85 , predict result/given label= 0.056183/1
predict case 86 , predict result/given label= 0.063150/1
predict case 87 , predict result/given label= 0.073033/1
predict case 88 , predict result/given label= 0.385660/1
predict case 89 , predict result/given label= 0.070702/1
predict case 90 , predict result/given label= 0.063060/1
predict case 91 , predict result/given label= 0.070538/1
predict case 92 , predict result/given label= 0.069817/1
predict case 93 , predict result/given label= 0.071584/1
predict case 94 , predict result/given label= 0.069817/1
predict case 95 , predict result/given label= 0.063060/1
predict case 96 , predict result/given label= 0.069801/1
predict case 97 , predict result/given label= 0.070548/1
predict case 98 , predict result/given label= 0.151417/1
predict case 99 , predict result/given label= 0.084352/1
predict case 100 , predict result/given label= 0.156506/1
predict case 101 , predict result/given label= 0.061444/1
predict case 102 , predict result/given label= 0.720102/1
predict case 103 , predict result/given label= 0.072332/1
predict case 104 , predict result/given label= 0.154515/1
predict case 105 , predict result/given label= 0.133307/1
predict case 106 , predict result/given label= 0.063060/1
predict case 107 , predict result/given label= 0.063429/1
predict case 108 , predict result/given label= 0.064368/1
predict case 109 , predict result/given label= 0.058203/1
predict case 110 , predict result/given label= 0.064369/1
predict case 111 , predict result/given label= 0.064368/1
predict case 112 , predict result/given label= 0.070464/1
predict case 113 , predict result/given label= 0.074075/1
predict case 114 , predict result/given label= 0.151417/1
predict case 115 , predict result/given label= 0.060800/1
predict case 116 , predict result/given label= 0.067296/1
predict case 117 , predict result/given label= 0.071819/1
predict case 118 , predict result/given label= 0.104200/1
predict case 119 , predict result/given label= 0.069855/1
predict case 120 , predict result/given label= 0.074058/1
predict case 121 , predict result/given label= 0.105402/1
predict case 122 , predict result/given label= 0.065455/1
predict case 123 , predict result/given label= 0.060933/1
predict case 124 , predict result/given label= 0.072737/1
predict case 125 , predict result/given label= 0.385660/1
predict case 126 , predict result/given label= 0.070548/1
predict case 127 , predict result/given label= 0.082128/1
predict case 128 , predict result/given label= 0.105402/1
predict case 129 , predict result/given label= 0.063983/1
predict case 130 , predict result/given label= 0.070538/1
predict case 131 , predict result/given label= 0.065319/1
predict case 132 , predict result/given label= 0.070539/0
predict case 133 , predict result/given label= 0.062498/0
predict case 134 , predict result/given label= 0.061112/0
predict case 135 , predict result/given label= 0.070454/0
predict case 136 , predict result/given label= 0.064703/0
predict case 137 , predict result/given label= 0.061425/0
predict case 138 , predict result/given label= 0.066310/0
