predict case 0 , predict result/given label= 0.542349/1
predict case 1 , predict result/given label= 0.073613/1
predict case 2 , predict result/given label= 0.262546/1
predict case 3 , predict result/given label= 0.158313/1
predict case 4 , predict result/given label= 0.250660/1
predict case 5 , predict result/given label= 0.476315/1
predict case 6 , predict result/given label= 0.195269/1
predict case 7 , predict result/given label= 0.305428/1
predict case 8 , predict result/given label= 0.629021/1
predict case 9 , predict result/given label= 0.452895/1
predict case 10 , predict result/given label= 0.564564/1
predict case 11 , predict result/given label= 0.329010/1
predict case 12 , predict result/given label= 0.300160/1
predict case 13 , predict result/given label= 0.100444/1
predict case 14 , predict result/given label= 0.195269/1
predict case 15 , predict result/given label= 0.303094/1
predict case 16 , predict result/given label= 0.100444/1
predict case 17 , predict result/given label= 0.351005/1
predict case 18 , predict result/given label= 0.287132/1
predict case 19 , predict result/given label= 0.369607/1
predict case 20 , predict result/given label= 0.072978/1
predict case 21 , predict result/given label= 0.527335/1
predict case 22 , predict result/given label= 0.121447/1
predict case 23 , predict result/given label= 0.633401/1
predict case 24 , predict result/given label= 0.555273/1
predict case 25 , predict result/given label= 0.629021/1
predict case 26 , predict result/given label= 0.757851/1
predict case 27 , predict result/given label= 0.384696/1
predict case 28 , predict result/given label= 0.182328/1
predict case 29 , predict result/given label= 0.198538/1
predict case 30 , predict result/given label= 0.648646/1
predict case 31 , predict result/given label= 0.814468/1
predict case 32 , predict result/given label= 0.648646/1
predict case 33 , predict result/given label= 0.577076/1
predict case 34 , predict result/given label= 0.452567/1
predict case 35 , predict result/given label= 0.329010/1
predict case 36 , predict result/given label= 0.578033/1
predict case 37 , predict result/given label= 0.128269/1
predict case 38 , predict result/given label= 0.228189/1
predict case 39 , predict result/given label= 0.074239/1
predict case 40 , predict result/given label= 0.074024/1
predict case 41 , predict result/given label= 0.523170/1
predict case 42 , predict result/given label= 0.554823/1
predict case 43 , predict result/given label= 0.860796/1
predict case 44 , predict result/given label= 0.549204/1
predict case 45 , predict result/given label= 0.554823/1
predict case 46 , predict result/given label= 0.620057/1
predict case 47 , predict result/given label= 0.149075/1
predict case 48 , predict result/given label= 0.337710/1
predict case 49 , predict result/given label= 0.172267/1
predict case 50 , predict result/given label= 0.378509/1
predict case 51 , predict result/given label= 0.471858/1
predict case 52 , predict result/given label= 0.660792/1
predict case 53 , predict result/given label= 0.111942/1
predict case 54 , predict result/given label= 0.074047/1
predict case 55 , predict result/given label= 0.860796/1
predict case 56 , predict result/given label= 0.267704/1
predict case 57 , predict result/given label= 0.189862/1
predict case 58 , predict result/given label= 0.494664/1
predict case 59 , predict result/given label= 0.153013/1
predict case 60 , predict result/given label= 0.158313/1
predict case 61 , predict result/given label= 0.096869/1
predict case 62 , predict result/given label= 0.111942/1
predict case 63 , predict result/given label= 0.799157/1
predict case 64 , predict result/given label= 0.358051/1
predict case 65 , predict result/given label= 0.186008/1
predict case 66 , predict result/given label= 0.351005/1
predict case 67 , predict result/given label= 0.536835/1
predict case 68 , predict result/given label= 0.371980/1
predict case 69 , predict result/given label= 0.455975/1
predict case 70 , predict result/given label= 0.195269/1
predict case 71 , predict result/given label= 0.195269/1
predict case 72 , predict result/given label= 0.182328/1
predict case 73 , predict result/given label= 0.542349/1
predict case 74 , predict result/given label= 0.100444/1
predict case 75 , predict result/given label= 0.791540/1
predict case 76 , predict result/given label= 0.490665/1
predict case 77 , predict result/given label= 0.629021/1
predict case 78 , predict result/given label= 0.597839/1
predict case 79 , predict result/given label= 0.173543/1
predict case 80 , predict result/given label= 0.206018/1
predict case 81 , predict result/given label= 0.629021/1
predict case 82 , predict result/given label= 0.071898/1
predict case 83 , predict result/given label= 0.153013/1
predict case 84 , predict result/given label= 0.144507/1
predict case 85 , predict result/given label= 0.494664/1
predict case 86 , predict result/given label= 0.493247/1
predict case 87 , predict result/given label= 0.141916/1
