predict case 0 , predict result/given label= 0.536766/1
predict case 1 , predict result/given label= 0.079289/1
predict case 2 , predict result/given label= 0.653337/1
predict case 3 , predict result/given label= 0.474805/1
predict case 4 , predict result/given label= 0.116586/1
predict case 5 , predict result/given label= 0.079289/1
predict case 6 , predict result/given label= 0.069483/1
predict case 7 , predict result/given label= 0.849728/1
predict case 8 , predict result/given label= 0.072694/1
predict case 9 , predict result/given label= 0.314709/1
predict case 10 , predict result/given label= 0.072838/1
predict case 11 , predict result/given label= 0.079595/1
predict case 12 , predict result/given label= 0.431921/1
predict case 13 , predict result/given label= 0.070655/1
predict case 14 , predict result/given label= 0.161514/1
predict case 15 , predict result/given label= 0.098233/1
predict case 16 , predict result/given label= 0.073135/1
predict case 17 , predict result/given label= 0.074578/1
predict case 18 , predict result/given label= 0.311890/1
predict case 19 , predict result/given label= 0.073100/1
predict case 20 , predict result/given label= 0.536766/1
predict case 21 , predict result/given label= 0.069479/1
predict case 22 , predict result/given label= 0.069625/1
predict case 23 , predict result/given label= 0.124294/1
predict case 24 , predict result/given label= 0.087159/1
predict case 25 , predict result/given label= 0.067324/1
predict case 26 , predict result/given label= 0.075438/1
predict case 27 , predict result/given label= 0.255232/1
predict case 28 , predict result/given label= 0.070655/1
predict case 29 , predict result/given label= 0.729873/1
predict case 30 , predict result/given label= 0.069479/1
predict case 31 , predict result/given label= 0.072651/1
predict case 32 , predict result/given label= 0.069536/1
predict case 33 , predict result/given label= 0.073110/1
predict case 34 , predict result/given label= 0.072677/1
predict case 35 , predict result/given label= 0.161514/1
predict case 36 , predict result/given label= 0.069441/1
predict case 37 , predict result/given label= 0.171025/1
predict case 38 , predict result/given label= 0.849728/1
predict case 39 , predict result/given label= 0.889393/1
predict case 40 , predict result/given label= 0.067324/1
predict case 41 , predict result/given label= 0.463220/1
predict case 42 , predict result/given label= 0.871993/1
predict case 43 , predict result/given label= 0.370106/1
predict case 44 , predict result/given label= 0.074002/1
predict case 45 , predict result/given label= 0.250823/1
predict case 46 , predict result/given label= 0.463220/1
predict case 47 , predict result/given label= 0.072433/1
predict case 48 , predict result/given label= 0.863699/1
predict case 49 , predict result/given label= 0.072903/1
predict case 50 , predict result/given label= 0.515612/1
predict case 51 , predict result/given label= 0.699648/1
predict case 52 , predict result/given label= 0.867663/1
predict case 53 , predict result/given label= 0.076247/1
predict case 54 , predict result/given label= 0.067324/1
predict case 55 , predict result/given label= 0.066074/1
predict case 56 , predict result/given label= 0.116586/1
predict case 57 , predict result/given label= 0.073239/1
predict case 58 , predict result/given label= 0.070655/1
predict case 59 , predict result/given label= 0.092126/1
predict case 60 , predict result/given label= 0.255232/1
predict case 61 , predict result/given label= 0.073239/1
predict case 62 , predict result/given label= 0.835084/1
predict case 63 , predict result/given label= 0.849728/1
predict case 64 , predict result/given label= 0.261350/1
predict case 65 , predict result/given label= 0.364475/1
predict case 66 , predict result/given label= 0.871993/1
predict case 67 , predict result/given label= 0.074333/1
predict case 68 , predict result/given label= 0.066074/1
predict case 69 , predict result/given label= 0.834044/1
predict case 70 , predict result/given label= 0.073342/1
predict case 71 , predict result/given label= 0.073765/1
predict case 72 , predict result/given label= 0.065921/1
predict case 73 , predict result/given label= 0.340419/1
predict case 74 , predict result/given label= 0.063719/1
predict case 75 , predict result/given label= 0.069609/1
predict case 76 , predict result/given label= 0.072903/1
predict case 77 , predict result/given label= 0.679589/1
predict case 78 , predict result/given label= 0.069536/1
predict case 79 , predict result/given label= 0.454084/1
predict case 80 , predict result/given label= 0.092126/1
predict case 81 , predict result/given label= 0.401137/1
predict case 82 , predict result/given label= 0.072903/1
predict case 83 , predict result/given label= 0.729873/1
predict case 84 , predict result/given label= 0.600905/1
predict case 85 , predict result/given label= 0.401137/1
predict case 86 , predict result/given label= 0.072677/1
predict case 87 , predict result/given label= 0.463220/1
predict case 88 , predict result/given label= 0.771619/1
predict case 89 , predict result/given label= 0.454084/1
predict case 90 , predict result/given label= 0.071923/1
predict case 91 , predict result/given label= 0.474805/1
predict case 92 , predict result/given label= 0.075198/1
predict case 93 , predict result/given label= 0.098233/1
predict case 94 , predict result/given label= 0.852013/1
predict case 95 , predict result/given label= 0.074880/1
predict case 96 , predict result/given label= 0.080099/1
predict case 97 , predict result/given label= 0.069609/1
predict case 98 , predict result/given label= 0.072903/1
predict case 99 , predict result/given label= 0.679589/1
predict case 100 , predict result/given label= 0.072838/1
predict case 101 , predict result/given label= 0.075198/1
predict case 102 , predict result/given label= 0.070655/1
predict case 103 , predict result/given label= 0.069625/1
predict case 104 , predict result/given label= 0.599010/1
predict case 105 , predict result/given label= 0.080215/1
predict case 106 , predict result/given label= 0.519202/1
predict case 107 , predict result/given label= 0.073057/1
predict case 108 , predict result/given label= 0.079289/1
predict case 109 , predict result/given label= 0.069625/1
predict case 110 , predict result/given label= 0.290860/1
predict case 111 , predict result/given label= 0.079289/1
predict case 112 , predict result/given label= 0.076487/1
predict case 113 , predict result/given label= 0.073100/1
predict case 114 , predict result/given label= 0.599010/1
predict case 115 , predict result/given label= 0.073135/1
predict case 116 , predict result/given label= 0.835084/1
predict case 117 , predict result/given label= 0.200312/1
predict case 118 , predict result/given label= 0.073110/1
predict case 119 , predict result/given label= 0.176750/1
predict case 120 , predict result/given label= 0.079289/1
predict case 121 , predict result/given label= 0.403257/1
predict case 122 , predict result/given label= 0.073100/1
predict case 123 , predict result/given label= 0.079595/1
predict case 124 , predict result/given label= 0.116586/1
predict case 125 , predict result/given label= 0.359980/1
predict case 126 , predict result/given label= 0.771619/1
predict case 127 , predict result/given label= 0.157193/1
predict case 128 , predict result/given label= 0.519202/1
predict case 129 , predict result/given label= 0.069536/1
predict case 130 , predict result/given label= 0.236460/1
predict case 131 , predict result/given label= 0.074333/1
predict case 132 , predict result/given label= 0.478994/0
predict case 133 , predict result/given label= 0.077318/0
predict case 134 , predict result/given label= 0.067323/0
predict case 135 , predict result/given label= 0.072121/0
predict case 136 , predict result/given label= 0.599740/0
predict case 137 , predict result/given label= 0.835592/0
predict case 138 , predict result/given label= 0.072501/0
predict case 139 , predict result/given label= 0.072552/0
predict case 140 , predict result/given label= 0.070165/0
predict case 141 , predict result/given label= 0.605854/0
predict case 142 , predict result/given label= 0.074334/0
predict case 143 , predict result/given label= 0.073160/0
predict case 144 , predict result/given label= 0.594419/0
predict case 145 , predict result/given label= 0.065901/0
predict case 146 , predict result/given label= 0.068868/0
predict case 147 , predict result/given label= 0.339191/0
predict case 148 , predict result/given label= 0.459149/0
predict case 149 , predict result/given label= 0.175212/0
predict case 150 , predict result/given label= 0.068866/0
predict case 151 , predict result/given label= 0.065911/0
predict case 152 , predict result/given label= 0.194888/0
predict case 153 , predict result/given label= 0.063640/0
predict case 154 , predict result/given label= 0.434074/0
predict case 155 , predict result/given label= 0.294472/0
predict case 156 , predict result/given label= 0.070324/0
predict case 157 , predict result/given label= 0.092020/0
predict case 158 , predict result/given label= 0.198733/0
predict case 159 , predict result/given label= 0.478994/0
predict case 160 , predict result/given label= 0.072139/0
predict case 161 , predict result/given label= 0.064294/0
predict case 162 , predict result/given label= 0.072140/0
predict case 163 , predict result/given label= 0.067600/0
predict case 164 , predict result/given label= 0.067567/0
predict case 165 , predict result/given label= 0.066496/0
predict case 166 , predict result/given label= 0.071356/0
predict case 167 , predict result/given label= 0.099729/0
predict case 168 , predict result/given label= 0.075030/0
predict case 169 , predict result/given label= 0.072841/0
predict case 170 , predict result/given label= 0.060952/0
predict case 171 , predict result/given label= 0.077318/0
predict case 172 , predict result/given label= 0.164911/0
predict case 173 , predict result/given label= 0.073160/0
predict case 174 , predict result/given label= 0.072501/0
predict case 175 , predict result/given label= 0.092020/0
predict case 176 , predict result/given label= 0.312841/0
predict case 177 , predict result/given label= 0.076126/0
predict case 178 , predict result/given label= 0.854739/0
predict case 179 , predict result/given label= 0.068011/0
predict case 180 , predict result/given label= 0.131335/0
predict case 181 , predict result/given label= 0.077318/0
predict case 182 , predict result/given label= 0.320736/0
predict case 183 , predict result/given label= 0.070992/0
predict case 184 , predict result/given label= 0.312841/0
predict case 185 , predict result/given label= 0.072142/0
predict case 186 , predict result/given label= 0.072113/0
predict case 187 , predict result/given label= 0.069168/0
predict case 188 , predict result/given label= 0.070366/0
predict case 189 , predict result/given label= 0.067600/0
predict case 190 , predict result/given label= 0.320736/0
predict case 191 , predict result/given label= 0.712113/0
predict case 192 , predict result/given label= 0.067567/0
predict case 193 , predict result/given label= 0.072665/0
predict case 194 , predict result/given label= 0.066656/0
predict case 195 , predict result/given label= 0.131335/0
predict case 196 , predict result/given label= 0.067892/0
predict case 197 , predict result/given label= 0.594419/0
predict case 198 , predict result/given label= 0.195772/0
predict case 199 , predict result/given label= 0.075144/0
predict case 200 , predict result/given label= 0.163998/0
predict case 201 , predict result/given label= 0.170765/0
predict case 202 , predict result/given label= 0.070035/0
predict case 203 , predict result/given label= 0.306303/0
predict case 204 , predict result/given label= 0.067787/0
