predict case 0 , predict result/given label= 0.303836/1
predict case 1 , predict result/given label= 0.079792/1
predict case 2 , predict result/given label= 0.076394/1
predict case 3 , predict result/given label= 0.071373/1
predict case 4 , predict result/given label= 0.095020/1
predict case 5 , predict result/given label= 0.116529/1
predict case 6 , predict result/given label= 0.273639/1
predict case 7 , predict result/given label= 0.112450/1
predict case 8 , predict result/given label= 0.733000/1
predict case 9 , predict result/given label= 0.286928/1
predict case 10 , predict result/given label= 0.079792/1
predict case 11 , predict result/given label= 0.166986/1
predict case 12 , predict result/given label= 0.215366/1
predict case 13 , predict result/given label= 0.510541/1
predict case 14 , predict result/given label= 0.290414/1
predict case 15 , predict result/given label= 0.126124/1
predict case 16 , predict result/given label= 0.502987/1
predict case 17 , predict result/given label= 0.281286/1
predict case 18 , predict result/given label= 0.741844/1
predict case 19 , predict result/given label= 0.565953/1
predict case 20 , predict result/given label= 0.257183/1
predict case 21 , predict result/given label= 0.073138/1
predict case 22 , predict result/given label= 0.171857/1
predict case 23 , predict result/given label= 0.139037/1
predict case 24 , predict result/given label= 0.340146/1
predict case 25 , predict result/given label= 0.212342/1
predict case 26 , predict result/given label= 0.070277/1
predict case 27 , predict result/given label= 0.660309/1
predict case 28 , predict result/given label= 0.545805/1
predict case 29 , predict result/given label= 0.257715/1
predict case 30 , predict result/given label= 0.094330/1
predict case 31 , predict result/given label= 0.176984/1
predict case 32 , predict result/given label= 0.273639/1
predict case 33 , predict result/given label= 0.280560/1
predict case 34 , predict result/given label= 0.202497/1
predict case 35 , predict result/given label= 0.113789/1
predict case 36 , predict result/given label= 0.349471/1
predict case 37 , predict result/given label= 0.070277/1
predict case 38 , predict result/given label= 0.280560/1
predict case 39 , predict result/given label= 0.449800/1
predict case 40 , predict result/given label= 0.081177/1
predict case 41 , predict result/given label= 0.172228/1
predict case 42 , predict result/given label= 0.367687/1
predict case 43 , predict result/given label= 0.126124/1
predict case 44 , predict result/given label= 0.175376/1
predict case 45 , predict result/given label= 0.316373/1
predict case 46 , predict result/given label= 0.217418/1
predict case 47 , predict result/given label= 0.073744/1
predict case 48 , predict result/given label= 0.400720/1
predict case 49 , predict result/given label= 0.175376/1
predict case 50 , predict result/given label= 0.371347/1
predict case 51 , predict result/given label= 0.113789/1
predict case 52 , predict result/given label= 0.451402/1
predict case 53 , predict result/given label= 0.150442/1
predict case 54 , predict result/given label= 0.081177/1
predict case 55 , predict result/given label= 0.075202/1
predict case 56 , predict result/given label= 0.273639/1
predict case 57 , predict result/given label= 0.168610/1
predict case 58 , predict result/given label= 0.550610/1
predict case 59 , predict result/given label= 0.392000/1
predict case 60 , predict result/given label= 0.075625/1
predict case 61 , predict result/given label= 0.281286/1
predict case 62 , predict result/given label= 0.668371/1
predict case 63 , predict result/given label= 0.134668/1
predict case 64 , predict result/given label= 0.073622/1
predict case 65 , predict result/given label= 0.367687/1
predict case 66 , predict result/given label= 0.565953/1
predict case 67 , predict result/given label= 0.485198/1
predict case 68 , predict result/given label= 0.148030/1
predict case 69 , predict result/given label= 0.158640/1
predict case 70 , predict result/given label= 0.522378/1
