predict case 0 , predict result/given label= 0.132041/1
predict case 1 , predict result/given label= 0.348658/1
predict case 2 , predict result/given label= 0.570511/1
predict case 3 , predict result/given label= 0.753846/1
predict case 4 , predict result/given label= 0.385894/1
predict case 5 , predict result/given label= 0.211409/1
predict case 6 , predict result/given label= 0.876884/1
predict case 7 , predict result/given label= 0.483397/1
predict case 8 , predict result/given label= 0.369125/1
predict case 9 , predict result/given label= 0.237033/1
predict case 10 , predict result/given label= 0.705108/1
predict case 11 , predict result/given label= 0.873247/1
predict case 12 , predict result/given label= 0.821298/1
predict case 13 , predict result/given label= 0.608367/1
predict case 14 , predict result/given label= 0.230900/1
predict case 15 , predict result/given label= 0.411281/1
predict case 16 , predict result/given label= 0.504906/1
predict case 17 , predict result/given label= 0.074798/1
predict case 18 , predict result/given label= 0.857043/1
predict case 19 , predict result/given label= 0.345009/1
predict case 20 , predict result/given label= 0.598967/1
predict case 21 , predict result/given label= 0.158700/1
predict case 22 , predict result/given label= 0.646508/1
predict case 23 , predict result/given label= 0.422518/1
predict case 24 , predict result/given label= 0.195540/1
predict case 25 , predict result/given label= 0.697359/1
predict case 26 , predict result/given label= 0.745395/1
predict case 27 , predict result/given label= 0.786682/1
predict case 28 , predict result/given label= 0.692953/1
predict case 29 , predict result/given label= 0.248076/1
predict case 30 , predict result/given label= 0.660856/1
predict case 31 , predict result/given label= 0.724120/1
predict case 32 , predict result/given label= 0.471366/1
predict case 33 , predict result/given label= 0.682593/1
predict case 34 , predict result/given label= 0.414933/1
predict case 35 , predict result/given label= 0.880297/1
predict case 36 , predict result/given label= 0.746185/1
predict case 37 , predict result/given label= 0.813566/1
predict case 38 , predict result/given label= 0.864998/1
predict case 39 , predict result/given label= 0.798904/1
predict case 40 , predict result/given label= 0.796303/1
predict case 41 , predict result/given label= 0.662498/1
predict case 42 , predict result/given label= 0.503875/1
predict case 43 , predict result/given label= 0.861147/1
predict case 44 , predict result/given label= 0.694649/1
predict case 45 , predict result/given label= 0.080858/1
predict case 46 , predict result/given label= 0.392142/1
predict case 47 , predict result/given label= 0.621945/1
predict case 48 , predict result/given label= 0.633329/1
predict case 49 , predict result/given label= 0.574170/1
predict case 50 , predict result/given label= 0.771464/1
predict case 51 , predict result/given label= 0.492250/1
predict case 52 , predict result/given label= 0.876218/1
predict case 53 , predict result/given label= 0.183485/1
predict case 54 , predict result/given label= 0.479387/1
predict case 55 , predict result/given label= 0.299809/1
predict case 56 , predict result/given label= 0.131501/1
predict case 57 , predict result/given label= 0.214809/1
predict case 58 , predict result/given label= 0.817701/1
predict case 59 , predict result/given label= 0.102052/1
predict case 60 , predict result/given label= 0.503027/1
predict case 61 , predict result/given label= 0.715059/1
predict case 62 , predict result/given label= 0.256529/1
predict case 63 , predict result/given label= 0.728816/1
predict case 64 , predict result/given label= 0.074784/1
predict case 65 , predict result/given label= 0.805916/1
predict case 66 , predict result/given label= 0.174061/1
predict case 67 , predict result/given label= 0.494186/1
predict case 68 , predict result/given label= 0.186581/1
predict case 69 , predict result/given label= 0.378249/1
predict case 70 , predict result/given label= 0.677089/1
predict case 71 , predict result/given label= 0.247387/1
predict case 72 , predict result/given label= 0.524154/1
predict case 73 , predict result/given label= 0.500450/1
predict case 74 , predict result/given label= 0.164611/1
predict case 75 , predict result/given label= 0.597862/1
predict case 76 , predict result/given label= 0.079469/1
predict case 77 , predict result/given label= 0.826319/1
predict case 78 , predict result/given label= 0.677695/1
predict case 79 , predict result/given label= 0.258008/1
predict case 80 , predict result/given label= 0.863366/1
predict case 81 , predict result/given label= 0.510531/1
predict case 82 , predict result/given label= 0.530475/1
predict case 83 , predict result/given label= 0.744904/1
predict case 84 , predict result/given label= 0.903933/1
predict case 85 , predict result/given label= 0.736031/1
predict case 86 , predict result/given label= 0.836377/1
predict case 87 , predict result/given label= 0.626899/1
predict case 88 , predict result/given label= 0.781424/1
predict case 89 , predict result/given label= 0.500140/1
predict case 90 , predict result/given label= 0.471000/1
predict case 91 , predict result/given label= 0.470275/1
predict case 92 , predict result/given label= 0.749500/1
predict case 93 , predict result/given label= 0.457016/1
predict case 94 , predict result/given label= 0.408077/1
predict case 95 , predict result/given label= 0.237888/1
predict case 96 , predict result/given label= 0.607616/1
predict case 97 , predict result/given label= 0.826480/1
predict case 98 , predict result/given label= 0.677600/1
predict case 99 , predict result/given label= 0.472418/1
predict case 100 , predict result/given label= 0.824892/1
predict case 101 , predict result/given label= 0.708813/1
predict case 102 , predict result/given label= 0.871194/1
predict case 103 , predict result/given label= 0.576336/1
predict case 104 , predict result/given label= 0.908374/1
predict case 105 , predict result/given label= 0.663372/1
predict case 106 , predict result/given label= 0.074819/1
predict case 107 , predict result/given label= 0.771257/1
predict case 108 , predict result/given label= 0.215468/1
predict case 109 , predict result/given label= 0.636017/1
predict case 110 , predict result/given label= 0.470528/1
predict case 111 , predict result/given label= 0.867221/1
predict case 112 , predict result/given label= 0.577376/1
predict case 113 , predict result/given label= 0.651820/1
predict case 114 , predict result/given label= 0.789821/1
predict case 115 , predict result/given label= 0.878584/1
predict case 116 , predict result/given label= 0.523814/1
predict case 117 , predict result/given label= 0.927565/1
predict case 118 , predict result/given label= 0.704779/1
predict case 119 , predict result/given label= 0.198519/1
predict case 120 , predict result/given label= 0.080718/1
predict case 121 , predict result/given label= 0.633391/1
predict case 122 , predict result/given label= 0.074818/1
predict case 123 , predict result/given label= 0.470230/1
predict case 124 , predict result/given label= 0.698471/1
predict case 125 , predict result/given label= 0.139959/1
predict case 126 , predict result/given label= 0.423889/1
predict case 127 , predict result/given label= 0.766130/1
predict case 128 , predict result/given label= 0.575028/1
predict case 129 , predict result/given label= 0.741231/1
predict case 130 , predict result/given label= 0.907036/1
predict case 131 , predict result/given label= 0.503657/1
predict case 132 , predict result/given label= 0.858928/1
predict case 133 , predict result/given label= 0.432879/1
predict case 134 , predict result/given label= 0.659356/1
predict case 135 , predict result/given label= 0.406968/1
predict case 136 , predict result/given label= 0.170440/1
predict case 137 , predict result/given label= 0.590779/1
predict case 138 , predict result/given label= 0.313930/1
predict case 139 , predict result/given label= 0.375190/1
predict case 140 , predict result/given label= 0.074508/1
predict case 141 , predict result/given label= 0.435427/1
