predict case 0 , predict result/given label= 0.557488/1
predict case 1 , predict result/given label= 0.450227/1
predict case 2 , predict result/given label= 0.848395/1
predict case 3 , predict result/given label= 0.614970/1
predict case 4 , predict result/given label= 0.859365/1
predict case 5 , predict result/given label= 0.216234/1
predict case 6 , predict result/given label= 0.408824/1
predict case 7 , predict result/given label= 0.585925/1
predict case 8 , predict result/given label= 0.877001/1
predict case 9 , predict result/given label= 0.841737/1
predict case 10 , predict result/given label= 0.869844/1
predict case 11 , predict result/given label= 0.809587/1
predict case 12 , predict result/given label= 0.373130/1
predict case 13 , predict result/given label= 0.257999/1
predict case 14 , predict result/given label= 0.319105/1
predict case 15 , predict result/given label= 0.917316/1
predict case 16 , predict result/given label= 0.529610/1
predict case 17 , predict result/given label= 0.632913/1
predict case 18 , predict result/given label= 0.879542/1
predict case 19 , predict result/given label= 0.268420/1
predict case 20 , predict result/given label= 0.847130/1
predict case 21 , predict result/given label= 0.751126/1
predict case 22 , predict result/given label= 0.513073/1
predict case 23 , predict result/given label= 0.529502/1
predict case 24 , predict result/given label= 0.789599/1
predict case 25 , predict result/given label= 0.906865/1
predict case 26 , predict result/given label= 0.825561/1
predict case 27 , predict result/given label= 0.927957/1
predict case 28 , predict result/given label= 0.625084/1
predict case 29 , predict result/given label= 0.596603/1
predict case 30 , predict result/given label= 0.916348/1
predict case 31 , predict result/given label= 0.376985/1
predict case 32 , predict result/given label= 0.342630/1
predict case 33 , predict result/given label= 0.440041/1
predict case 34 , predict result/given label= 0.709761/1
predict case 35 , predict result/given label= 0.684586/1
predict case 36 , predict result/given label= 0.863143/1
predict case 37 , predict result/given label= 0.291533/1
predict case 38 , predict result/given label= 0.549742/1
predict case 39 , predict result/given label= 0.891592/1
predict case 40 , predict result/given label= 0.896621/1
predict case 41 , predict result/given label= 0.483407/1
predict case 42 , predict result/given label= 0.562640/1
predict case 43 , predict result/given label= 0.659310/1
predict case 44 , predict result/given label= 0.923800/1
predict case 45 , predict result/given label= 0.671233/1
predict case 46 , predict result/given label= 0.270935/1
predict case 47 , predict result/given label= 0.402280/1
