predict case 0 , predict result/given label= 0.449970/1
predict case 1 , predict result/given label= 0.063031/1
predict case 2 , predict result/given label= 0.059411/1
predict case 3 , predict result/given label= 0.065427/1
predict case 4 , predict result/given label= 0.071345/1
predict case 5 , predict result/given label= 0.068751/1
predict case 6 , predict result/given label= 0.062290/1
predict case 7 , predict result/given label= 0.072846/1
predict case 8 , predict result/given label= 0.052580/1
predict case 9 , predict result/given label= 0.069175/1
predict case 10 , predict result/given label= 0.164208/1
predict case 11 , predict result/given label= 0.062613/1
predict case 12 , predict result/given label= 0.064708/1
predict case 13 , predict result/given label= 0.375421/1
predict case 14 , predict result/given label= 0.340006/1
predict case 15 , predict result/given label= 0.068717/1
predict case 16 , predict result/given label= 0.066476/0
predict case 17 , predict result/given label= 0.088926/0
predict case 18 , predict result/given label= 0.113406/0
predict case 19 , predict result/given label= 0.059926/0
predict case 20 , predict result/given label= 0.157122/0
predict case 21 , predict result/given label= 0.088436/0
predict case 22 , predict result/given label= 0.099073/0
predict case 23 , predict result/given label= 0.064387/0
predict case 24 , predict result/given label= 0.372606/0
predict case 25 , predict result/given label= 0.050839/0
predict case 26 , predict result/given label= 0.063436/0
predict case 27 , predict result/given label= 0.068485/0
predict case 28 , predict result/given label= 0.074968/0
predict case 29 , predict result/given label= 0.057880/0
predict case 30 , predict result/given label= 0.070501/0
predict case 31 , predict result/given label= 0.061277/0
