predict case 0 , predict result/given label= 0.933223/1
predict case 1 , predict result/given label= 0.810736/1
predict case 2 , predict result/given label= 0.548784/1
predict case 3 , predict result/given label= 0.848005/1
predict case 4 , predict result/given label= 0.928309/1
predict case 5 , predict result/given label= 0.932487/1
predict case 6 , predict result/given label= 0.845379/1
predict case 7 , predict result/given label= 0.320569/1
predict case 8 , predict result/given label= 0.908155/1
predict case 9 , predict result/given label= 0.754479/1
predict case 10 , predict result/given label= 0.309361/1
predict case 11 , predict result/given label= 0.650018/1
predict case 12 , predict result/given label= 0.361323/1
predict case 13 , predict result/given label= 0.178743/1
predict case 14 , predict result/given label= 0.466530/1
predict case 15 , predict result/given label= 0.927807/1
predict case 16 , predict result/given label= 0.929160/1
predict case 17 , predict result/given label= 0.925625/1
predict case 18 , predict result/given label= 0.267296/1
predict case 19 , predict result/given label= 0.780020/1
predict case 20 , predict result/given label= 0.405797/1
predict case 21 , predict result/given label= 0.358499/1
predict case 22 , predict result/given label= 0.759059/1
predict case 23 , predict result/given label= 0.385303/1
predict case 24 , predict result/given label= 0.933640/1
predict case 25 , predict result/given label= 0.790265/1
predict case 26 , predict result/given label= 0.805144/1
predict case 27 , predict result/given label= 0.804600/1
predict case 28 , predict result/given label= 0.930337/1
predict case 29 , predict result/given label= 0.521074/1
predict case 30 , predict result/given label= 0.394489/1
predict case 31 , predict result/given label= 0.655290/1
predict case 32 , predict result/given label= 0.336457/1
predict case 33 , predict result/given label= 0.689565/1
predict case 34 , predict result/given label= 0.702055/1
predict case 35 , predict result/given label= 0.621682/1
predict case 36 , predict result/given label= 0.914674/1
predict case 37 , predict result/given label= 0.925924/1
predict case 38 , predict result/given label= 0.933448/1
predict case 39 , predict result/given label= 0.739833/1
predict case 40 , predict result/given label= 0.919422/1
predict case 41 , predict result/given label= 0.379224/1
predict case 42 , predict result/given label= 0.868229/1
predict case 43 , predict result/given label= 0.925140/1
predict case 44 , predict result/given label= 0.235964/1
predict case 45 , predict result/given label= 0.408124/1
predict case 46 , predict result/given label= 0.924443/1
predict case 47 , predict result/given label= 0.925259/1
predict case 48 , predict result/given label= 0.851188/1
predict case 49 , predict result/given label= 0.605820/1
predict case 50 , predict result/given label= 0.927870/1
predict case 51 , predict result/given label= 0.424152/1
predict case 52 , predict result/given label= 0.861572/1
predict case 53 , predict result/given label= 0.294351/1
predict case 54 , predict result/given label= 0.920665/1
predict case 55 , predict result/given label= 0.924224/1
predict case 56 , predict result/given label= 0.390893/1
predict case 57 , predict result/given label= 0.793288/1
predict case 58 , predict result/given label= 0.925621/1
predict case 59 , predict result/given label= 0.831092/1
predict case 60 , predict result/given label= 0.925399/1
predict case 61 , predict result/given label= 0.926752/1
predict case 62 , predict result/given label= 0.281205/1
predict case 63 , predict result/given label= 0.624519/1
predict case 64 , predict result/given label= 0.780020/1
predict case 65 , predict result/given label= 0.865652/1
predict case 66 , predict result/given label= 0.343217/1
predict case 67 , predict result/given label= 0.926407/1
predict case 68 , predict result/given label= 0.379581/1
predict case 69 , predict result/given label= 0.319374/1
predict case 70 , predict result/given label= 0.629869/1
predict case 71 , predict result/given label= 0.930149/1
predict case 72 , predict result/given label= 0.425358/1
predict case 73 , predict result/given label= 0.803226/1
predict case 74 , predict result/given label= 0.417621/1
predict case 75 , predict result/given label= 0.681336/1
predict case 76 , predict result/given label= 0.894444/1
predict case 77 , predict result/given label= 0.565321/1
predict case 78 , predict result/given label= 0.711102/1
predict case 79 , predict result/given label= 0.741813/1
predict case 80 , predict result/given label= 0.258694/1
predict case 81 , predict result/given label= 0.362824/1
predict case 82 , predict result/given label= 0.304817/1
predict case 83 , predict result/given label= 0.930355/1
predict case 84 , predict result/given label= 0.477956/1
predict case 85 , predict result/given label= 0.927719/1
predict case 86 , predict result/given label= 0.920164/1
predict case 87 , predict result/given label= 0.759034/1
predict case 88 , predict result/given label= 0.599698/1
predict case 89 , predict result/given label= 0.699000/1
predict case 90 , predict result/given label= 0.924096/1
predict case 91 , predict result/given label= 0.927468/1
predict case 92 , predict result/given label= 0.924662/1
predict case 93 , predict result/given label= 0.389070/1
predict case 94 , predict result/given label= 0.928541/1
predict case 95 , predict result/given label= 0.644729/1
predict case 96 , predict result/given label= 0.784028/1
predict case 97 , predict result/given label= 0.904961/1
predict case 98 , predict result/given label= 0.412948/1
predict case 99 , predict result/given label= 0.916684/1
predict case 100 , predict result/given label= 0.817327/1
predict case 101 , predict result/given label= 0.769690/1
predict case 102 , predict result/given label= 0.899950/1
predict case 103 , predict result/given label= 0.681021/1
predict case 104 , predict result/given label= 0.937085/1
predict case 105 , predict result/given label= 0.360470/1
predict case 106 , predict result/given label= 0.880888/1
predict case 107 , predict result/given label= 0.200353/1
predict case 108 , predict result/given label= 0.551057/1
predict case 109 , predict result/given label= 0.920510/1
predict case 110 , predict result/given label= 0.841088/1
predict case 111 , predict result/given label= 0.929828/1
predict case 112 , predict result/given label= 0.928041/1
predict case 113 , predict result/given label= 0.906137/1
predict case 114 , predict result/given label= 0.677552/1
predict case 115 , predict result/given label= 0.374792/1
predict case 116 , predict result/given label= 0.476054/1
predict case 117 , predict result/given label= 0.924600/1
predict case 118 , predict result/given label= 0.178743/1
predict case 119 , predict result/given label= 0.361927/1
predict case 120 , predict result/given label= 0.881767/1
predict case 121 , predict result/given label= 0.258421/1
predict case 122 , predict result/given label= 0.926348/1
predict case 123 , predict result/given label= 0.325665/1
predict case 124 , predict result/given label= 0.309798/1
predict case 125 , predict result/given label= 0.868706/1
predict case 126 , predict result/given label= 0.248287/1
predict case 127 , predict result/given label= 0.443504/1
predict case 128 , predict result/given label= 0.328689/1
predict case 129 , predict result/given label= 0.928669/1
predict case 130 , predict result/given label= 0.787076/1
predict case 131 , predict result/given label= 0.891335/1
predict case 132 , predict result/given label= 0.769195/1
predict case 133 , predict result/given label= 0.435389/1
predict case 134 , predict result/given label= 0.717830/1
predict case 135 , predict result/given label= 0.929785/1
predict case 136 , predict result/given label= 0.662917/1
predict case 137 , predict result/given label= 0.245098/1
predict case 138 , predict result/given label= 0.550006/1
predict case 139 , predict result/given label= 0.934828/1
predict case 140 , predict result/given label= 0.793736/1
predict case 141 , predict result/given label= 0.776453/1
predict case 142 , predict result/given label= 0.376815/1
predict case 143 , predict result/given label= 0.309545/1
predict case 144 , predict result/given label= 0.669707/1
