predict case 0 , predict result/given label= 0.132321/1
predict case 1 , predict result/given label= 0.074708/1
predict case 2 , predict result/given label= 0.063556/1
predict case 3 , predict result/given label= 0.072831/1
predict case 4 , predict result/given label= 0.465278/1
predict case 5 , predict result/given label= 0.070895/1
predict case 6 , predict result/given label= 0.066769/1
predict case 7 , predict result/given label= 0.530411/1
predict case 8 , predict result/given label= 0.073598/1
predict case 9 , predict result/given label= 0.120484/1
predict case 10 , predict result/given label= 0.063605/1
predict case 11 , predict result/given label= 0.152427/1
predict case 12 , predict result/given label= 0.262593/1
predict case 13 , predict result/given label= 0.132150/1
predict case 14 , predict result/given label= 0.091685/1
predict case 15 , predict result/given label= 0.331753/1
predict case 16 , predict result/given label= 0.080293/1
predict case 17 , predict result/given label= 0.068127/1
predict case 18 , predict result/given label= 0.194303/1
predict case 19 , predict result/given label= 0.218986/1
predict case 20 , predict result/given label= 0.082511/1
predict case 21 , predict result/given label= 0.348066/1
predict case 22 , predict result/given label= 0.070176/1
predict case 23 , predict result/given label= 0.486512/1
predict case 24 , predict result/given label= 0.072183/1
predict case 25 , predict result/given label= 0.070298/1
predict case 26 , predict result/given label= 0.530352/1
predict case 27 , predict result/given label= 0.122011/1
predict case 28 , predict result/given label= 0.062418/1
predict case 29 , predict result/given label= 0.157661/1
predict case 30 , predict result/given label= 0.075830/1
predict case 31 , predict result/given label= 0.174128/1
predict case 32 , predict result/given label= 0.075582/1
predict case 33 , predict result/given label= 0.072810/1
predict case 34 , predict result/given label= 0.069295/1
predict case 35 , predict result/given label= 0.069918/1
predict case 36 , predict result/given label= 0.208415/0
predict case 37 , predict result/given label= 0.209282/0
predict case 38 , predict result/given label= 0.068090/0
predict case 39 , predict result/given label= 0.064611/0
predict case 40 , predict result/given label= 0.078708/0
predict case 41 , predict result/given label= 0.075911/0
predict case 42 , predict result/given label= 0.063586/0
predict case 43 , predict result/given label= 0.075843/0
predict case 44 , predict result/given label= 0.068923/0
predict case 45 , predict result/given label= 0.068533/0
predict case 46 , predict result/given label= 0.201178/0
predict case 47 , predict result/given label= 0.070328/0
predict case 48 , predict result/given label= 0.113352/0
predict case 49 , predict result/given label= 0.075303/0
predict case 50 , predict result/given label= 0.061804/0
predict case 51 , predict result/given label= 0.072693/0
predict case 52 , predict result/given label= 0.074718/0
predict case 53 , predict result/given label= 0.061811/0
predict case 54 , predict result/given label= 0.157302/0
predict case 55 , predict result/given label= 0.061436/0
predict case 56 , predict result/given label= 0.120689/0
predict case 57 , predict result/given label= 0.072922/0
predict case 58 , predict result/given label= 0.070296/0
predict case 59 , predict result/given label= 0.072792/0
predict case 60 , predict result/given label= 0.075910/0
predict case 61 , predict result/given label= 0.068532/0
predict case 62 , predict result/given label= 0.070730/0
predict case 63 , predict result/given label= 0.072921/0
predict case 64 , predict result/given label= 0.268723/0
predict case 65 , predict result/given label= 0.079533/0
predict case 66 , predict result/given label= 0.069259/0
predict case 67 , predict result/given label= 0.082446/0
predict case 68 , predict result/given label= 0.073586/0
predict case 69 , predict result/given label= 0.066036/0
predict case 70 , predict result/given label= 0.075629/0
predict case 71 , predict result/given label= 0.071437/0
