predict case 0 , predict result/given label= 0.691446/1
predict case 1 , predict result/given label= 0.321934/1
predict case 2 , predict result/given label= 0.271068/1
predict case 3 , predict result/given label= 0.350723/1
predict case 4 , predict result/given label= 0.849842/1
predict case 5 , predict result/given label= 0.577435/1
predict case 6 , predict result/given label= 0.696681/1
predict case 7 , predict result/given label= 0.284924/1
predict case 8 , predict result/given label= 0.275065/1
predict case 9 , predict result/given label= 0.689911/1
predict case 10 , predict result/given label= 0.834213/1
predict case 11 , predict result/given label= 0.462552/1
predict case 12 , predict result/given label= 0.733297/1
predict case 13 , predict result/given label= 0.775666/1
predict case 14 , predict result/given label= 0.400725/1
predict case 15 , predict result/given label= 0.677110/1
predict case 16 , predict result/given label= 0.453769/1
predict case 17 , predict result/given label= 0.378682/1
predict case 18 , predict result/given label= 0.776877/1
predict case 19 , predict result/given label= 0.486161/1
predict case 20 , predict result/given label= 0.827161/1
predict case 21 , predict result/given label= 0.697107/1
predict case 22 , predict result/given label= 0.724367/1
predict case 23 , predict result/given label= 0.840331/1
predict case 24 , predict result/given label= 0.843923/1
predict case 25 , predict result/given label= 0.555176/1
predict case 26 , predict result/given label= 0.639725/1
predict case 27 , predict result/given label= 0.568792/1
predict case 28 , predict result/given label= 0.424103/1
predict case 29 , predict result/given label= 0.559341/1
predict case 30 , predict result/given label= 0.241904/1
predict case 31 , predict result/given label= 0.494176/1
predict case 32 , predict result/given label= 0.598511/1
predict case 33 , predict result/given label= 0.580123/1
predict case 34 , predict result/given label= 0.736267/1
predict case 35 , predict result/given label= 0.300917/1
predict case 36 , predict result/given label= 0.896521/1
predict case 37 , predict result/given label= 0.764012/1
predict case 38 , predict result/given label= 0.856055/1
predict case 39 , predict result/given label= 0.640421/1
predict case 40 , predict result/given label= 0.926840/1
predict case 41 , predict result/given label= 0.373860/1
predict case 42 , predict result/given label= 0.535578/1
predict case 43 , predict result/given label= 0.203361/1
predict case 44 , predict result/given label= 0.887246/1
predict case 45 , predict result/given label= 0.926645/1
predict case 46 , predict result/given label= 0.697749/1
predict case 47 , predict result/given label= 0.347294/1
predict case 48 , predict result/given label= 0.375676/1
predict case 49 , predict result/given label= 0.235048/1
predict case 50 , predict result/given label= 0.635959/1
predict case 51 , predict result/given label= 0.413486/1
predict case 52 , predict result/given label= 0.760678/1
predict case 53 , predict result/given label= 0.871982/1
predict case 54 , predict result/given label= 0.408867/1
predict case 55 , predict result/given label= 0.399177/1
predict case 56 , predict result/given label= 0.757780/1
predict case 57 , predict result/given label= 0.387014/1
predict case 58 , predict result/given label= 0.805235/1
predict case 59 , predict result/given label= 0.585348/1
predict case 60 , predict result/given label= 0.843617/1
predict case 61 , predict result/given label= 0.214256/1
predict case 62 , predict result/given label= 0.587366/1
