predict case 0 , predict result/given label= 0.772703/1
predict case 1 , predict result/given label= 0.300086/1
predict case 2 , predict result/given label= 0.795905/1
predict case 3 , predict result/given label= 0.855317/1
predict case 4 , predict result/given label= 0.764712/1
predict case 5 , predict result/given label= 0.925691/1
predict case 6 , predict result/given label= 0.693904/1
predict case 7 , predict result/given label= 0.451672/1
predict case 8 , predict result/given label= 0.811602/1
predict case 9 , predict result/given label= 0.602432/1
predict case 10 , predict result/given label= 0.584241/1
predict case 11 , predict result/given label= 0.252113/1
predict case 12 , predict result/given label= 0.299098/1
predict case 13 , predict result/given label= 0.733065/1
predict case 14 , predict result/given label= 0.475507/1
predict case 15 , predict result/given label= 0.601022/1
predict case 16 , predict result/given label= 0.798613/1
predict case 17 , predict result/given label= 0.562088/1
predict case 18 , predict result/given label= 0.528813/1
predict case 19 , predict result/given label= 0.340110/1
predict case 20 , predict result/given label= 0.447745/1
predict case 21 , predict result/given label= 0.484793/1
predict case 22 , predict result/given label= 0.856529/1
predict case 23 , predict result/given label= 0.546527/1
predict case 24 , predict result/given label= 0.209260/1
predict case 25 , predict result/given label= 0.396556/1
predict case 26 , predict result/given label= 0.526804/1
predict case 27 , predict result/given label= 0.281895/1
predict case 28 , predict result/given label= 0.529454/1
predict case 29 , predict result/given label= 0.552225/1
predict case 30 , predict result/given label= 0.421454/1
predict case 31 , predict result/given label= 0.232579/1
predict case 32 , predict result/given label= 0.592463/1
predict case 33 , predict result/given label= 0.198650/1
predict case 34 , predict result/given label= 0.914555/1
predict case 35 , predict result/given label= 0.508349/1
predict case 36 , predict result/given label= 0.457822/1
predict case 37 , predict result/given label= 0.546265/1
predict case 38 , predict result/given label= 0.365154/1
predict case 39 , predict result/given label= 0.575258/1
predict case 40 , predict result/given label= 0.925496/1
predict case 41 , predict result/given label= 0.371734/1
predict case 42 , predict result/given label= 0.451469/1
predict case 43 , predict result/given label= 0.180085/1
predict case 44 , predict result/given label= 0.436693/1
predict case 45 , predict result/given label= 0.642659/1
predict case 46 , predict result/given label= 0.665947/1
predict case 47 , predict result/given label= 0.553059/1
predict case 48 , predict result/given label= 0.469030/1
predict case 49 , predict result/given label= 0.527473/1
predict case 50 , predict result/given label= 0.329759/1
predict case 51 , predict result/given label= 0.882059/1
predict case 52 , predict result/given label= 0.825447/1
predict case 53 , predict result/given label= 0.561258/1
predict case 54 , predict result/given label= 0.528086/1
predict case 55 , predict result/given label= 0.787869/1
predict case 56 , predict result/given label= 0.384747/1
predict case 57 , predict result/given label= 0.592427/1
predict case 58 , predict result/given label= 0.478846/1
predict case 59 , predict result/given label= 0.748564/1
predict case 60 , predict result/given label= 0.228739/1
predict case 61 , predict result/given label= 0.901205/1
predict case 62 , predict result/given label= 0.864215/1
predict case 63 , predict result/given label= 0.832035/1
predict case 64 , predict result/given label= 0.256661/1
predict case 65 , predict result/given label= 0.536571/1
predict case 66 , predict result/given label= 0.723924/1
predict case 67 , predict result/given label= 0.775315/1
predict case 68 , predict result/given label= 0.801182/1
predict case 69 , predict result/given label= 0.750666/1
predict case 70 , predict result/given label= 0.529360/1
predict case 71 , predict result/given label= 0.269607/1
predict case 72 , predict result/given label= 0.483581/1
predict case 73 , predict result/given label= 0.353721/1
predict case 74 , predict result/given label= 0.917885/1
predict case 75 , predict result/given label= 0.852950/1
predict case 76 , predict result/given label= 0.517654/1
predict case 77 , predict result/given label= 0.482954/1
predict case 78 , predict result/given label= 0.749986/1
predict case 79 , predict result/given label= 0.136350/1
predict case 80 , predict result/given label= 0.742732/1
predict case 81 , predict result/given label= 0.728831/1
predict case 82 , predict result/given label= 0.325830/1
predict case 83 , predict result/given label= 0.775924/1
predict case 84 , predict result/given label= 0.911760/1
predict case 85 , predict result/given label= 0.806914/1
predict case 86 , predict result/given label= 0.184206/1
predict case 87 , predict result/given label= 0.447289/1
predict case 88 , predict result/given label= 0.810169/1
predict case 89 , predict result/given label= 0.202755/1
predict case 90 , predict result/given label= 0.385246/1
predict case 91 , predict result/given label= 0.568328/1
predict case 92 , predict result/given label= 0.316130/1
predict case 93 , predict result/given label= 0.810089/1
predict case 94 , predict result/given label= 0.792563/1
predict case 95 , predict result/given label= 0.508996/1
predict case 96 , predict result/given label= 0.616337/1
predict case 97 , predict result/given label= 0.440145/1
predict case 98 , predict result/given label= 0.181785/1
predict case 99 , predict result/given label= 0.237590/1
predict case 100 , predict result/given label= 0.907972/1
predict case 101 , predict result/given label= 0.703064/1
predict case 102 , predict result/given label= 0.893882/1
predict case 103 , predict result/given label= 0.736507/1
predict case 104 , predict result/given label= 0.782182/1
predict case 105 , predict result/given label= 0.826449/1
predict case 106 , predict result/given label= 0.497866/1
predict case 107 , predict result/given label= 0.895732/1
predict case 108 , predict result/given label= 0.818157/1
predict case 109 , predict result/given label= 0.869628/1
predict case 110 , predict result/given label= 0.585513/1
predict case 111 , predict result/given label= 0.775136/1
predict case 112 , predict result/given label= 0.467520/1
predict case 113 , predict result/given label= 0.780223/1
predict case 114 , predict result/given label= 0.912336/1
predict case 115 , predict result/given label= 0.867871/1
predict case 116 , predict result/given label= 0.505773/1
predict case 117 , predict result/given label= 0.562104/1
predict case 118 , predict result/given label= 0.539861/1
predict case 119 , predict result/given label= 0.855380/1
predict case 120 , predict result/given label= 0.627870/1
predict case 121 , predict result/given label= 0.547595/1
predict case 122 , predict result/given label= 0.461494/1
predict case 123 , predict result/given label= 0.411023/1
predict case 124 , predict result/given label= 0.496312/1
predict case 125 , predict result/given label= 0.753956/1
predict case 126 , predict result/given label= 0.411781/1
predict case 127 , predict result/given label= 0.817448/1
predict case 128 , predict result/given label= 0.690384/1
predict case 129 , predict result/given label= 0.553818/1
predict case 130 , predict result/given label= 0.869684/1
predict case 131 , predict result/given label= 0.487193/1
predict case 132 , predict result/given label= 0.813458/1
predict case 133 , predict result/given label= 0.788030/1
predict case 134 , predict result/given label= 0.332553/1
predict case 135 , predict result/given label= 0.511008/1
predict case 136 , predict result/given label= 0.558223/1
predict case 137 , predict result/given label= 0.288068/1
predict case 138 , predict result/given label= 0.778152/1
predict case 139 , predict result/given label= 0.189245/1
predict case 140 , predict result/given label= 0.668527/1
predict case 141 , predict result/given label= 0.512110/1
predict case 142 , predict result/given label= 0.658605/1
predict case 143 , predict result/given label= 0.190034/1
predict case 144 , predict result/given label= 0.490188/1
predict case 145 , predict result/given label= 0.516811/1
predict case 146 , predict result/given label= 0.384393/1
predict case 147 , predict result/given label= 0.294525/1
predict case 148 , predict result/given label= 0.321794/1
predict case 149 , predict result/given label= 0.464872/1
predict case 150 , predict result/given label= 0.180543/1
predict case 151 , predict result/given label= 0.852527/1
predict case 152 , predict result/given label= 0.652469/1
predict case 153 , predict result/given label= 0.682664/1
predict case 154 , predict result/given label= 0.846289/1
predict case 155 , predict result/given label= 0.718344/1
predict case 156 , predict result/given label= 0.634211/1
predict case 157 , predict result/given label= 0.550837/1
predict case 158 , predict result/given label= 0.441348/1
predict case 159 , predict result/given label= 0.233896/1
predict case 160 , predict result/given label= 0.429208/1
predict case 161 , predict result/given label= 0.258983/1
predict case 162 , predict result/given label= 0.255712/1
predict case 163 , predict result/given label= 0.625228/1
predict case 164 , predict result/given label= 0.366927/1
predict case 165 , predict result/given label= 0.596032/1
predict case 166 , predict result/given label= 0.877744/1
predict case 167 , predict result/given label= 0.514008/1
predict case 168 , predict result/given label= 0.468051/1
predict case 169 , predict result/given label= 0.437764/1
predict case 170 , predict result/given label= 0.668022/1
predict case 171 , predict result/given label= 0.466145/1
predict case 172 , predict result/given label= 0.903209/1
predict case 173 , predict result/given label= 0.663069/1
predict case 174 , predict result/given label= 0.407858/1
predict case 175 , predict result/given label= 0.419383/1
predict case 176 , predict result/given label= 0.640291/1
predict case 177 , predict result/given label= 0.711066/1
predict case 178 , predict result/given label= 0.265567/1
predict case 179 , predict result/given label= 0.470601/1
predict case 180 , predict result/given label= 0.427384/1
predict case 181 , predict result/given label= 0.503931/1
predict case 182 , predict result/given label= 0.333558/1
predict case 183 , predict result/given label= 0.537724/1
predict case 184 , predict result/given label= 0.496046/1
predict case 185 , predict result/given label= 0.524791/1
predict case 186 , predict result/given label= 0.331586/1
predict case 187 , predict result/given label= 0.682950/1
predict case 188 , predict result/given label= 0.331688/1
predict case 189 , predict result/given label= 0.444839/1
predict case 190 , predict result/given label= 0.665585/1
predict case 191 , predict result/given label= 0.257629/1
predict case 192 , predict result/given label= 0.414781/1
predict case 193 , predict result/given label= 0.884874/1
predict case 194 , predict result/given label= 0.410353/1
predict case 195 , predict result/given label= 0.554399/1
predict case 196 , predict result/given label= 0.514485/1
