predict case 0 , predict result/given label= 0.375196/1
predict case 1 , predict result/given label= 0.867703/1
predict case 2 , predict result/given label= 0.861753/1
predict case 3 , predict result/given label= 0.511377/1
predict case 4 , predict result/given label= 0.600174/1
predict case 5 , predict result/given label= 0.117610/1
predict case 6 , predict result/given label= 0.608531/1
predict case 7 , predict result/given label= 0.463845/1
predict case 8 , predict result/given label= 0.319337/1
predict case 9 , predict result/given label= 0.597004/1
predict case 10 , predict result/given label= 0.600412/1
predict case 11 , predict result/given label= 0.620306/1
predict case 12 , predict result/given label= 0.337730/1
predict case 13 , predict result/given label= 0.320521/1
predict case 14 , predict result/given label= 0.070303/1
predict case 15 , predict result/given label= 0.838370/1
predict case 16 , predict result/given label= 0.668422/1
predict case 17 , predict result/given label= 0.192429/1
predict case 18 , predict result/given label= 0.529768/1
predict case 19 , predict result/given label= 0.085128/1
predict case 20 , predict result/given label= 0.862051/1
predict case 21 , predict result/given label= 0.204762/1
predict case 22 , predict result/given label= 0.085286/1
predict case 23 , predict result/given label= 0.583497/1
predict case 24 , predict result/given label= 0.074821/1
predict case 25 , predict result/given label= 0.119420/1
predict case 26 , predict result/given label= 0.256535/1
predict case 27 , predict result/given label= 0.801523/1
predict case 28 , predict result/given label= 0.777175/1
predict case 29 , predict result/given label= 0.207039/1
predict case 30 , predict result/given label= 0.670290/1
predict case 31 , predict result/given label= 0.187296/1
predict case 32 , predict result/given label= 0.190759/1
predict case 33 , predict result/given label= 0.625304/1
predict case 34 , predict result/given label= 0.571361/1
predict case 35 , predict result/given label= 0.154718/1
predict case 36 , predict result/given label= 0.081396/1
predict case 37 , predict result/given label= 0.186742/1
predict case 38 , predict result/given label= 0.199878/1
predict case 39 , predict result/given label= 0.468875/1
predict case 40 , predict result/given label= 0.455348/1
predict case 41 , predict result/given label= 0.272678/1
predict case 42 , predict result/given label= 0.662868/1
predict case 43 , predict result/given label= 0.114130/1
predict case 44 , predict result/given label= 0.731105/1
predict case 45 , predict result/given label= 0.180202/1
predict case 46 , predict result/given label= 0.490092/1
predict case 47 , predict result/given label= 0.334943/1
predict case 48 , predict result/given label= 0.274489/1
predict case 49 , predict result/given label= 0.536398/1
predict case 50 , predict result/given label= 0.398459/1
predict case 51 , predict result/given label= 0.688911/1
predict case 52 , predict result/given label= 0.164721/1
predict case 53 , predict result/given label= 0.611853/1
predict case 54 , predict result/given label= 0.619026/1
predict case 55 , predict result/given label= 0.088135/1
predict case 56 , predict result/given label= 0.226510/1
predict case 57 , predict result/given label= 0.928245/1
predict case 58 , predict result/given label= 0.216483/1
predict case 59 , predict result/given label= 0.461102/1
predict case 60 , predict result/given label= 0.607845/1
predict case 61 , predict result/given label= 0.764794/1
predict case 62 , predict result/given label= 0.845772/1
predict case 63 , predict result/given label= 0.818770/1
predict case 64 , predict result/given label= 0.833236/1
predict case 65 , predict result/given label= 0.703302/1
predict case 66 , predict result/given label= 0.255712/1
predict case 67 , predict result/given label= 0.192044/1
predict case 68 , predict result/given label= 0.070037/1
predict case 69 , predict result/given label= 0.587806/1
predict case 70 , predict result/given label= 0.243242/1
predict case 71 , predict result/given label= 0.606730/1
predict case 72 , predict result/given label= 0.229765/1
predict case 73 , predict result/given label= 0.098328/1
predict case 74 , predict result/given label= 0.326669/1
