predict case 0 , predict result/given label= 0.763440/1
predict case 1 , predict result/given label= 0.451193/1
predict case 2 , predict result/given label= 0.402529/1
predict case 3 , predict result/given label= 0.574694/1
predict case 4 , predict result/given label= 0.614591/1
predict case 5 , predict result/given label= 0.832982/1
predict case 6 , predict result/given label= 0.472934/1
predict case 7 , predict result/given label= 0.354558/1
predict case 8 , predict result/given label= 0.841987/1
predict case 9 , predict result/given label= 0.713421/1
predict case 10 , predict result/given label= 0.440761/1
predict case 11 , predict result/given label= 0.559690/1
predict case 12 , predict result/given label= 0.553526/1
predict case 13 , predict result/given label= 0.406865/1
predict case 14 , predict result/given label= 0.810214/1
predict case 15 , predict result/given label= 0.458276/1
predict case 16 , predict result/given label= 0.405577/1
predict case 17 , predict result/given label= 0.719807/1
predict case 18 , predict result/given label= 0.455327/1
predict case 19 , predict result/given label= 0.912513/1
predict case 20 , predict result/given label= 0.918085/1
predict case 21 , predict result/given label= 0.299523/1
predict case 22 , predict result/given label= 0.620927/1
predict case 23 , predict result/given label= 0.809999/1
predict case 24 , predict result/given label= 0.455499/1
predict case 25 , predict result/given label= 0.498213/1
predict case 26 , predict result/given label= 0.279433/1
predict case 27 , predict result/given label= 0.755277/1
predict case 28 , predict result/given label= 0.654366/1
predict case 29 , predict result/given label= 0.411409/1
predict case 30 , predict result/given label= 0.603480/1
predict case 31 , predict result/given label= 0.844573/1
predict case 32 , predict result/given label= 0.240119/1
predict case 33 , predict result/given label= 0.518785/1
predict case 34 , predict result/given label= 0.557190/1
predict case 35 , predict result/given label= 0.171590/1
predict case 36 , predict result/given label= 0.262929/1
predict case 37 , predict result/given label= 0.299357/1
predict case 38 , predict result/given label= 0.263247/1
predict case 39 , predict result/given label= 0.745769/1
predict case 40 , predict result/given label= 0.409604/1
predict case 41 , predict result/given label= 0.885531/1
predict case 42 , predict result/given label= 0.336724/1
predict case 43 , predict result/given label= 0.785229/1
predict case 44 , predict result/given label= 0.649951/1
predict case 45 , predict result/given label= 0.815967/1
predict case 46 , predict result/given label= 0.891477/1
predict case 47 , predict result/given label= 0.283239/1
predict case 48 , predict result/given label= 0.456784/1
predict case 49 , predict result/given label= 0.511838/1
predict case 50 , predict result/given label= 0.804027/1
predict case 51 , predict result/given label= 0.549126/1
predict case 52 , predict result/given label= 0.684302/1
predict case 53 , predict result/given label= 0.188985/1
predict case 54 , predict result/given label= 0.594362/1
predict case 55 , predict result/given label= 0.211363/1
predict case 56 , predict result/given label= 0.924839/1
predict case 57 , predict result/given label= 0.885137/1
predict case 58 , predict result/given label= 0.351399/1
predict case 59 , predict result/given label= 0.823667/1
predict case 60 , predict result/given label= 0.884873/1
predict case 61 , predict result/given label= 0.238768/1
predict case 62 , predict result/given label= 0.906824/1
predict case 63 , predict result/given label= 0.936252/1
predict case 64 , predict result/given label= 0.693628/1
predict case 65 , predict result/given label= 0.561278/1
predict case 66 , predict result/given label= 0.359563/1
predict case 67 , predict result/given label= 0.601051/1
predict case 68 , predict result/given label= 0.348723/1
predict case 69 , predict result/given label= 0.935661/1
predict case 70 , predict result/given label= 0.171597/1
predict case 71 , predict result/given label= 0.718196/1
predict case 72 , predict result/given label= 0.807480/1
predict case 73 , predict result/given label= 0.583931/1
predict case 74 , predict result/given label= 0.387078/1
predict case 75 , predict result/given label= 0.620704/1
predict case 76 , predict result/given label= 0.265052/1
predict case 77 , predict result/given label= 0.615512/1
predict case 78 , predict result/given label= 0.618895/1
predict case 79 , predict result/given label= 0.423826/1
predict case 80 , predict result/given label= 0.700636/1
predict case 81 , predict result/given label= 0.665752/1
predict case 82 , predict result/given label= 0.557964/1
predict case 83 , predict result/given label= 0.171596/1
predict case 84 , predict result/given label= 0.692404/1
predict case 85 , predict result/given label= 0.406776/1
predict case 86 , predict result/given label= 0.770705/1
predict case 87 , predict result/given label= 0.352984/1
predict case 88 , predict result/given label= 0.731368/1
