predict case 0 , predict result/given label= 0.406863/1
predict case 1 , predict result/given label= 0.676430/1
predict case 2 , predict result/given label= 0.769444/1
predict case 3 , predict result/given label= 0.222196/1
predict case 4 , predict result/given label= 0.532786/1
predict case 5 , predict result/given label= 0.568224/1
predict case 6 , predict result/given label= 0.480698/1
predict case 7 , predict result/given label= 0.794047/1
predict case 8 , predict result/given label= 0.543714/1
predict case 9 , predict result/given label= 0.153193/1
predict case 10 , predict result/given label= 0.660720/1
predict case 11 , predict result/given label= 0.502579/1
predict case 12 , predict result/given label= 0.598901/1
predict case 13 , predict result/given label= 0.800058/1
predict case 14 , predict result/given label= 0.616895/1
predict case 15 , predict result/given label= 0.502713/1
predict case 16 , predict result/given label= 0.631913/1
predict case 17 , predict result/given label= 0.460487/1
predict case 18 , predict result/given label= 0.512104/1
predict case 19 , predict result/given label= 0.821232/1
predict case 20 , predict result/given label= 0.904044/1
predict case 21 , predict result/given label= 0.729222/1
predict case 22 , predict result/given label= 0.661132/1
predict case 23 , predict result/given label= 0.145236/1
predict case 24 , predict result/given label= 0.705749/1
predict case 25 , predict result/given label= 0.478182/1
predict case 26 , predict result/given label= 0.671980/1
predict case 27 , predict result/given label= 0.624680/1
predict case 28 , predict result/given label= 0.065883/1
predict case 29 , predict result/given label= 0.453040/1
predict case 30 , predict result/given label= 0.478513/1
predict case 31 , predict result/given label= 0.812283/1
predict case 32 , predict result/given label= 0.838722/1
predict case 33 , predict result/given label= 0.383656/1
predict case 34 , predict result/given label= 0.634372/1
predict case 35 , predict result/given label= 0.456852/1
predict case 36 , predict result/given label= 0.562674/1
predict case 37 , predict result/given label= 0.644514/1
predict case 38 , predict result/given label= 0.359216/1
predict case 39 , predict result/given label= 0.513980/1
predict case 40 , predict result/given label= 0.791090/1
predict case 41 , predict result/given label= 0.352483/1
predict case 42 , predict result/given label= 0.575362/1
predict case 43 , predict result/given label= 0.827933/1
predict case 44 , predict result/given label= 0.794784/1
predict case 45 , predict result/given label= 0.713379/1
predict case 46 , predict result/given label= 0.641183/1
predict case 47 , predict result/given label= 0.750225/1
predict case 48 , predict result/given label= 0.649393/1
predict case 49 , predict result/given label= 0.433301/1
predict case 50 , predict result/given label= 0.705429/1
predict case 51 , predict result/given label= 0.887910/1
predict case 52 , predict result/given label= 0.887585/1
predict case 53 , predict result/given label= 0.867126/1
predict case 54 , predict result/given label= 0.671024/1
predict case 55 , predict result/given label= 0.654480/1
predict case 56 , predict result/given label= 0.853371/1
predict case 57 , predict result/given label= 0.373818/1
predict case 58 , predict result/given label= 0.772407/1
predict case 59 , predict result/given label= 0.458385/1
predict case 60 , predict result/given label= 0.469912/1
predict case 61 , predict result/given label= 0.476669/1
predict case 62 , predict result/given label= 0.377480/1
predict case 63 , predict result/given label= 0.899029/1
predict case 64 , predict result/given label= 0.610373/1
predict case 65 , predict result/given label= 0.382532/1
predict case 66 , predict result/given label= 0.641927/1
predict case 67 , predict result/given label= 0.555776/1
predict case 68 , predict result/given label= 0.424779/1
predict case 69 , predict result/given label= 0.726818/1
predict case 70 , predict result/given label= 0.658819/1
predict case 71 , predict result/given label= 0.907256/1
predict case 72 , predict result/given label= 0.303876/1
predict case 73 , predict result/given label= 0.662549/1
predict case 74 , predict result/given label= 0.785820/1
predict case 75 , predict result/given label= 0.506264/1
predict case 76 , predict result/given label= 0.774341/1
predict case 77 , predict result/given label= 0.708015/1
predict case 78 , predict result/given label= 0.654720/1
predict case 79 , predict result/given label= 0.458964/1
predict case 80 , predict result/given label= 0.814392/1
predict case 81 , predict result/given label= 0.595670/1
predict case 82 , predict result/given label= 0.513520/1
predict case 83 , predict result/given label= 0.070095/1
predict case 84 , predict result/given label= 0.478681/1
predict case 85 , predict result/given label= 0.613620/1
predict case 86 , predict result/given label= 0.758648/1
predict case 87 , predict result/given label= 0.797977/1
predict case 88 , predict result/given label= 0.899035/1
predict case 89 , predict result/given label= 0.770718/1
predict case 90 , predict result/given label= 0.430580/1
predict case 91 , predict result/given label= 0.855103/1
predict case 92 , predict result/given label= 0.643913/1
predict case 93 , predict result/given label= 0.409225/1
predict case 94 , predict result/given label= 0.925363/1
predict case 95 , predict result/given label= 0.702550/1
predict case 96 , predict result/given label= 0.828024/1
predict case 97 , predict result/given label= 0.680376/1
predict case 98 , predict result/given label= 0.926921/1
predict case 99 , predict result/given label= 0.549972/1
predict case 100 , predict result/given label= 0.255459/1
predict case 101 , predict result/given label= 0.781445/1
predict case 102 , predict result/given label= 0.455311/1
predict case 103 , predict result/given label= 0.846870/1
predict case 104 , predict result/given label= 0.320687/1
predict case 105 , predict result/given label= 0.469652/1
predict case 106 , predict result/given label= 0.672541/1
predict case 107 , predict result/given label= 0.314022/1
predict case 108 , predict result/given label= 0.460696/1
predict case 109 , predict result/given label= 0.165058/1
predict case 110 , predict result/given label= 0.409763/1
predict case 111 , predict result/given label= 0.630988/1
predict case 112 , predict result/given label= 0.405935/1
predict case 113 , predict result/given label= 0.451924/1
predict case 114 , predict result/given label= 0.857284/1
predict case 115 , predict result/given label= 0.775032/1
predict case 116 , predict result/given label= 0.532282/1
predict case 117 , predict result/given label= 0.798762/1
predict case 118 , predict result/given label= 0.924574/1
predict case 119 , predict result/given label= 0.860107/1
predict case 120 , predict result/given label= 0.163892/1
predict case 121 , predict result/given label= 0.145750/1
predict case 122 , predict result/given label= 0.709911/1
predict case 123 , predict result/given label= 0.606249/1
predict case 124 , predict result/given label= 0.691488/1
predict case 125 , predict result/given label= 0.760513/1
predict case 126 , predict result/given label= 0.834112/1
predict case 127 , predict result/given label= 0.454773/1
predict case 128 , predict result/given label= 0.627244/1
predict case 129 , predict result/given label= 0.457168/1
predict case 130 , predict result/given label= 0.580471/1
predict case 131 , predict result/given label= 0.362130/1
predict case 132 , predict result/given label= 0.414995/1
predict case 133 , predict result/given label= 0.082331/1
predict case 134 , predict result/given label= 0.518535/1
predict case 135 , predict result/given label= 0.344801/1
predict case 136 , predict result/given label= 0.664536/1
predict case 137 , predict result/given label= 0.444990/1
predict case 138 , predict result/given label= 0.836335/1
predict case 139 , predict result/given label= 0.414049/0
predict case 140 , predict result/given label= 0.070079/0
predict case 141 , predict result/given label= 0.389302/0
predict case 142 , predict result/given label= 0.371369/0
predict case 143 , predict result/given label= 0.397446/0
predict case 144 , predict result/given label= 0.421133/0
predict case 145 , predict result/given label= 0.591399/0
predict case 146 , predict result/given label= 0.496787/0
predict case 147 , predict result/given label= 0.068405/0
predict case 148 , predict result/given label= 0.479116/0
predict case 149 , predict result/given label= 0.456862/0
