predict case 0 , predict result/given label= 0.726383/1
predict case 1 , predict result/given label= 0.473343/1
predict case 2 , predict result/given label= 0.931691/1
predict case 3 , predict result/given label= 0.854449/1
predict case 4 , predict result/given label= 0.397883/1
predict case 5 , predict result/given label= 0.693692/1
predict case 6 , predict result/given label= 0.694294/1
predict case 7 , predict result/given label= 0.798940/1
predict case 8 , predict result/given label= 0.230759/1
predict case 9 , predict result/given label= 0.792525/1
predict case 10 , predict result/given label= 0.117383/1
predict case 11 , predict result/given label= 0.824351/1
predict case 12 , predict result/given label= 0.089436/1
predict case 13 , predict result/given label= 0.906066/1
predict case 14 , predict result/given label= 0.461435/1
predict case 15 , predict result/given label= 0.586160/1
predict case 16 , predict result/given label= 0.197035/1
predict case 17 , predict result/given label= 0.075259/1
predict case 18 , predict result/given label= 0.547485/1
predict case 19 , predict result/given label= 0.582353/1
predict case 20 , predict result/given label= 0.288044/1
predict case 21 , predict result/given label= 0.144086/1
predict case 22 , predict result/given label= 0.515140/1
predict case 23 , predict result/given label= 0.794161/1
predict case 24 , predict result/given label= 0.885668/1
predict case 25 , predict result/given label= 0.561326/1
predict case 26 , predict result/given label= 0.926205/1
predict case 27 , predict result/given label= 0.736963/1
predict case 28 , predict result/given label= 0.599434/1
predict case 29 , predict result/given label= 0.729855/1
predict case 30 , predict result/given label= 0.483051/1
predict case 31 , predict result/given label= 0.467002/1
predict case 32 , predict result/given label= 0.469024/1
predict case 33 , predict result/given label= 0.626179/1
predict case 34 , predict result/given label= 0.708301/1
predict case 35 , predict result/given label= 0.466451/1
predict case 36 , predict result/given label= 0.775294/1
predict case 37 , predict result/given label= 0.901104/1
predict case 38 , predict result/given label= 0.189735/1
predict case 39 , predict result/given label= 0.533642/1
predict case 40 , predict result/given label= 0.551655/1
predict case 41 , predict result/given label= 0.352654/1
predict case 42 , predict result/given label= 0.905645/1
predict case 43 , predict result/given label= 0.731631/1
predict case 44 , predict result/given label= 0.086231/1
predict case 45 , predict result/given label= 0.417921/1
predict case 46 , predict result/given label= 0.478436/1
predict case 47 , predict result/given label= 0.589739/1
predict case 48 , predict result/given label= 0.092860/1
predict case 49 , predict result/given label= 0.115466/1
predict case 50 , predict result/given label= 0.506145/1
predict case 51 , predict result/given label= 0.927045/1
predict case 52 , predict result/given label= 0.925588/1
predict case 53 , predict result/given label= 0.924408/1
predict case 54 , predict result/given label= 0.663249/1
predict case 55 , predict result/given label= 0.456806/1
predict case 56 , predict result/given label= 0.930891/1
predict case 57 , predict result/given label= 0.664060/1
predict case 58 , predict result/given label= 0.931896/1
predict case 59 , predict result/given label= 0.466454/1
predict case 60 , predict result/given label= 0.931857/1
predict case 61 , predict result/given label= 0.417831/1
predict case 62 , predict result/given label= 0.505981/1
predict case 63 , predict result/given label= 0.693505/1
predict case 64 , predict result/given label= 0.346702/1
predict case 65 , predict result/given label= 0.875509/1
predict case 66 , predict result/given label= 0.688560/1
predict case 67 , predict result/given label= 0.929599/1
predict case 68 , predict result/given label= 0.797524/1
predict case 69 , predict result/given label= 0.432494/1
predict case 70 , predict result/given label= 0.450904/1
predict case 71 , predict result/given label= 0.886256/1
predict case 72 , predict result/given label= 0.568899/1
predict case 73 , predict result/given label= 0.884923/1
predict case 74 , predict result/given label= 0.929305/1
predict case 75 , predict result/given label= 0.736788/1
predict case 76 , predict result/given label= 0.587730/1
predict case 77 , predict result/given label= 0.544718/1
predict case 78 , predict result/given label= 0.925829/1
predict case 79 , predict result/given label= 0.269492/1
predict case 80 , predict result/given label= 0.928004/1
predict case 81 , predict result/given label= 0.798016/1
predict case 82 , predict result/given label= 0.394877/1
predict case 83 , predict result/given label= 0.922166/1
predict case 84 , predict result/given label= 0.326211/1
predict case 85 , predict result/given label= 0.068686/1
predict case 86 , predict result/given label= 0.158983/1
predict case 87 , predict result/given label= 0.913908/1
predict case 88 , predict result/given label= 0.482841/1
predict case 89 , predict result/given label= 0.574582/1
predict case 90 , predict result/given label= 0.089730/1
predict case 91 , predict result/given label= 0.768924/1
predict case 92 , predict result/given label= 0.577855/1
predict case 93 , predict result/given label= 0.873734/1
predict case 94 , predict result/given label= 0.579652/1
predict case 95 , predict result/given label= 0.428176/1
predict case 96 , predict result/given label= 0.913375/1
predict case 97 , predict result/given label= 0.854464/1
predict case 98 , predict result/given label= 0.346649/1
predict case 99 , predict result/given label= 0.781162/1
predict case 100 , predict result/given label= 0.738438/1
predict case 101 , predict result/given label= 0.335369/1
predict case 102 , predict result/given label= 0.168113/1
predict case 103 , predict result/given label= 0.168129/1
predict case 104 , predict result/given label= 0.586664/1
predict case 105 , predict result/given label= 0.526187/1
predict case 106 , predict result/given label= 0.583912/1
predict case 107 , predict result/given label= 0.069457/1
predict case 108 , predict result/given label= 0.529275/1
predict case 109 , predict result/given label= 0.520180/1
predict case 110 , predict result/given label= 0.561123/1
predict case 111 , predict result/given label= 0.895143/1
predict case 112 , predict result/given label= 0.917155/1
predict case 113 , predict result/given label= 0.685454/1
predict case 114 , predict result/given label= 0.924332/1
predict case 115 , predict result/given label= 0.803995/1
predict case 116 , predict result/given label= 0.455400/1
predict case 117 , predict result/given label= 0.649756/1
predict case 118 , predict result/given label= 0.150810/1
predict case 119 , predict result/given label= 0.841473/1
predict case 120 , predict result/given label= 0.875453/1
predict case 121 , predict result/given label= 0.466450/1
predict case 122 , predict result/given label= 0.572964/1
predict case 123 , predict result/given label= 0.798922/1
predict case 124 , predict result/given label= 0.670294/1
predict case 125 , predict result/given label= 0.466440/1
predict case 126 , predict result/given label= 0.503649/1
predict case 127 , predict result/given label= 0.587786/1
predict case 128 , predict result/given label= 0.738291/1
predict case 129 , predict result/given label= 0.117238/1
predict case 130 , predict result/given label= 0.623680/1
predict case 131 , predict result/given label= 0.262297/1
predict case 132 , predict result/given label= 0.204392/1
predict case 133 , predict result/given label= 0.396356/1
predict case 134 , predict result/given label= 0.361136/1
predict case 135 , predict result/given label= 0.163188/1
predict case 136 , predict result/given label= 0.374024/1
predict case 137 , predict result/given label= 0.557026/1
predict case 138 , predict result/given label= 0.346688/1
predict case 139 , predict result/given label= 0.092780/0
predict case 140 , predict result/given label= 0.494310/0
predict case 141 , predict result/given label= 0.587908/0
predict case 142 , predict result/given label= 0.611383/0
predict case 143 , predict result/given label= 0.088444/0
predict case 144 , predict result/given label= 0.571977/0
predict case 145 , predict result/given label= 0.071683/0
predict case 146 , predict result/given label= 0.166782/0
predict case 147 , predict result/given label= 0.505815/0
predict case 148 , predict result/given label= 0.196250/0
predict case 149 , predict result/given label= 0.578532/0
predict case 150 , predict result/given label= 0.466448/0
predict case 151 , predict result/given label= 0.347939/0
predict case 152 , predict result/given label= 0.503706/0
predict case 153 , predict result/given label= 0.071612/0
predict case 154 , predict result/given label= 0.347951/0
predict case 155 , predict result/given label= 0.195902/0
predict case 156 , predict result/given label= 0.571180/0
predict case 157 , predict result/given label= 0.172514/0
predict case 158 , predict result/given label= 0.066125/0
predict case 159 , predict result/given label= 0.368908/0
predict case 160 , predict result/given label= 0.158973/0
predict case 161 , predict result/given label= 0.171908/0
predict case 162 , predict result/given label= 0.593194/0
predict case 163 , predict result/given label= 0.484552/0
predict case 164 , predict result/given label= 0.576867/0
predict case 165 , predict result/given label= 0.156866/0
predict case 166 , predict result/given label= 0.458501/0
predict case 167 , predict result/given label= 0.072475/0
predict case 168 , predict result/given label= 0.450037/0
predict case 169 , predict result/given label= 0.323726/0
predict case 170 , predict result/given label= 0.347951/0
predict case 171 , predict result/given label= 0.089444/0
predict case 172 , predict result/given label= 0.196175/0
predict case 173 , predict result/given label= 0.397785/0
predict case 174 , predict result/given label= 0.510258/0
predict case 175 , predict result/given label= 0.494797/0
predict case 176 , predict result/given label= 0.072477/0
predict case 177 , predict result/given label= 0.080906/0
predict case 178 , predict result/given label= 0.199644/0
predict case 179 , predict result/given label= 0.462787/0
predict case 180 , predict result/given label= 0.189571/0
predict case 181 , predict result/given label= 0.484035/0
predict case 182 , predict result/given label= 0.323726/0
predict case 183 , predict result/given label= 0.237324/0
predict case 184 , predict result/given label= 0.587774/0
predict case 185 , predict result/given label= 0.137184/0
predict case 186 , predict result/given label= 0.072475/0
predict case 187 , predict result/given label= 0.136408/0
predict case 188 , predict result/given label= 0.137226/0
predict case 189 , predict result/given label= 0.350714/0
predict case 190 , predict result/given label= 0.503254/0
predict case 191 , predict result/given label= 0.426697/0
predict case 192 , predict result/given label= 0.366671/0
predict case 193 , predict result/given label= 0.079852/0
predict case 194 , predict result/given label= 0.546541/0
predict case 195 , predict result/given label= 0.323726/0
predict case 196 , predict result/given label= 0.350714/0
predict case 197 , predict result/given label= 0.491724/0
predict case 198 , predict result/given label= 0.109451/0
predict case 199 , predict result/given label= 0.096287/0
predict case 200 , predict result/given label= 0.196552/0
predict case 201 , predict result/given label= 0.072450/0
predict case 202 , predict result/given label= 0.495787/0
predict case 203 , predict result/given label= 0.346631/0
predict case 204 , predict result/given label= 0.088441/0
predict case 205 , predict result/given label= 0.358812/0
predict case 206 , predict result/given label= 0.359279/0
predict case 207 , predict result/given label= 0.137212/0
predict case 208 , predict result/given label= 0.491744/0
predict case 209 , predict result/given label= 0.142420/0
predict case 210 , predict result/given label= 0.573032/0
predict case 211 , predict result/given label= 0.071667/0
predict case 212 , predict result/given label= 0.534238/0
predict case 213 , predict result/given label= 0.085094/0
predict case 214 , predict result/given label= 0.390130/0
predict case 215 , predict result/given label= 0.181284/0
predict case 216 , predict result/given label= 0.494773/0
predict case 217 , predict result/given label= 0.351593/0
predict case 218 , predict result/given label= 0.482864/0
predict case 219 , predict result/given label= 0.073718/0
predict case 220 , predict result/given label= 0.494884/0
predict case 221 , predict result/given label= 0.089087/0
predict case 222 , predict result/given label= 0.572059/0
predict case 223 , predict result/given label= 0.545929/0
predict case 224 , predict result/given label= 0.587022/0
predict case 225 , predict result/given label= 0.827024/0
predict case 226 , predict result/given label= 0.582684/0
predict case 227 , predict result/given label= 0.156609/0
predict case 228 , predict result/given label= 0.138385/0
predict case 229 , predict result/given label= 0.072393/0
predict case 230 , predict result/given label= 0.074440/0
predict case 231 , predict result/given label= 0.189272/0
predict case 232 , predict result/given label= 0.874557/0
predict case 233 , predict result/given label= 0.850466/0
predict case 234 , predict result/given label= 0.360131/0
predict case 235 , predict result/given label= 0.518994/0
predict case 236 , predict result/given label= 0.360215/0
predict case 237 , predict result/given label= 0.071667/0
predict case 238 , predict result/given label= 0.504218/0
