predict case 0 , predict result/given label= 0.621208/1
predict case 1 , predict result/given label= 0.473138/1
predict case 2 , predict result/given label= 0.497488/1
predict case 3 , predict result/given label= 0.641512/1
predict case 4 , predict result/given label= 0.064917/1
predict case 5 , predict result/given label= 0.142394/1
predict case 6 , predict result/given label= 0.069756/1
predict case 7 , predict result/given label= 0.648010/1
predict case 8 , predict result/given label= 0.067616/1
predict case 9 , predict result/given label= 0.101633/1
predict case 10 , predict result/given label= 0.751580/1
predict case 11 , predict result/given label= 0.061782/1
predict case 12 , predict result/given label= 0.070097/1
predict case 13 , predict result/given label= 0.833576/1
predict case 14 , predict result/given label= 0.162459/1
predict case 15 , predict result/given label= 0.074958/1
predict case 16 , predict result/given label= 0.062854/1
predict case 17 , predict result/given label= 0.074859/1
predict case 18 , predict result/given label= 0.460858/1
predict case 19 , predict result/given label= 0.069576/1
predict case 20 , predict result/given label= 0.063142/1
predict case 21 , predict result/given label= 0.608166/1
predict case 22 , predict result/given label= 0.538312/1
predict case 23 , predict result/given label= 0.653931/1
predict case 24 , predict result/given label= 0.777801/1
predict case 25 , predict result/given label= 0.068870/1
predict case 26 , predict result/given label= 0.207151/1
predict case 27 , predict result/given label= 0.522298/1
predict case 28 , predict result/given label= 0.374349/1
predict case 29 , predict result/given label= 0.141106/1
predict case 30 , predict result/given label= 0.068769/1
predict case 31 , predict result/given label= 0.370171/1
predict case 32 , predict result/given label= 0.396961/1
predict case 33 , predict result/given label= 0.720020/1
predict case 34 , predict result/given label= 0.520396/1
predict case 35 , predict result/given label= 0.143912/1
predict case 36 , predict result/given label= 0.665118/1
predict case 37 , predict result/given label= 0.061858/1
predict case 38 , predict result/given label= 0.633286/1
predict case 39 , predict result/given label= 0.802026/1
predict case 40 , predict result/given label= 0.063922/1
predict case 41 , predict result/given label= 0.423806/1
predict case 42 , predict result/given label= 0.070163/1
predict case 43 , predict result/given label= 0.133598/1
predict case 44 , predict result/given label= 0.291551/1
predict case 45 , predict result/given label= 0.061602/1
predict case 46 , predict result/given label= 0.396581/1
predict case 47 , predict result/given label= 0.583053/1
predict case 48 , predict result/given label= 0.507253/1
predict case 49 , predict result/given label= 0.660617/1
predict case 50 , predict result/given label= 0.132820/1
predict case 51 , predict result/given label= 0.064266/1
predict case 52 , predict result/given label= 0.081237/1
predict case 53 , predict result/given label= 0.414213/1
predict case 54 , predict result/given label= 0.113083/1
predict case 55 , predict result/given label= 0.602136/1
predict case 56 , predict result/given label= 0.143060/1
predict case 57 , predict result/given label= 0.063654/1
predict case 58 , predict result/given label= 0.703260/1
predict case 59 , predict result/given label= 0.164274/1
predict case 60 , predict result/given label= 0.170107/1
predict case 61 , predict result/given label= 0.109153/1
predict case 62 , predict result/given label= 0.805621/1
predict case 63 , predict result/given label= 0.837746/1
predict case 64 , predict result/given label= 0.073205/1
predict case 65 , predict result/given label= 0.073077/1
predict case 66 , predict result/given label= 0.072986/1
predict case 67 , predict result/given label= 0.069565/1
predict case 68 , predict result/given label= 0.063649/1
predict case 69 , predict result/given label= 0.615210/1
predict case 70 , predict result/given label= 0.303634/1
predict case 71 , predict result/given label= 0.130374/1
predict case 72 , predict result/given label= 0.520520/1
predict case 73 , predict result/given label= 0.566878/1
predict case 74 , predict result/given label= 0.370883/1
predict case 75 , predict result/given label= 0.113079/1
predict case 76 , predict result/given label= 0.397099/1
predict case 77 , predict result/given label= 0.594839/1
predict case 78 , predict result/given label= 0.114069/1
predict case 79 , predict result/given label= 0.200321/1
predict case 80 , predict result/given label= 0.185103/1
predict case 81 , predict result/given label= 0.724857/1
predict case 82 , predict result/given label= 0.785850/1
predict case 83 , predict result/given label= 0.101755/1
predict case 84 , predict result/given label= 0.583428/1
predict case 85 , predict result/given label= 0.462425/1
predict case 86 , predict result/given label= 0.063922/1
predict case 87 , predict result/given label= 0.236857/1
predict case 88 , predict result/given label= 0.520354/1
predict case 89 , predict result/given label= 0.630261/1
predict case 90 , predict result/given label= 0.074931/1
predict case 91 , predict result/given label= 0.146794/1
predict case 92 , predict result/given label= 0.068668/1
predict case 93 , predict result/given label= 0.157914/1
predict case 94 , predict result/given label= 0.074466/1
predict case 95 , predict result/given label= 0.120898/1
predict case 96 , predict result/given label= 0.713559/1
predict case 97 , predict result/given label= 0.520408/1
predict case 98 , predict result/given label= 0.099042/1
predict case 99 , predict result/given label= 0.220969/1
predict case 100 , predict result/given label= 0.147247/1
predict case 101 , predict result/given label= 0.729958/1
predict case 102 , predict result/given label= 0.612171/1
predict case 103 , predict result/given label= 0.273542/1
predict case 104 , predict result/given label= 0.083211/1
predict case 105 , predict result/given label= 0.164532/1
predict case 106 , predict result/given label= 0.062184/1
predict case 107 , predict result/given label= 0.726292/1
predict case 108 , predict result/given label= 0.143765/1
predict case 109 , predict result/given label= 0.225860/1
predict case 110 , predict result/given label= 0.075861/1
predict case 111 , predict result/given label= 0.064064/1
predict case 112 , predict result/given label= 0.520424/1
predict case 113 , predict result/given label= 0.075276/1
predict case 114 , predict result/given label= 0.455579/1
predict case 115 , predict result/given label= 0.123432/1
predict case 116 , predict result/given label= 0.456798/1
predict case 117 , predict result/given label= 0.063814/1
predict case 118 , predict result/given label= 0.750695/1
predict case 119 , predict result/given label= 0.539945/1
predict case 120 , predict result/given label= 0.075850/1
predict case 121 , predict result/given label= 0.063287/1
predict case 122 , predict result/given label= 0.424742/1
predict case 123 , predict result/given label= 0.064342/1
predict case 124 , predict result/given label= 0.073365/1
predict case 125 , predict result/given label= 0.108820/1
predict case 126 , predict result/given label= 0.107313/1
predict case 127 , predict result/given label= 0.791506/1
predict case 128 , predict result/given label= 0.701379/1
predict case 129 , predict result/given label= 0.063275/1
predict case 130 , predict result/given label= 0.198935/1
predict case 131 , predict result/given label= 0.069357/1
predict case 132 , predict result/given label= 0.064251/1
predict case 133 , predict result/given label= 0.479689/1
predict case 134 , predict result/given label= 0.236861/1
predict case 135 , predict result/given label= 0.842829/1
predict case 136 , predict result/given label= 0.213084/1
predict case 137 , predict result/given label= 0.137406/1
predict case 138 , predict result/given label= 0.527066/1
predict case 139 , predict result/given label= 0.115164/1
predict case 140 , predict result/given label= 0.226897/1
predict case 141 , predict result/given label= 0.298058/1
predict case 142 , predict result/given label= 0.210013/1
predict case 143 , predict result/given label= 0.074966/1
predict case 144 , predict result/given label= 0.064776/1
predict case 145 , predict result/given label= 0.506891/1
predict case 146 , predict result/given label= 0.294383/1
predict case 147 , predict result/given label= 0.796502/1
predict case 148 , predict result/given label= 0.063576/1
predict case 149 , predict result/given label= 0.840356/1
predict case 150 , predict result/given label= 0.176564/1
predict case 151 , predict result/given label= 0.476984/1
predict case 152 , predict result/given label= 0.631608/1
predict case 153 , predict result/given label= 0.620438/1
predict case 154 , predict result/given label= 0.603156/1
predict case 155 , predict result/given label= 0.615056/1
predict case 156 , predict result/given label= 0.341920/1
predict case 157 , predict result/given label= 0.688083/1
