predict case 0 , predict result/given label= 0.740049/1
predict case 1 , predict result/given label= 0.896597/1
predict case 2 , predict result/given label= 0.927511/1
predict case 3 , predict result/given label= 0.837834/1
predict case 4 , predict result/given label= 0.928064/1
predict case 5 , predict result/given label= 0.751276/1
predict case 6 , predict result/given label= 0.445734/1
predict case 7 , predict result/given label= 0.381248/1
predict case 8 , predict result/given label= 0.379468/1
predict case 9 , predict result/given label= 0.493773/1
predict case 10 , predict result/given label= 0.530801/1
predict case 11 , predict result/given label= 0.351066/1
predict case 12 , predict result/given label= 0.342629/1
predict case 13 , predict result/given label= 0.768311/1
predict case 14 , predict result/given label= 0.477121/1
predict case 15 , predict result/given label= 0.319041/1
predict case 16 , predict result/given label= 0.772488/1
predict case 17 , predict result/given label= 0.925533/1
predict case 18 , predict result/given label= 0.497652/1
predict case 19 , predict result/given label= 0.925551/1
predict case 20 , predict result/given label= 0.872811/1
predict case 21 , predict result/given label= 0.686316/1
predict case 22 , predict result/given label= 0.414872/1
predict case 23 , predict result/given label= 0.351721/1
predict case 24 , predict result/given label= 0.343164/1
predict case 25 , predict result/given label= 0.538259/1
predict case 26 , predict result/given label= 0.358573/1
predict case 27 , predict result/given label= 0.326780/1
predict case 28 , predict result/given label= 0.507207/1
predict case 29 , predict result/given label= 0.797901/1
predict case 30 , predict result/given label= 0.806824/1
predict case 31 , predict result/given label= 0.339469/1
predict case 32 , predict result/given label= 0.326829/1
predict case 33 , predict result/given label= 0.800912/1
predict case 34 , predict result/given label= 0.405322/1
predict case 35 , predict result/given label= 0.693400/1
predict case 36 , predict result/given label= 0.842615/1
predict case 37 , predict result/given label= 0.927675/1
predict case 38 , predict result/given label= 0.878609/1
predict case 39 , predict result/given label= 0.759399/1
predict case 40 , predict result/given label= 0.750928/1
predict case 41 , predict result/given label= 0.452448/1
predict case 42 , predict result/given label= 0.282122/1
predict case 43 , predict result/given label= 0.927521/1
predict case 44 , predict result/given label= 0.420620/1
predict case 45 , predict result/given label= 0.481930/1
predict case 46 , predict result/given label= 0.847947/1
predict case 47 , predict result/given label= 0.363557/1
predict case 48 , predict result/given label= 0.927710/1
predict case 49 , predict result/given label= 0.752744/1
predict case 50 , predict result/given label= 0.513178/1
predict case 51 , predict result/given label= 0.831541/1
predict case 52 , predict result/given label= 0.460408/1
predict case 53 , predict result/given label= 0.807758/1
predict case 54 , predict result/given label= 0.865188/1
predict case 55 , predict result/given label= 0.925444/1
predict case 56 , predict result/given label= 0.720893/1
predict case 57 , predict result/given label= 0.855527/1
predict case 58 , predict result/given label= 0.925174/1
predict case 59 , predict result/given label= 0.824266/1
predict case 60 , predict result/given label= 0.812305/1
predict case 61 , predict result/given label= 0.363237/1
predict case 62 , predict result/given label= 0.436546/1
predict case 63 , predict result/given label= 0.435548/1
predict case 64 , predict result/given label= 0.885311/1
predict case 65 , predict result/given label= 0.503029/1
predict case 66 , predict result/given label= 0.847019/1
predict case 67 , predict result/given label= 0.543789/1
predict case 68 , predict result/given label= 0.928616/1
predict case 69 , predict result/given label= 0.793434/1
predict case 70 , predict result/given label= 0.870942/1
predict case 71 , predict result/given label= 0.888547/1
predict case 72 , predict result/given label= 0.790514/1
predict case 73 , predict result/given label= 0.805454/1
predict case 74 , predict result/given label= 0.927553/1
predict case 75 , predict result/given label= 0.653259/1
predict case 76 , predict result/given label= 0.868488/1
predict case 77 , predict result/given label= 0.849877/1
predict case 78 , predict result/given label= 0.379164/1
predict case 79 , predict result/given label= 0.316138/1
predict case 80 , predict result/given label= 0.775118/1
predict case 81 , predict result/given label= 0.444266/1
predict case 82 , predict result/given label= 0.238969/1
predict case 83 , predict result/given label= 0.674091/1
predict case 84 , predict result/given label= 0.355856/1
predict case 85 , predict result/given label= 0.865744/1
predict case 86 , predict result/given label= 0.273679/1
predict case 87 , predict result/given label= 0.831236/1
predict case 88 , predict result/given label= 0.407671/1
predict case 89 , predict result/given label= 0.914797/1
predict case 90 , predict result/given label= 0.412860/1
predict case 91 , predict result/given label= 0.410641/1
predict case 92 , predict result/given label= 0.520476/1
