predict case 0 , predict result/given label= 0.395460/1
predict case 1 , predict result/given label= 0.924736/1
predict case 2 , predict result/given label= 0.462339/1
predict case 3 , predict result/given label= 0.204791/1
predict case 4 , predict result/given label= 0.862020/1
predict case 5 , predict result/given label= 0.435906/1
predict case 6 , predict result/given label= 0.288692/1
predict case 7 , predict result/given label= 0.928913/1
predict case 8 , predict result/given label= 0.903295/1
predict case 9 , predict result/given label= 0.228940/1
predict case 10 , predict result/given label= 0.286837/1
predict case 11 , predict result/given label= 0.908556/1
predict case 12 , predict result/given label= 0.585331/1
predict case 13 , predict result/given label= 0.924506/1
predict case 14 , predict result/given label= 0.660430/1
predict case 15 , predict result/given label= 0.412572/1
predict case 16 , predict result/given label= 0.406745/1
predict case 17 , predict result/given label= 0.924268/1
predict case 18 , predict result/given label= 0.765004/1
predict case 19 , predict result/given label= 0.924328/1
predict case 20 , predict result/given label= 0.854371/1
predict case 21 , predict result/given label= 0.299203/1
predict case 22 , predict result/given label= 0.838411/1
predict case 23 , predict result/given label= 0.327189/1
predict case 24 , predict result/given label= 0.282265/1
predict case 25 , predict result/given label= 0.396561/1
predict case 26 , predict result/given label= 0.765004/1
predict case 27 , predict result/given label= 0.897604/1
predict case 28 , predict result/given label= 0.765004/1
predict case 29 , predict result/given label= 0.236969/1
predict case 30 , predict result/given label= 0.932983/1
predict case 31 , predict result/given label= 0.900564/1
predict case 32 , predict result/given label= 0.856982/1
predict case 33 , predict result/given label= 0.726300/1
predict case 34 , predict result/given label= 0.874976/1
predict case 35 , predict result/given label= 0.246055/1
predict case 36 , predict result/given label= 0.924604/1
predict case 37 , predict result/given label= 0.445460/1
predict case 38 , predict result/given label= 0.932812/1
predict case 39 , predict result/given label= 0.928060/1
predict case 40 , predict result/given label= 0.923997/1
predict case 41 , predict result/given label= 0.811651/1
predict case 42 , predict result/given label= 0.791248/1
predict case 43 , predict result/given label= 0.639254/1
predict case 44 , predict result/given label= 0.924509/1
predict case 45 , predict result/given label= 0.926762/1
predict case 46 , predict result/given label= 0.932710/1
predict case 47 , predict result/given label= 0.303195/1
predict case 48 , predict result/given label= 0.765004/1
predict case 49 , predict result/given label= 0.835407/1
predict case 50 , predict result/given label= 0.852003/1
predict case 51 , predict result/given label= 0.716180/1
predict case 52 , predict result/given label= 0.832117/1
predict case 53 , predict result/given label= 0.876389/1
predict case 54 , predict result/given label= 0.887702/1
predict case 55 , predict result/given label= 0.806226/1
predict case 56 , predict result/given label= 0.761971/1
predict case 57 , predict result/given label= 0.840929/1
predict case 58 , predict result/given label= 0.265277/1
predict case 59 , predict result/given label= 0.525721/1
predict case 60 , predict result/given label= 0.323016/1
predict case 61 , predict result/given label= 0.925737/1
predict case 62 , predict result/given label= 0.345657/1
predict case 63 , predict result/given label= 0.927041/1
predict case 64 , predict result/given label= 0.772229/1
predict case 65 , predict result/given label= 0.813829/1
predict case 66 , predict result/given label= 0.288349/1
predict case 67 , predict result/given label= 0.275025/1
predict case 68 , predict result/given label= 0.502345/1
predict case 69 , predict result/given label= 0.616114/1
predict case 70 , predict result/given label= 0.765982/1
predict case 71 , predict result/given label= 0.849883/1
predict case 72 , predict result/given label= 0.279987/1
predict case 73 , predict result/given label= 0.746759/1
predict case 74 , predict result/given label= 0.696624/1
predict case 75 , predict result/given label= 0.639102/1
predict case 76 , predict result/given label= 0.356938/1
predict case 77 , predict result/given label= 0.262510/1
predict case 78 , predict result/given label= 0.603711/1
predict case 79 , predict result/given label= 0.905565/1
predict case 80 , predict result/given label= 0.451830/1
predict case 81 , predict result/given label= 0.279987/1
predict case 82 , predict result/given label= 0.623298/1
predict case 83 , predict result/given label= 0.765004/1
predict case 84 , predict result/given label= 0.286022/1
predict case 85 , predict result/given label= 0.274697/1
predict case 86 , predict result/given label= 0.855233/1
predict case 87 , predict result/given label= 0.924367/1
predict case 88 , predict result/given label= 0.246954/1
predict case 89 , predict result/given label= 0.918397/1
predict case 90 , predict result/given label= 0.295791/1
predict case 91 , predict result/given label= 0.924150/1
predict case 92 , predict result/given label= 0.924608/1
predict case 93 , predict result/given label= 0.338505/1
predict case 94 , predict result/given label= 0.862367/1
predict case 95 , predict result/given label= 0.924295/1
predict case 96 , predict result/given label= 0.330063/1
predict case 97 , predict result/given label= 0.845426/1
predict case 98 , predict result/given label= 0.885074/1
predict case 99 , predict result/given label= 0.500379/1
predict case 100 , predict result/given label= 0.868574/1
predict case 101 , predict result/given label= 0.889159/1
predict case 102 , predict result/given label= 0.661470/1
predict case 103 , predict result/given label= 0.448616/1
predict case 104 , predict result/given label= 0.531565/1
