predict case 0 , predict result/given label= 0.262360/1
predict case 1 , predict result/given label= 0.694928/1
predict case 2 , predict result/given label= 0.733562/1
predict case 3 , predict result/given label= 0.866272/1
predict case 4 , predict result/given label= 0.828680/1
predict case 5 , predict result/given label= 0.925887/1
predict case 6 , predict result/given label= 0.294512/1
predict case 7 , predict result/given label= 0.281520/1
predict case 8 , predict result/given label= 0.535406/1
predict case 9 , predict result/given label= 0.818888/1
predict case 10 , predict result/given label= 0.330503/1
predict case 11 , predict result/given label= 0.835979/1
predict case 12 , predict result/given label= 0.404707/1
predict case 13 , predict result/given label= 0.289372/1
predict case 14 , predict result/given label= 0.685220/1
predict case 15 , predict result/given label= 0.270439/1
predict case 16 , predict result/given label= 0.303820/1
predict case 17 , predict result/given label= 0.733562/1
predict case 18 , predict result/given label= 0.909853/1
predict case 19 , predict result/given label= 0.689816/1
predict case 20 , predict result/given label= 0.406158/1
predict case 21 , predict result/given label= 0.341115/1
predict case 22 , predict result/given label= 0.931069/1
predict case 23 , predict result/given label= 0.783793/1
predict case 24 , predict result/given label= 0.903304/1
predict case 25 , predict result/given label= 0.222458/1
predict case 26 , predict result/given label= 0.286322/1
predict case 27 , predict result/given label= 0.925392/1
predict case 28 , predict result/given label= 0.333886/1
predict case 29 , predict result/given label= 0.343054/1
predict case 30 , predict result/given label= 0.861101/1
predict case 31 , predict result/given label= 0.378451/1
predict case 32 , predict result/given label= 0.461464/1
predict case 33 , predict result/given label= 0.669257/1
predict case 34 , predict result/given label= 0.325638/1
predict case 35 , predict result/given label= 0.457532/1
predict case 36 , predict result/given label= 0.301554/1
predict case 37 , predict result/given label= 0.900328/1
predict case 38 , predict result/given label= 0.485788/1
predict case 39 , predict result/given label= 0.647862/1
predict case 40 , predict result/given label= 0.889491/1
predict case 41 , predict result/given label= 0.460254/1
predict case 42 , predict result/given label= 0.931945/1
predict case 43 , predict result/given label= 0.327858/1
predict case 44 , predict result/given label= 0.909956/1
predict case 45 , predict result/given label= 0.803739/1
predict case 46 , predict result/given label= 0.853803/1
predict case 47 , predict result/given label= 0.598184/1
predict case 48 , predict result/given label= 0.926074/1
predict case 49 , predict result/given label= 0.846166/1
predict case 50 , predict result/given label= 0.741816/1
predict case 51 , predict result/given label= 0.840562/1
predict case 52 , predict result/given label= 0.861101/1
predict case 53 , predict result/given label= 0.508358/1
predict case 54 , predict result/given label= 0.267334/1
predict case 55 , predict result/given label= 0.271863/1
predict case 56 , predict result/given label= 0.759283/1
predict case 57 , predict result/given label= 0.794060/1
predict case 58 , predict result/given label= 0.445191/1
predict case 59 , predict result/given label= 0.924532/1
predict case 60 , predict result/given label= 0.779405/1
predict case 61 , predict result/given label= 0.924236/1
predict case 62 , predict result/given label= 0.617439/1
predict case 63 , predict result/given label= 0.861590/1
predict case 64 , predict result/given label= 0.931017/1
predict case 65 , predict result/given label= 0.663333/1
predict case 66 , predict result/given label= 0.281520/1
predict case 67 , predict result/given label= 0.261561/1
predict case 68 , predict result/given label= 0.933761/1
predict case 69 , predict result/given label= 0.459228/1
predict case 70 , predict result/given label= 0.513487/1
predict case 71 , predict result/given label= 0.423385/1
predict case 72 , predict result/given label= 0.879404/1
predict case 73 , predict result/given label= 0.781345/1
