predict case 0 , predict result/given label= 0.847471/1
predict case 1 , predict result/given label= 0.925775/1
predict case 2 , predict result/given label= 0.770556/1
predict case 3 , predict result/given label= 0.879000/1
predict case 4 , predict result/given label= 0.813542/1
predict case 5 , predict result/given label= 0.804837/1
predict case 6 , predict result/given label= 0.372974/1
predict case 7 , predict result/given label= 0.380756/1
predict case 8 , predict result/given label= 0.929003/1
predict case 9 , predict result/given label= 0.354709/1
predict case 10 , predict result/given label= 0.925403/1
predict case 11 , predict result/given label= 0.247758/1
predict case 12 , predict result/given label= 0.274960/1
predict case 13 , predict result/given label= 0.829424/1
predict case 14 , predict result/given label= 0.357238/1
predict case 15 , predict result/given label= 0.296385/1
predict case 16 , predict result/given label= 0.232681/1
predict case 17 , predict result/given label= 0.674129/1
predict case 18 , predict result/given label= 0.617942/1
predict case 19 , predict result/given label= 0.426946/1
predict case 20 , predict result/given label= 0.361650/1
predict case 21 , predict result/given label= 0.927999/1
predict case 22 , predict result/given label= 0.326253/1
predict case 23 , predict result/given label= 0.924937/1
predict case 24 , predict result/given label= 0.841070/1
predict case 25 , predict result/given label= 0.820809/1
predict case 26 , predict result/given label= 0.396241/1
predict case 27 , predict result/given label= 0.784752/1
predict case 28 , predict result/given label= 0.900134/1
predict case 29 , predict result/given label= 0.280959/1
predict case 30 , predict result/given label= 0.924792/1
predict case 31 , predict result/given label= 0.928332/1
predict case 32 , predict result/given label= 0.798691/1
predict case 33 , predict result/given label= 0.743560/1
predict case 34 , predict result/given label= 0.249281/1
predict case 35 , predict result/given label= 0.672575/1
predict case 36 , predict result/given label= 0.233332/1
predict case 37 , predict result/given label= 0.280959/1
predict case 38 , predict result/given label= 0.934372/1
predict case 39 , predict result/given label= 0.913725/1
predict case 40 , predict result/given label= 0.867272/1
predict case 41 , predict result/given label= 0.177475/1
predict case 42 , predict result/given label= 0.931172/1
predict case 43 , predict result/given label= 0.925530/1
predict case 44 , predict result/given label= 0.929789/1
predict case 45 , predict result/given label= 0.637577/1
predict case 46 , predict result/given label= 0.927513/1
predict case 47 , predict result/given label= 0.475762/1
predict case 48 , predict result/given label= 0.905690/1
predict case 49 , predict result/given label= 0.801243/1
predict case 50 , predict result/given label= 0.360963/1
predict case 51 , predict result/given label= 0.687316/1
predict case 52 , predict result/given label= 0.874796/1
predict case 53 , predict result/given label= 0.438118/1
predict case 54 , predict result/given label= 0.430538/1
predict case 55 , predict result/given label= 0.938046/1
predict case 56 , predict result/given label= 0.802619/1
predict case 57 , predict result/given label= 0.572083/1
predict case 58 , predict result/given label= 0.350077/1
predict case 59 , predict result/given label= 0.286702/1
predict case 60 , predict result/given label= 0.625919/1
predict case 61 , predict result/given label= 0.245705/1
predict case 62 , predict result/given label= 0.924438/1
predict case 63 , predict result/given label= 0.894247/1
predict case 64 , predict result/given label= 0.177475/1
predict case 65 , predict result/given label= 0.367194/1
predict case 66 , predict result/given label= 0.825989/1
predict case 67 , predict result/given label= 0.930609/1
predict case 68 , predict result/given label= 0.241782/1
predict case 69 , predict result/given label= 0.280959/1
predict case 70 , predict result/given label= 0.267656/1
predict case 71 , predict result/given label= 0.858903/1
predict case 72 , predict result/given label= 0.353210/1
predict case 73 , predict result/given label= 0.768917/1
predict case 74 , predict result/given label= 0.591703/1
predict case 75 , predict result/given label= 0.791530/1
predict case 76 , predict result/given label= 0.598576/1
predict case 77 , predict result/given label= 0.879984/1
predict case 78 , predict result/given label= 0.836107/1
predict case 79 , predict result/given label= 0.929439/1
predict case 80 , predict result/given label= 0.280959/1
predict case 81 , predict result/given label= 0.934950/1
predict case 82 , predict result/given label= 0.350866/1
predict case 83 , predict result/given label= 0.751525/1
predict case 84 , predict result/given label= 0.767133/1
predict case 85 , predict result/given label= 0.930903/1
predict case 86 , predict result/given label= 0.617942/1
predict case 87 , predict result/given label= 0.882090/1
predict case 88 , predict result/given label= 0.532831/1
predict case 89 , predict result/given label= 0.541637/1
predict case 90 , predict result/given label= 0.329714/1
predict case 91 , predict result/given label= 0.610906/1
predict case 92 , predict result/given label= 0.560517/1
predict case 93 , predict result/given label= 0.738466/1
predict case 94 , predict result/given label= 0.417410/1
predict case 95 , predict result/given label= 0.201994/1
