predict case 0 , predict result/given label= 0.849547/1
predict case 1 , predict result/given label= 0.709947/1
predict case 2 , predict result/given label= 0.272100/1
predict case 3 , predict result/given label= 0.395813/1
predict case 4 , predict result/given label= 0.679482/1
predict case 5 , predict result/given label= 0.410622/1
predict case 6 , predict result/given label= 0.352407/1
predict case 7 , predict result/given label= 0.592463/1
predict case 8 , predict result/given label= 0.771275/1
predict case 9 , predict result/given label= 0.656709/1
predict case 10 , predict result/given label= 0.367250/1
predict case 11 , predict result/given label= 0.395345/1
predict case 12 , predict result/given label= 0.703868/1
predict case 13 , predict result/given label= 0.242085/1
predict case 14 , predict result/given label= 0.641770/1
predict case 15 , predict result/given label= 0.075313/1
predict case 16 , predict result/given label= 0.871765/1
predict case 17 , predict result/given label= 0.840087/1
predict case 18 , predict result/given label= 0.527036/1
predict case 19 , predict result/given label= 0.786761/1
predict case 20 , predict result/given label= 0.693030/1
predict case 21 , predict result/given label= 0.329886/1
predict case 22 , predict result/given label= 0.744293/1
predict case 23 , predict result/given label= 0.790216/1
predict case 24 , predict result/given label= 0.926573/1
predict case 25 , predict result/given label= 0.228974/1
predict case 26 , predict result/given label= 0.582305/1
predict case 27 , predict result/given label= 0.900831/1
predict case 28 , predict result/given label= 0.620144/1
predict case 29 , predict result/given label= 0.781374/1
predict case 30 , predict result/given label= 0.157848/1
predict case 31 , predict result/given label= 0.479306/1
predict case 32 , predict result/given label= 0.625779/1
predict case 33 , predict result/given label= 0.484348/1
predict case 34 , predict result/given label= 0.647861/1
predict case 35 , predict result/given label= 0.524277/1
predict case 36 , predict result/given label= 0.527863/1
predict case 37 , predict result/given label= 0.699782/1
predict case 38 , predict result/given label= 0.924847/1
predict case 39 , predict result/given label= 0.273728/1
predict case 40 , predict result/given label= 0.078766/1
predict case 41 , predict result/given label= 0.928272/1
predict case 42 , predict result/given label= 0.849653/1
predict case 43 , predict result/given label= 0.533125/1
predict case 44 , predict result/given label= 0.894837/1
predict case 45 , predict result/given label= 0.424086/1
predict case 46 , predict result/given label= 0.521673/1
predict case 47 , predict result/given label= 0.212454/1
predict case 48 , predict result/given label= 0.383997/1
predict case 49 , predict result/given label= 0.866633/1
predict case 50 , predict result/given label= 0.278516/1
predict case 51 , predict result/given label= 0.528649/1
predict case 52 , predict result/given label= 0.270970/1
predict case 53 , predict result/given label= 0.339797/1
predict case 54 , predict result/given label= 0.886432/1
predict case 55 , predict result/given label= 0.927543/1
predict case 56 , predict result/given label= 0.364578/1
predict case 57 , predict result/given label= 0.449754/1
predict case 58 , predict result/given label= 0.697561/1
predict case 59 , predict result/given label= 0.423119/1
predict case 60 , predict result/given label= 0.578177/1
