predict case 0 , predict result/given label= 0.109295/1
predict case 1 , predict result/given label= 0.843228/1
predict case 2 , predict result/given label= 0.358711/1
predict case 3 , predict result/given label= 0.912849/1
predict case 4 , predict result/given label= 0.673119/1
predict case 5 , predict result/given label= 0.658481/1
predict case 6 , predict result/given label= 0.361056/1
predict case 7 , predict result/given label= 0.893306/1
predict case 8 , predict result/given label= 0.723266/1
predict case 9 , predict result/given label= 0.358798/1
predict case 10 , predict result/given label= 0.702809/1
predict case 11 , predict result/given label= 0.636894/1
predict case 12 , predict result/given label= 0.718994/1
predict case 13 , predict result/given label= 0.219061/1
predict case 14 , predict result/given label= 0.526948/1
predict case 15 , predict result/given label= 0.821252/1
predict case 16 , predict result/given label= 0.461707/1
predict case 17 , predict result/given label= 0.903952/1
predict case 18 , predict result/given label= 0.866893/1
predict case 19 , predict result/given label= 0.535714/1
predict case 20 , predict result/given label= 0.921918/1
predict case 21 , predict result/given label= 0.648204/1
predict case 22 , predict result/given label= 0.458736/1
predict case 23 , predict result/given label= 0.510734/1
predict case 24 , predict result/given label= 0.927197/1
predict case 25 , predict result/given label= 0.851712/1
predict case 26 , predict result/given label= 0.588263/1
predict case 27 , predict result/given label= 0.668901/1
predict case 28 , predict result/given label= 0.828602/1
predict case 29 , predict result/given label= 0.818701/1
predict case 30 , predict result/given label= 0.238747/1
predict case 31 , predict result/given label= 0.658894/1
predict case 32 , predict result/given label= 0.925992/1
predict case 33 , predict result/given label= 0.733918/1
predict case 34 , predict result/given label= 0.514029/1
predict case 35 , predict result/given label= 0.925282/1
predict case 36 , predict result/given label= 0.201711/1
predict case 37 , predict result/given label= 0.900072/1
predict case 38 , predict result/given label= 0.362788/1
predict case 39 , predict result/given label= 0.711150/1
predict case 40 , predict result/given label= 0.729909/1
predict case 41 , predict result/given label= 0.912875/1
predict case 42 , predict result/given label= 0.645952/1
predict case 43 , predict result/given label= 0.541153/1
predict case 44 , predict result/given label= 0.370521/1
predict case 45 , predict result/given label= 0.389962/1
predict case 46 , predict result/given label= 0.431796/1
predict case 47 , predict result/given label= 0.256520/1
predict case 48 , predict result/given label= 0.233200/1
predict case 49 , predict result/given label= 0.635306/1
predict case 50 , predict result/given label= 0.925837/1
predict case 51 , predict result/given label= 0.686944/1
predict case 52 , predict result/given label= 0.664603/1
predict case 53 , predict result/given label= 0.604025/1
predict case 54 , predict result/given label= 0.442830/1
predict case 55 , predict result/given label= 0.876247/1
predict case 56 , predict result/given label= 0.675816/1
predict case 57 , predict result/given label= 0.599051/1
predict case 58 , predict result/given label= 0.855117/1
predict case 59 , predict result/given label= 0.223852/1
predict case 60 , predict result/given label= 0.306012/1
predict case 61 , predict result/given label= 0.430943/1
predict case 62 , predict result/given label= 0.217247/1
predict case 63 , predict result/given label= 0.579682/1
predict case 64 , predict result/given label= 0.109493/1
predict case 65 , predict result/given label= 0.851121/1
predict case 66 , predict result/given label= 0.146659/1
predict case 67 , predict result/given label= 0.406849/1
predict case 68 , predict result/given label= 0.455277/1
predict case 69 , predict result/given label= 0.711618/1
predict case 70 , predict result/given label= 0.175647/1
predict case 71 , predict result/given label= 0.927639/1
predict case 72 , predict result/given label= 0.927236/1
predict case 73 , predict result/given label= 0.636194/1
predict case 74 , predict result/given label= 0.827622/1
predict case 75 , predict result/given label= 0.699226/1
predict case 76 , predict result/given label= 0.423307/1
predict case 77 , predict result/given label= 0.768816/1
predict case 78 , predict result/given label= 0.725381/1
predict case 79 , predict result/given label= 0.726634/1
predict case 80 , predict result/given label= 0.090839/1
predict case 81 , predict result/given label= 0.372055/1
predict case 82 , predict result/given label= 0.606206/1
predict case 83 , predict result/given label= 0.248907/1
predict case 84 , predict result/given label= 0.850959/1
predict case 85 , predict result/given label= 0.371115/1
predict case 86 , predict result/given label= 0.583556/1
predict case 87 , predict result/given label= 0.480711/1
predict case 88 , predict result/given label= 0.925049/1
predict case 89 , predict result/given label= 0.723047/1
predict case 90 , predict result/given label= 0.917838/1
predict case 91 , predict result/given label= 0.928029/1
predict case 92 , predict result/given label= 0.927806/1
predict case 93 , predict result/given label= 0.877452/1
predict case 94 , predict result/given label= 0.405392/1
predict case 95 , predict result/given label= 0.670339/1
predict case 96 , predict result/given label= 0.622541/1
predict case 97 , predict result/given label= 0.409175/1
predict case 98 , predict result/given label= 0.608031/1
predict case 99 , predict result/given label= 0.502972/1
predict case 100 , predict result/given label= 0.650882/1
predict case 101 , predict result/given label= 0.912938/1
predict case 102 , predict result/given label= 0.929340/1
predict case 103 , predict result/given label= 0.660650/1
predict case 104 , predict result/given label= 0.554450/1
predict case 105 , predict result/given label= 0.877554/1
predict case 106 , predict result/given label= 0.930962/1
predict case 107 , predict result/given label= 0.251765/1
predict case 108 , predict result/given label= 0.469839/1
predict case 109 , predict result/given label= 0.903278/1
predict case 110 , predict result/given label= 0.926509/1
predict case 111 , predict result/given label= 0.523338/1
predict case 112 , predict result/given label= 0.342562/1
predict case 113 , predict result/given label= 0.250131/1
predict case 114 , predict result/given label= 0.597032/1
predict case 115 , predict result/given label= 0.789289/1
predict case 116 , predict result/given label= 0.519360/1
predict case 117 , predict result/given label= 0.189890/1
predict case 118 , predict result/given label= 0.785822/1
predict case 119 , predict result/given label= 0.378723/1
predict case 120 , predict result/given label= 0.393012/1
predict case 121 , predict result/given label= 0.191992/1
predict case 122 , predict result/given label= 0.317198/1
predict case 123 , predict result/given label= 0.652636/1
predict case 124 , predict result/given label= 0.724198/1
predict case 125 , predict result/given label= 0.370536/1
predict case 126 , predict result/given label= 0.797593/1
predict case 127 , predict result/given label= 0.522755/1
predict case 128 , predict result/given label= 0.696201/1
predict case 129 , predict result/given label= 0.565645/1
predict case 130 , predict result/given label= 0.424567/1
predict case 131 , predict result/given label= 0.349957/1
predict case 132 , predict result/given label= 0.534852/1
predict case 133 , predict result/given label= 0.725974/1
predict case 134 , predict result/given label= 0.838313/1
predict case 135 , predict result/given label= 0.903952/1
predict case 136 , predict result/given label= 0.368468/1
predict case 137 , predict result/given label= 0.471529/1
predict case 138 , predict result/given label= 0.371653/1
predict case 139 , predict result/given label= 0.930385/1
predict case 140 , predict result/given label= 0.747064/1
predict case 141 , predict result/given label= 0.257771/1
predict case 142 , predict result/given label= 0.584640/1
predict case 143 , predict result/given label= 0.380258/1
predict case 144 , predict result/given label= 0.542770/1
predict case 145 , predict result/given label= 0.464249/1
predict case 146 , predict result/given label= 0.692593/1
predict case 147 , predict result/given label= 0.570233/1
predict case 148 , predict result/given label= 0.924173/1
predict case 149 , predict result/given label= 0.881627/1
predict case 150 , predict result/given label= 0.881176/1
predict case 151 , predict result/given label= 0.806245/1
predict case 152 , predict result/given label= 0.931041/1
predict case 153 , predict result/given label= 0.635420/1
predict case 154 , predict result/given label= 0.619157/1
predict case 155 , predict result/given label= 0.734005/1
predict case 156 , predict result/given label= 0.593049/1
predict case 157 , predict result/given label= 0.334532/1
predict case 158 , predict result/given label= 0.343348/1
predict case 159 , predict result/given label= 0.719647/1
predict case 160 , predict result/given label= 0.904249/1
predict case 161 , predict result/given label= 0.211432/1
predict case 162 , predict result/given label= 0.609976/1
predict case 163 , predict result/given label= 0.137980/1
