predict case 0 , predict result/given label= 0.397746/1
predict case 1 , predict result/given label= 0.058453/1
predict case 2 , predict result/given label= 0.078677/1
predict case 3 , predict result/given label= 0.069737/1
predict case 4 , predict result/given label= 0.071456/1
predict case 5 , predict result/given label= 0.389747/1
predict case 6 , predict result/given label= 0.389453/1
predict case 7 , predict result/given label= 0.070131/1
predict case 8 , predict result/given label= 0.062269/1
predict case 9 , predict result/given label= 0.254876/1
predict case 10 , predict result/given label= 0.357131/1
predict case 11 , predict result/given label= 0.070534/1
predict case 12 , predict result/given label= 0.345978/1
predict case 13 , predict result/given label= 0.433357/1
predict case 14 , predict result/given label= 0.059506/1
predict case 15 , predict result/given label= 0.096340/1
predict case 16 , predict result/given label= 0.068026/1
predict case 17 , predict result/given label= 0.073690/1
predict case 18 , predict result/given label= 0.599507/1
predict case 19 , predict result/given label= 0.074848/1
predict case 20 , predict result/given label= 0.516818/1
predict case 21 , predict result/given label= 0.121773/1
predict case 22 , predict result/given label= 0.072916/1
predict case 23 , predict result/given label= 0.061196/1
predict case 24 , predict result/given label= 0.068837/1
predict case 25 , predict result/given label= 0.064560/1
predict case 26 , predict result/given label= 0.068328/1
predict case 27 , predict result/given label= 0.069650/1
predict case 28 , predict result/given label= 0.071460/1
predict case 29 , predict result/given label= 0.075535/1
predict case 30 , predict result/given label= 0.074099/1
predict case 31 , predict result/given label= 0.167976/1
predict case 32 , predict result/given label= 0.297949/1
predict case 33 , predict result/given label= 0.080978/1
predict case 34 , predict result/given label= 0.069370/1
predict case 35 , predict result/given label= 0.370891/1
predict case 36 , predict result/given label= 0.556386/1
predict case 37 , predict result/given label= 0.093166/1
predict case 38 , predict result/given label= 0.069650/1
predict case 39 , predict result/given label= 0.115712/1
predict case 40 , predict result/given label= 0.188869/1
predict case 41 , predict result/given label= 0.354178/1
predict case 42 , predict result/given label= 0.069362/1
predict case 43 , predict result/given label= 0.453341/1
predict case 44 , predict result/given label= 0.205097/1
predict case 45 , predict result/given label= 0.453325/1
predict case 46 , predict result/given label= 0.200770/0
predict case 47 , predict result/given label= 0.556315/0
predict case 48 , predict result/given label= 0.453249/0
predict case 49 , predict result/given label= 0.433244/0
predict case 50 , predict result/given label= 0.094391/0
predict case 51 , predict result/given label= 0.370251/0
predict case 52 , predict result/given label= 0.166339/0
predict case 53 , predict result/given label= 0.599412/0
predict case 54 , predict result/given label= 0.176949/0
predict case 55 , predict result/given label= 0.166272/0
predict case 56 , predict result/given label= 0.165616/0
predict case 57 , predict result/given label= 0.143823/0
predict case 58 , predict result/given label= 0.452642/0
predict case 59 , predict result/given label= 0.516996/0
predict case 60 , predict result/given label= 0.178484/0
predict case 61 , predict result/given label= 0.166246/0
predict case 62 , predict result/given label= 0.064600/0
predict case 63 , predict result/given label= 0.067738/0
predict case 64 , predict result/given label= 0.204209/0
predict case 65 , predict result/given label= 0.297502/0
predict case 66 , predict result/given label= 0.167602/0
predict case 67 , predict result/given label= 0.072897/0
predict case 68 , predict result/given label= 0.205104/0
predict case 69 , predict result/given label= 0.188391/0
predict case 70 , predict result/given label= 0.356445/0
predict case 71 , predict result/given label= 0.071484/0
predict case 72 , predict result/given label= 0.169081/0
predict case 73 , predict result/given label= 0.072936/0
predict case 74 , predict result/given label= 0.453305/0
predict case 75 , predict result/given label= 0.318731/0
predict case 76 , predict result/given label= 0.061202/0
predict case 77 , predict result/given label= 0.557126/0
predict case 78 , predict result/given label= 0.165491/0
predict case 79 , predict result/given label= 0.073921/0
predict case 80 , predict result/given label= 0.488780/0
predict case 81 , predict result/given label= 0.073921/0
predict case 82 , predict result/given label= 0.553737/0
predict case 83 , predict result/given label= 0.204210/0
predict case 84 , predict result/given label= 0.571456/0
predict case 85 , predict result/given label= 0.205114/0
predict case 86 , predict result/given label= 0.080612/0
predict case 87 , predict result/given label= 0.356441/0
predict case 88 , predict result/given label= 0.335749/0
predict case 89 , predict result/given label= 0.433367/0
predict case 90 , predict result/given label= 0.069371/0
predict case 91 , predict result/given label= 0.055740/0
