predict case 0 , predict result/given label= 0.178303/1
predict case 1 , predict result/given label= 0.923840/1
predict case 2 , predict result/given label= 0.853058/1
predict case 3 , predict result/given label= 0.426081/1
predict case 4 , predict result/given label= 0.849493/1
predict case 5 , predict result/given label= 0.617745/1
predict case 6 , predict result/given label= 0.196659/1
predict case 7 , predict result/given label= 0.177672/1
predict case 8 , predict result/given label= 0.465084/1
predict case 9 , predict result/given label= 0.595630/1
predict case 10 , predict result/given label= 0.613182/1
predict case 11 , predict result/given label= 0.273713/1
predict case 12 , predict result/given label= 0.830983/1
predict case 13 , predict result/given label= 0.706130/1
predict case 14 , predict result/given label= 0.835186/1
predict case 15 , predict result/given label= 0.876535/1
predict case 16 , predict result/given label= 0.304948/1
predict case 17 , predict result/given label= 0.553935/1
predict case 18 , predict result/given label= 0.685520/1
predict case 19 , predict result/given label= 0.906033/1
predict case 20 , predict result/given label= 0.859082/1
predict case 21 , predict result/given label= 0.355820/1
predict case 22 , predict result/given label= 0.716598/1
predict case 23 , predict result/given label= 0.276899/1
predict case 24 , predict result/given label= 0.411673/1
predict case 25 , predict result/given label= 0.417246/1
predict case 26 , predict result/given label= 0.486515/1
predict case 27 , predict result/given label= 0.856842/1
predict case 28 , predict result/given label= 0.628033/1
predict case 29 , predict result/given label= 0.818845/1
predict case 30 , predict result/given label= 0.365719/1
predict case 31 , predict result/given label= 0.370038/1
predict case 32 , predict result/given label= 0.459806/1
predict case 33 , predict result/given label= 0.763549/1
predict case 34 , predict result/given label= 0.763725/1
predict case 35 , predict result/given label= 0.512936/1
predict case 36 , predict result/given label= 0.793835/1
predict case 37 , predict result/given label= 0.771778/1
predict case 38 , predict result/given label= 0.758861/1
predict case 39 , predict result/given label= 0.726380/1
predict case 40 , predict result/given label= 0.243601/1
predict case 41 , predict result/given label= 0.869849/1
predict case 42 , predict result/given label= 0.440677/1
predict case 43 , predict result/given label= 0.315926/1
predict case 44 , predict result/given label= 0.753420/1
predict case 45 , predict result/given label= 0.928629/1
predict case 46 , predict result/given label= 0.441952/1
predict case 47 , predict result/given label= 0.578471/1
predict case 48 , predict result/given label= 0.925201/1
predict case 49 , predict result/given label= 0.289571/1
predict case 50 , predict result/given label= 0.411426/1
predict case 51 , predict result/given label= 0.709198/1
