predict case 0 , predict result/given label= 0.343272/1
predict case 1 , predict result/given label= 0.068416/1
predict case 2 , predict result/given label= 0.068957/1
predict case 3 , predict result/given label= 0.255258/1
predict case 4 , predict result/given label= 0.563040/1
predict case 5 , predict result/given label= 0.063423/1
predict case 6 , predict result/given label= 0.260844/1
predict case 7 , predict result/given label= 0.071031/1
predict case 8 , predict result/given label= 0.153230/1
predict case 9 , predict result/given label= 0.078164/1
predict case 10 , predict result/given label= 0.155782/1
predict case 11 , predict result/given label= 0.068775/1
predict case 12 , predict result/given label= 0.315868/1
predict case 13 , predict result/given label= 0.104922/1
predict case 14 , predict result/given label= 0.785091/1
predict case 15 , predict result/given label= 0.566488/1
predict case 16 , predict result/given label= 0.200719/1
predict case 17 , predict result/given label= 0.073119/1
predict case 18 , predict result/given label= 0.839500/1
predict case 19 , predict result/given label= 0.079997/1
predict case 20 , predict result/given label= 0.092270/1
predict case 21 , predict result/given label= 0.063435/1
predict case 22 , predict result/given label= 0.411845/1
predict case 23 , predict result/given label= 0.074454/1
predict case 24 , predict result/given label= 0.080512/1
predict case 25 , predict result/given label= 0.322045/1
predict case 26 , predict result/given label= 0.449391/1
predict case 27 , predict result/given label= 0.075110/1
predict case 28 , predict result/given label= 0.253591/1
predict case 29 , predict result/given label= 0.116535/1
predict case 30 , predict result/given label= 0.850509/1
predict case 31 , predict result/given label= 0.145293/1
predict case 32 , predict result/given label= 0.065756/1
predict case 33 , predict result/given label= 0.440349/1
predict case 34 , predict result/given label= 0.073642/1
predict case 35 , predict result/given label= 0.071439/1
predict case 36 , predict result/given label= 0.068828/0
predict case 37 , predict result/given label= 0.163571/0
predict case 38 , predict result/given label= 0.389570/0
predict case 39 , predict result/given label= 0.412445/0
predict case 40 , predict result/given label= 0.069535/0
predict case 41 , predict result/given label= 0.122537/0
predict case 42 , predict result/given label= 0.188258/0
predict case 43 , predict result/given label= 0.069107/0
predict case 44 , predict result/given label= 0.342247/0
predict case 45 , predict result/given label= 0.258148/0
predict case 46 , predict result/given label= 0.174100/0
predict case 47 , predict result/given label= 0.185642/0
predict case 48 , predict result/given label= 0.437189/0
predict case 49 , predict result/given label= 0.191896/0
predict case 50 , predict result/given label= 0.071491/0
predict case 51 , predict result/given label= 0.060575/0
predict case 52 , predict result/given label= 0.278563/0
predict case 53 , predict result/given label= 0.646896/0
predict case 54 , predict result/given label= 0.065800/0
predict case 55 , predict result/given label= 0.139624/0
predict case 56 , predict result/given label= 0.069954/0
predict case 57 , predict result/given label= 0.378925/0
predict case 58 , predict result/given label= 0.297997/0
predict case 59 , predict result/given label= 0.475629/0
predict case 60 , predict result/given label= 0.320943/0
predict case 61 , predict result/given label= 0.063031/0
predict case 62 , predict result/given label= 0.066744/0
predict case 63 , predict result/given label= 0.438031/0
predict case 64 , predict result/given label= 0.611605/0
predict case 65 , predict result/given label= 0.447015/0
predict case 66 , predict result/given label= 0.166032/0
predict case 67 , predict result/given label= 0.073575/0
predict case 68 , predict result/given label= 0.419431/0
predict case 69 , predict result/given label= 0.321464/0
predict case 70 , predict result/given label= 0.161875/0
predict case 71 , predict result/given label= 0.071312/0
