predict case 0 , predict result/given label= 0.334629/1
predict case 1 , predict result/given label= 0.693275/1
predict case 2 , predict result/given label= 0.644233/1
predict case 3 , predict result/given label= 0.764172/1
predict case 4 , predict result/given label= 0.106712/1
predict case 5 , predict result/given label= 0.110484/1
predict case 6 , predict result/given label= 0.679889/1
predict case 7 , predict result/given label= 0.715326/1
predict case 8 , predict result/given label= 0.122114/1
predict case 9 , predict result/given label= 0.483267/1
predict case 10 , predict result/given label= 0.072930/1
predict case 11 , predict result/given label= 0.121884/1
predict case 12 , predict result/given label= 0.101617/1
predict case 13 , predict result/given label= 0.446193/1
predict case 14 , predict result/given label= 0.187394/1
predict case 15 , predict result/given label= 0.568678/1
predict case 16 , predict result/given label= 0.071277/1
predict case 17 , predict result/given label= 0.070480/1
predict case 18 , predict result/given label= 0.131711/1
predict case 19 , predict result/given label= 0.119095/1
predict case 20 , predict result/given label= 0.096097/1
predict case 21 , predict result/given label= 0.454650/1
predict case 22 , predict result/given label= 0.402342/1
predict case 23 , predict result/given label= 0.100918/1
predict case 24 , predict result/given label= 0.739317/1
predict case 25 , predict result/given label= 0.333291/1
predict case 26 , predict result/given label= 0.126003/1
predict case 27 , predict result/given label= 0.746162/1
predict case 28 , predict result/given label= 0.765493/1
predict case 29 , predict result/given label= 0.429906/1
predict case 30 , predict result/given label= 0.289758/1
predict case 31 , predict result/given label= 0.187199/1
predict case 32 , predict result/given label= 0.671186/1
predict case 33 , predict result/given label= 0.238205/1
predict case 34 , predict result/given label= 0.405509/1
predict case 35 , predict result/given label= 0.329950/1
predict case 36 , predict result/given label= 0.121723/0
predict case 37 , predict result/given label= 0.672671/0
predict case 38 , predict result/given label= 0.604298/0
predict case 39 , predict result/given label= 0.198737/0
predict case 40 , predict result/given label= 0.179390/0
predict case 41 , predict result/given label= 0.118408/0
predict case 42 , predict result/given label= 0.450786/0
predict case 43 , predict result/given label= 0.207077/0
predict case 44 , predict result/given label= 0.215412/0
predict case 45 , predict result/given label= 0.094639/0
predict case 46 , predict result/given label= 0.431364/0
predict case 47 , predict result/given label= 0.451268/0
predict case 48 , predict result/given label= 0.084381/0
predict case 49 , predict result/given label= 0.625153/0
predict case 50 , predict result/given label= 0.104544/0
predict case 51 , predict result/given label= 0.192138/0
predict case 52 , predict result/given label= 0.249585/0
predict case 53 , predict result/given label= 0.071407/0
predict case 54 , predict result/given label= 0.132572/0
predict case 55 , predict result/given label= 0.074305/0
predict case 56 , predict result/given label= 0.235690/0
predict case 57 , predict result/given label= 0.341968/0
predict case 58 , predict result/given label= 0.097695/0
predict case 59 , predict result/given label= 0.202787/0
predict case 60 , predict result/given label= 0.395929/0
predict case 61 , predict result/given label= 0.559246/0
predict case 62 , predict result/given label= 0.563192/0
predict case 63 , predict result/given label= 0.158481/0
predict case 64 , predict result/given label= 0.071806/0
predict case 65 , predict result/given label= 0.071711/0
predict case 66 , predict result/given label= 0.100106/0
predict case 67 , predict result/given label= 0.075766/0
predict case 68 , predict result/given label= 0.192766/0
predict case 69 , predict result/given label= 0.072019/0
predict case 70 , predict result/given label= 0.101808/0
predict case 71 , predict result/given label= 0.364387/0
