predict case 0 , predict result/given label= 0.076417/1
predict case 1 , predict result/given label= 0.200753/1
predict case 2 , predict result/given label= 0.076888/1
predict case 3 , predict result/given label= 0.774179/1
predict case 4 , predict result/given label= 0.103976/1
predict case 5 , predict result/given label= 0.410438/1
predict case 6 , predict result/given label= 0.206936/1
predict case 7 , predict result/given label= 0.380293/1
predict case 8 , predict result/given label= 0.206760/1
predict case 9 , predict result/given label= 0.209295/1
predict case 10 , predict result/given label= 0.209551/1
predict case 11 , predict result/given label= 0.071483/1
predict case 12 , predict result/given label= 0.066190/1
predict case 13 , predict result/given label= 0.070033/1
predict case 14 , predict result/given label= 0.534282/1
predict case 15 , predict result/given label= 0.526570/1
predict case 16 , predict result/given label= 0.594959/1
predict case 17 , predict result/given label= 0.557949/1
predict case 18 , predict result/given label= 0.572493/1
predict case 19 , predict result/given label= 0.632339/1
predict case 20 , predict result/given label= 0.257672/1
predict case 21 , predict result/given label= 0.754725/1
predict case 22 , predict result/given label= 0.072827/1
predict case 23 , predict result/given label= 0.079451/1
predict case 24 , predict result/given label= 0.389710/1
predict case 25 , predict result/given label= 0.333798/1
predict case 26 , predict result/given label= 0.086609/1
predict case 27 , predict result/given label= 0.590096/1
predict case 28 , predict result/given label= 0.576124/1
predict case 29 , predict result/given label= 0.900530/1
predict case 30 , predict result/given label= 0.069754/1
predict case 31 , predict result/given label= 0.377859/1
predict case 32 , predict result/given label= 0.076873/1
predict case 33 , predict result/given label= 0.390156/1
predict case 34 , predict result/given label= 0.584118/1
predict case 35 , predict result/given label= 0.405875/1
predict case 36 , predict result/given label= 0.072820/1
predict case 37 , predict result/given label= 0.083648/1
predict case 38 , predict result/given label= 0.200754/1
predict case 39 , predict result/given label= 0.351761/1
predict case 40 , predict result/given label= 0.218989/1
predict case 41 , predict result/given label= 0.072816/1
predict case 42 , predict result/given label= 0.072697/1
predict case 43 , predict result/given label= 0.146381/1
predict case 44 , predict result/given label= 0.206523/1
predict case 45 , predict result/given label= 0.638849/1
predict case 46 , predict result/given label= 0.075501/1
predict case 47 , predict result/given label= 0.545881/1
predict case 48 , predict result/given label= 0.758328/1
predict case 49 , predict result/given label= 0.070032/0
predict case 50 , predict result/given label= 0.069224/0
predict case 51 , predict result/given label= 0.533571/0
predict case 52 , predict result/given label= 0.522504/0
predict case 53 , predict result/given label= 0.212953/0
predict case 54 , predict result/given label= 0.087338/0
predict case 55 , predict result/given label= 0.410292/0
predict case 56 , predict result/given label= 0.553981/0
predict case 57 , predict result/given label= 0.101926/0
predict case 58 , predict result/given label= 0.536411/0
predict case 59 , predict result/given label= 0.076368/0
predict case 60 , predict result/given label= 0.076316/0
predict case 61 , predict result/given label= 0.753656/0
predict case 62 , predict result/given label= 0.390347/0
predict case 63 , predict result/given label= 0.089875/0
predict case 64 , predict result/given label= 0.556914/0
predict case 65 , predict result/given label= 0.076876/0
predict case 66 , predict result/given label= 0.201331/0
predict case 67 , predict result/given label= 0.753646/0
predict case 68 , predict result/given label= 0.553969/0
predict case 69 , predict result/given label= 0.101637/0
predict case 70 , predict result/given label= 0.087979/0
predict case 71 , predict result/given label= 0.310852/0
predict case 72 , predict result/given label= 0.200929/0
predict case 73 , predict result/given label= 0.354620/0
predict case 74 , predict result/given label= 0.373599/0
predict case 75 , predict result/given label= 0.612456/0
predict case 76 , predict result/given label= 0.213003/0
predict case 77 , predict result/given label= 0.367288/0
predict case 78 , predict result/given label= 0.578033/0
predict case 79 , predict result/given label= 0.091013/0
predict case 80 , predict result/given label= 0.572689/0
predict case 81 , predict result/given label= 0.091588/0
predict case 82 , predict result/given label= 0.090452/0
predict case 83 , predict result/given label= 0.069570/0
predict case 84 , predict result/given label= 0.076419/0
predict case 85 , predict result/given label= 0.749069/0
predict case 86 , predict result/given label= 0.082355/0
predict case 87 , predict result/given label= 0.199451/0
predict case 88 , predict result/given label= 0.359713/0
predict case 89 , predict result/given label= 0.069380/0
predict case 90 , predict result/given label= 0.102035/0
predict case 91 , predict result/given label= 0.347736/0
predict case 92 , predict result/given label= 0.571003/0
predict case 93 , predict result/given label= 0.571146/0
predict case 94 , predict result/given label= 0.405721/0
predict case 95 , predict result/given label= 0.392579/0
predict case 96 , predict result/given label= 0.754894/0
predict case 97 , predict result/given label= 0.576172/0
