predict case 0 , predict result/given label= 0.261477/1
predict case 1 , predict result/given label= 0.106298/1
predict case 2 , predict result/given label= 0.301609/1
predict case 3 , predict result/given label= 0.606600/1
predict case 4 , predict result/given label= 0.115663/1
predict case 5 , predict result/given label= 0.067940/1
predict case 6 , predict result/given label= 0.251516/1
predict case 7 , predict result/given label= 0.605942/1
predict case 8 , predict result/given label= 0.104031/1
predict case 9 , predict result/given label= 0.447279/1
predict case 10 , predict result/given label= 0.578856/1
predict case 11 , predict result/given label= 0.476082/1
predict case 12 , predict result/given label= 0.864954/1
predict case 13 , predict result/given label= 0.107879/1
predict case 14 , predict result/given label= 0.579872/1
predict case 15 , predict result/given label= 0.253308/1
predict case 16 , predict result/given label= 0.266863/1
predict case 17 , predict result/given label= 0.064582/1
predict case 18 , predict result/given label= 0.233347/1
predict case 19 , predict result/given label= 0.251204/1
predict case 20 , predict result/given label= 0.070088/1
predict case 21 , predict result/given label= 0.604127/1
predict case 22 , predict result/given label= 0.069523/1
predict case 23 , predict result/given label= 0.248958/1
predict case 24 , predict result/given label= 0.106276/1
predict case 25 , predict result/given label= 0.186041/1
predict case 26 , predict result/given label= 0.099299/1
predict case 27 , predict result/given label= 0.232270/1
predict case 28 , predict result/given label= 0.248973/1
predict case 29 , predict result/given label= 0.061040/1
predict case 30 , predict result/given label= 0.231603/1
predict case 31 , predict result/given label= 0.128908/1
predict case 32 , predict result/given label= 0.156185/1
predict case 33 , predict result/given label= 0.062868/1
predict case 34 , predict result/given label= 0.578531/1
predict case 35 , predict result/given label= 0.116959/1
predict case 36 , predict result/given label= 0.239122/1
predict case 37 , predict result/given label= 0.250801/1
predict case 38 , predict result/given label= 0.062632/1
predict case 39 , predict result/given label= 0.062564/1
predict case 40 , predict result/given label= 0.455400/1
predict case 41 , predict result/given label= 0.068751/1
predict case 42 , predict result/given label= 0.099591/1
predict case 43 , predict result/given label= 0.455192/1
predict case 44 , predict result/given label= 0.231757/1
predict case 45 , predict result/given label= 0.447393/1
predict case 46 , predict result/given label= 0.911995/1
predict case 47 , predict result/given label= 0.112341/1
predict case 48 , predict result/given label= 0.252691/1
predict case 49 , predict result/given label= 0.233528/0
predict case 50 , predict result/given label= 0.468168/0
predict case 51 , predict result/given label= 0.467959/0
predict case 52 , predict result/given label= 0.301204/0
predict case 53 , predict result/given label= 0.070016/0
predict case 54 , predict result/given label= 0.476137/0
predict case 55 , predict result/given label= 0.063389/0
predict case 56 , predict result/given label= 0.264816/0
predict case 57 , predict result/given label= 0.232116/0
predict case 58 , predict result/given label= 0.445894/0
predict case 59 , predict result/given label= 0.098287/0
predict case 60 , predict result/given label= 0.526804/0
predict case 61 , predict result/given label= 0.115508/0
predict case 62 , predict result/given label= 0.252676/0
predict case 63 , predict result/given label= 0.236106/0
predict case 64 , predict result/given label= 0.099864/0
predict case 65 , predict result/given label= 0.069482/0
predict case 66 , predict result/given label= 0.067789/0
predict case 67 , predict result/given label= 0.070341/0
predict case 68 , predict result/given label= 0.068326/0
predict case 69 , predict result/given label= 0.115508/0
predict case 70 , predict result/given label= 0.476319/0
predict case 71 , predict result/given label= 0.073348/0
predict case 72 , predict result/given label= 0.067755/0
predict case 73 , predict result/given label= 0.129561/0
predict case 74 , predict result/given label= 0.252994/0
predict case 75 , predict result/given label= 0.216498/0
predict case 76 , predict result/given label= 0.074019/0
predict case 77 , predict result/given label= 0.299916/0
predict case 78 , predict result/given label= 0.062966/0
predict case 79 , predict result/given label= 0.468357/0
predict case 80 , predict result/given label= 0.067070/0
predict case 81 , predict result/given label= 0.098947/0
predict case 82 , predict result/given label= 0.133563/0
predict case 83 , predict result/given label= 0.073623/0
predict case 84 , predict result/given label= 0.073573/0
predict case 85 , predict result/given label= 0.069418/0
predict case 86 , predict result/given label= 0.288626/0
predict case 87 , predict result/given label= 0.648922/0
predict case 88 , predict result/given label= 0.116438/0
predict case 89 , predict result/given label= 0.177208/0
predict case 90 , predict result/given label= 0.064041/0
predict case 91 , predict result/given label= 0.468188/0
predict case 92 , predict result/given label= 0.073323/0
predict case 93 , predict result/given label= 0.067500/0
predict case 94 , predict result/given label= 0.474182/0
predict case 95 , predict result/given label= 0.282400/0
predict case 96 , predict result/given label= 0.072445/0
predict case 97 , predict result/given label= 0.254341/0
