predict case 0 , predict result/given label= 0.436377/1
predict case 1 , predict result/given label= 0.253421/1
predict case 2 , predict result/given label= 0.195410/1
predict case 3 , predict result/given label= 0.576805/1
predict case 4 , predict result/given label= 0.255013/1
predict case 5 , predict result/given label= 0.473034/1
predict case 6 , predict result/given label= 0.429284/1
predict case 7 , predict result/given label= 0.894328/1
predict case 8 , predict result/given label= 0.686600/1
predict case 9 , predict result/given label= 0.215153/1
predict case 10 , predict result/given label= 0.300078/1
predict case 11 , predict result/given label= 0.266729/1
predict case 12 , predict result/given label= 0.252016/1
predict case 13 , predict result/given label= 0.501742/1
predict case 14 , predict result/given label= 0.408289/1
predict case 15 , predict result/given label= 0.765297/1
predict case 16 , predict result/given label= 0.207431/1
predict case 17 , predict result/given label= 0.513875/1
predict case 18 , predict result/given label= 0.262130/1
predict case 19 , predict result/given label= 0.602618/1
predict case 20 , predict result/given label= 0.819130/1
predict case 21 , predict result/given label= 0.854822/1
predict case 22 , predict result/given label= 0.875044/1
predict case 23 , predict result/given label= 0.613553/1
predict case 24 , predict result/given label= 0.382788/1
predict case 25 , predict result/given label= 0.692949/1
predict case 26 , predict result/given label= 0.583203/1
predict case 27 , predict result/given label= 0.315170/1
predict case 28 , predict result/given label= 0.355484/1
predict case 29 , predict result/given label= 0.928564/1
predict case 30 , predict result/given label= 0.827628/1
predict case 31 , predict result/given label= 0.262260/1
predict case 32 , predict result/given label= 0.765405/1
predict case 33 , predict result/given label= 0.555411/1
predict case 34 , predict result/given label= 0.557443/1
predict case 35 , predict result/given label= 0.845422/1
predict case 36 , predict result/given label= 0.605786/1
predict case 37 , predict result/given label= 0.729141/1
predict case 38 , predict result/given label= 0.714834/1
predict case 39 , predict result/given label= 0.434985/1
predict case 40 , predict result/given label= 0.207812/1
predict case 41 , predict result/given label= 0.117138/1
predict case 42 , predict result/given label= 0.794417/1
predict case 43 , predict result/given label= 0.503104/1
predict case 44 , predict result/given label= 0.830295/1
predict case 45 , predict result/given label= 0.760789/1
predict case 46 , predict result/given label= 0.763280/1
predict case 47 , predict result/given label= 0.509549/1
predict case 48 , predict result/given label= 0.454656/1
predict case 49 , predict result/given label= 0.592536/1
predict case 50 , predict result/given label= 0.480545/1
predict case 51 , predict result/given label= 0.220580/1
predict case 52 , predict result/given label= 0.183078/1
predict case 53 , predict result/given label= 0.682421/1
predict case 54 , predict result/given label= 0.489304/1
predict case 55 , predict result/given label= 0.243397/1
predict case 56 , predict result/given label= 0.775602/1
predict case 57 , predict result/given label= 0.247045/0
predict case 58 , predict result/given label= 0.249883/0
predict case 59 , predict result/given label= 0.161050/0
predict case 60 , predict result/given label= 0.665945/0
predict case 61 , predict result/given label= 0.465592/0
predict case 62 , predict result/given label= 0.421339/0
predict case 63 , predict result/given label= 0.424258/0
predict case 64 , predict result/given label= 0.493069/0
predict case 65 , predict result/given label= 0.256566/0
predict case 66 , predict result/given label= 0.567704/0
predict case 67 , predict result/given label= 0.570661/0
predict case 68 , predict result/given label= 0.143967/0
predict case 69 , predict result/given label= 0.649064/0
predict case 70 , predict result/given label= 0.344651/0
predict case 71 , predict result/given label= 0.186450/0
predict case 72 , predict result/given label= 0.286922/0
predict case 73 , predict result/given label= 0.297747/0
predict case 74 , predict result/given label= 0.135056/0
predict case 75 , predict result/given label= 0.495531/0
predict case 76 , predict result/given label= 0.514926/0
predict case 77 , predict result/given label= 0.631115/0
predict case 78 , predict result/given label= 0.820930/0
predict case 79 , predict result/given label= 0.434128/0
predict case 80 , predict result/given label= 0.387900/0
predict case 81 , predict result/given label= 0.502629/0
predict case 82 , predict result/given label= 0.587719/0
predict case 83 , predict result/given label= 0.257712/0
predict case 84 , predict result/given label= 0.720575/0
predict case 85 , predict result/given label= 0.693424/0
predict case 86 , predict result/given label= 0.436771/0
predict case 87 , predict result/given label= 0.326014/0
predict case 88 , predict result/given label= 0.323528/0
predict case 89 , predict result/given label= 0.274511/0
predict case 90 , predict result/given label= 0.235007/0
predict case 91 , predict result/given label= 0.234768/0
predict case 92 , predict result/given label= 0.209012/0
predict case 93 , predict result/given label= 0.213007/0
predict case 94 , predict result/given label= 0.585990/0
predict case 95 , predict result/given label= 0.169136/0
predict case 96 , predict result/given label= 0.397436/0
predict case 97 , predict result/given label= 0.582344/0
predict case 98 , predict result/given label= 0.422122/0
predict case 99 , predict result/given label= 0.510261/0
predict case 100 , predict result/given label= 0.799730/0
predict case 101 , predict result/given label= 0.449330/0
predict case 102 , predict result/given label= 0.334685/0
predict case 103 , predict result/given label= 0.177846/0
predict case 104 , predict result/given label= 0.433933/0
predict case 105 , predict result/given label= 0.411796/0
predict case 106 , predict result/given label= 0.211039/0
predict case 107 , predict result/given label= 0.688216/0
predict case 108 , predict result/given label= 0.624361/0
predict case 109 , predict result/given label= 0.542133/0
predict case 110 , predict result/given label= 0.244140/0
predict case 111 , predict result/given label= 0.535231/0
predict case 112 , predict result/given label= 0.401547/0
predict case 113 , predict result/given label= 0.280586/0
